word,tags,ipa
chruth,,xɾˠʊ(h)
chrá,Munster; Connacht,xɾˠɑː
chráis,,xɾˠɑːʃ
chuain,,"xuənʲ, xuːnʲ"
chuairt,,"xuəɾˠtʲ, xuːɾˠtʲ"
chuala,Munster; Connacht,"ˈxuəlˠə, ˈxuəl̪ˠə"
chualabhair,,ˈxuəlˠəwəɾʲ
chualadar,,ˈxuəlˠəd̪ˠəɾˠ
chualais,,ˈxuəlˠəʃ
chualamar,,ˈxuəlˠəmˠəɾˠ
chualas,,"ˈxuəlˠəsˠ, ˈxuəl̪ˠəsˠ"
chualathas,,ˈxuəlˠəhəsˠ
chuarta,,xuəɾˠt̪ˠə
chuathas,,ˈxuəhəsˠ
chugham,,xuːmˠ
chughamsa,,ˈxuːmˠsˠə
chuid,,xɪdʲ
chuig,,xɪɟ
chuimhnigh,Connacht,ˈxivʲnʲiː
chuimhnigh,Galway; Connacht,ˈxivʲnʲə
chuimhnigh,Mayo; Connacht,ˈxĩvʲɾʲiː ~ ˈximʲɾʲiː ~ ˈxĩvʲnʲiː
chuimhnigh,Munster; Connacht,ˈxiːnʲə
chuir,,xɪɾʲ
chuir i dtaisce,,ˌxɪɾʲ əˈd̪ˠaʃcɪ
chuireas,,ˈxɪɾʲəsˠ
chuiris,,ˈxɪɾʲəʃ
chulaith,Connacht,ˈxulˠ(h)ə
chulaith,Galway; Connacht,ˈxolˠə ~ ˈxɞlˠə
chulaith,Mayo; Connacht,ˈxolˠiː
chum,,"xuːmˠ, xʊmˠ, xʊnˠ"
chuma,,ˈxʊmˠə
chun,,xʊnˠ
chur,,xʊɾˠ
churach,Connacht,"ˈxɔɾˠəx, ˈxʊɾˠəx"
chuán,Connacht,ˈxuː.ɑːnˠ
cháiliúil,Connacht,ˈxɑːlʲuːlʲ
cháin,Munster; Connacht,xɑːnʲ
chás,,"xaːsˠ, xɑːsˠ"
ché,,çeː
chéad,,çeːd̪ˠ
chéanna,Ulster; noun; Connacht,ˈçeːn̪ˠə
chéasta,Ulster; Connacht,ˈçeːsˠt̪ˠə
chéibh,,ˈçeːvʲ
chéid,,çeːdʲ
chéile,,ˈçeːlʲə
chéim,,çeːmʲ
chí,,çiː
chíd,,ˈçiːdʲ
chím,,çiːmʲ
chímid,,ˈçiːmʲɪdʲ
chíonn,,çiːn̪ˠ
chír,,ˈçiːɾʲ
chíre,,ˈçiːɾʲə
chítear,,ˈçiːtʲəɾˠ
chóir,Munster; Connacht,xoːɾʲ
chóisir,Munster; Connacht,ˈxoːʃəɾʲ
chór,,xoːɾˠ
chóra,,ˈxoːɾˠə
chósta,Munster; Connacht,ˈxoːsˠt̪ˠə
chóta,Munster; Connacht,ˈxoːt̪ˠə
chú,,xuː
chúb,,xuːbˠ
chúig,,xuːɟ
chúil,,xuːlʲ
chúis,,xuːʃ
chúl,,"xuːlˠ, xuːl̪ˠ"
chúng,,"ˈxuːŋ, ˈxuːŋɡ"
chúns,,xuːn̪ˠsˠ
chúrsa,,ˈxuːɾˠsˠə
ciabh,Munster; Connacht,ciəvˠ
ciach,,ciəx
ciall,,ciəl̪ˠ
cialla,,ˈciəl̪ˠə
cian,,ciənˠ
ciar,,ciəɾˠ
ciardhuibhe,,ˈciəɾˠɣɪvʲə
ciaróg,Connacht,ˈciəɾˠoːɡ
cibeal,,"ˈcɪbʲəlˠ, ˈcɪbʲəl̪ˠ"
cibé,,cɪˈbʲeː
cic,,cɪc
ciceáil,Connacht,ˈcɪcaːlʲ
ciclipéid,Connacht,ˈcɪclʲɪpʲeːdʲ
cigil,,ˈcɪɟɪlʲ
cigilt,,ˈcɪɟɪlʲtʲ
cigire,,ˈcɪɟɪɾʲə
cileagram,,ˈcɪlʲəɡɾˠamˠ
ciliméadar,Connacht,"ˈcɪlʲəmʲed̪ˠəɾˠ, ˈcɪlʲəmʲeːd̪ˠəɾˠ"
cille,,ˈcɪl̠ʲə
cillín,Connacht,ˈcɪlʲiːnʲ
cime,,ˈcɪmʲə
cineál,Connacht,ˈcɪnˠɑːlˠ
cineálta,Connacht,ˈcɪnˠɑːl̪ˠt̪ˠə
cinneadhtheoiric,Munster; Connacht,ˈcɪn̠ʲəˌhoːɾʲəc
cinnigí,Connacht,ˈcɪn̠ɪɟiː
cinnire,,ˈcɪn̠ʲəɾʲə
cion,Connacht,cɞnˠ
cion,Aran; Connacht,cinˠ
cion,Cois-Fharraige; Connacht,cin̪ˠ
cion,Mayo; Connemara; Connacht,cunˠ
ciorcal,,ˈciɾˠkəlˠ
ciotach,Connacht,ˈcɪt̪ˠəx
cip,,cɪpʲ
cipín,Ulster; Connacht,ˈcɪpʲiːnʲ
circ,,cɪɾʲc
circe,,ˈcɪɾʲcə
cirt,,cɪɾˠtʲ
cirte,,ˈcɨ̞ɾˠtʲə
cis,,cɪʃ
cise,,ˈcɪʃə
ciseal,,ˈcɪʃəlˠ
ciseanna,,ˈcɪʃən̪ˠə
ciseáin,Connacht,ˈcɪʃɑːnʲ
ciseán,Ulster; Connacht,"ˈcɪʃɑːnˠ, ˈcɪʃɑːn̪ˠ"
ciste,,ˈcɪʃtʲə
cisteanach,Munster; Connacht,ˈciʃtʲən̪ˠəx
cistin,,ˈcɪʃtʲənʲ
cistine,,ˈcɪʃtʲɪnʲə
cistineacha,,ˈcɪʃtʲɪnʲəxə
citeal,,ˈcɪtʲəlˠ
ciumhais,,"cuːsˠ, cuːʃ, cũːsˠ"
ciumhaise,,ˈcuːʃə
ciumhaiseanna,,ˈcuːʃən̪ˠə
ciú,,cuː
ciúin,,cuːnʲ
ciúine,,ˈcuːnʲə
ciúnas,,ˈcuːnˠəsˠ
clabhchorda,,ˈklˠauˌxoːɾˠd̪ˠə
clabhta,,ˈklˠaut̪ˠə
clabhtaí,,ˈklˠaut̪ˠiː
cladh,,klˠai
cladhaire,Connacht,ˈklˠaiɾʲə
claidh,Ulster; Connacht,kl̪ˠəi
claigeann,,"ˈklˠaɟən̪ˠ, ˈklˠæɟən̪ˠ"
clairnéid,Connacht,ˈklˠɑːɾˠnʲeːdʲ
clais,Munster; Connacht,"klˠaʃ, kl̪ˠaʃ"
clamhsán,Connacht,"ˈklˠausˠɑːnˠ, ˈkl̪ˠausˠɑːn̪ˠ"
clampar,,ˈklˠamˠpˠəɾˠ
clanna,,ˈklˠan̪ˠə
claon,Connacht,klˠiːnˠ
claonadh,,ˈklˠɤːnˠətʲ
claonaim,,ˈklˠiːnˠəmʲ
claíomh,Connacht,"ˈklˠavʲə, ˈklˠãvʲə"
claíomh,Cois-Fharraige; Connacht,ˈkl̪ˠaːvʲə
cleacht,,clʲaxt̪ˠ
cleas,,clʲasˠ
cleasach,Munster; Connacht,ˈclʲasˠəx
cleasaí,Connacht,ˈclʲasˠiː
cleite,,ˈclʲɛtʲə
cleith,,clʲɛ(h)
cleithire,,ˈclʲɛhəɾʲə
cliabhán,Connacht,"ˈclʲiəwɑːnˠ, ˈclʲiəwɑːn̪ˠ"
cliath,,clʲiə
clibirt,,ˈclʲɪbʲəɾˠtʲ
clibín,Ulster; Connacht,ˈclʲɪbʲiːnʲ
clismirt,,"ˈclʲiʃmʲəɾˠtʲ, ˈclʲɨsˠmˠəɾˠtʲ, ˈɟlʲɨsˠmˠəɾˠtʲ"
cliste,,ˈcʲlʲɪʃtʲə
cloch,Ulster; Connacht,"klˠox, klˠɔx"
clocha,Ulster; Connacht,ˈklˠɔxə
clocha,Ulster; Munster; Connacht,ˈkl̪ˠɔxə
clochán,Connacht,ˈklˠoxɑːnˠ
clocásach,Connacht,ˈklˠɔkɑːsˠəx
clog,Connacht,klˠoɡ
clogad,Connacht,ˈklˠɔɡəd̪ˠ
clogaid,Munster; Connacht,ˈklˠɔɡədʲ
clogaide,Munster; Connacht,ˈklˠɔɡədʲə
cloig,,klˠɪɟ
cloigeann,Connacht,"ˈklˠaɟən̪ˠ, ˈkl̪ˠeɟən̪ˠ"
cloigeann,Galway; Mayo; Connacht,ˈklˠeɟən̪ˠ
cloigín,Connacht,ˈklˠoɡiːnʲ
cloinne,,ˈklˠɪn̠ʲə
clois,,klˠɔʃ
cloisint,,ˈkl̪ˠoʃənʲtʲ
cloisteála,,ˈklˠɔʃtʲɑːlˠə
clos,,kl̪ˠosˠ
cloth,,klˠɔ(h)
cluain,Connacht,klˠuənʲ
cluais,,"klˠuəʃ, kl̪ˠuəʃ"
cluich,,klˠɪç
cluiche,Connacht,"ˈklˠifʲə, ˈklˠufʲə, ˈklˠɨfʲə"
cluichí,Connacht,"ˈklˠifʲiː, ˈkl̪ˠifʲiː"
cluife,,"ˈklˠifʲə, ˈklˠufʲə, ˈklˠɨfʲə"
cluifí,,"ˈklˠifʲiː, ˈkl̪ˠifʲiː"
cluin,,kl̪ˠɪnʲ
clábar,,"ˈklˠabˠəɾˠ, ˈklˠaːbˠəɾˠ, ˈkl̪ˠaːbˠəɾˠ"
cláirseach,Munster; Connacht,ˈklˠɑːɾˠʃəx
cláirseacha,Munster; Connacht,ˈklˠɑːɾˠʃəxə
cláiríneach,,"ˈklˠɑːɾʲiːnʲəx, ˈklˠɑːɾˠinʲəx"
clár,Munster; Connacht,"klˠɑːɾˠ, kl̪ˠɑːɾˠ"
clástrafóibe,,ˈklˠɑːsˠt̪ˠɾˠəfˠoːbʲə
clé,,clʲeː
cléibh,,"clʲeːvʲ, clʲɛi̯vʲ"
cléireach,Munster; Connacht,ˈclʲeːɾʲəx
clí,,clʲiː
cló,,"klˠoː, kl̪ˠoː"
clóca,,"ˈklˠoːkə, ˈkl̪ˠoːkə"
clóis,,"klˠoːʃ, kl̪ˠoːʃ"
clóiséad,Connacht,ˈklˠoːʃeːd̪ˠ
clós,Munster; Connacht,kl̪ˠoːsˠ
clóscríobhaí,Connacht,ˈklˠoːʃcɾʲiːwiː
clú,,"klˠuː, kl̪ˠuː"
clúdach,Munster; Connacht,"ˈklˠuːd̪ˠəx, ˈkl̪ˠuːd̪ˠəx"
clúid,,"klˠuːdʲ, kl̪ˠuːdʲ"
clúiteach,Munster; Connacht,ˈkl̪ˠuːtʲəx
cneas,Ulster; Connacht,cɾʲasˠ
cneasta,Ulster; Connacht,ˈcɾʲasˠt̪ˠə
cnoc,Connacht,"knok, knuk, knɞk, kɾˠok, kɾˠuk, kɾˠɞk"
cnoga,,ˈknˠuɡə
cnogaí,,ˈknˠuɡiː
cnuimh,,knˠevʲ
cnuimhe,,ˈknˠevʲə
cnáib,Connacht,kɾˠɑːbʲ
cnáibe,Connacht,ˈkɾˠɑːbʲə
cnáimh,Connacht,"knˠaːvʲ, kɾˠɑːvʲ"
cnámha,Connacht,"knˠɑːvˠə, kɾˠɑːwə"
cnó,,
cnó Brasaíleach,,kno:
cobra,,ˈkɔbˠɾˠə
cochall,,ˈkɔxəl̪ˠ
cochán,Connacht,ˈkɔxɑːnˠ
coda,,ˈkɔd̪ˠə
codail,,"ˈkod̪ˠəl̪ˠ-, ˈkol̪ˠ-, ˈkɔl̪ˠ-, ˈkʌl̪ˠ-"
codail,Munster; Connacht,ˈkod̪ˠəlʲ
codanna,,ˈkɔd̪ˠən̪ˠə
codlata,Munster; Connacht,ˈkɔl̪ˠət̪ˠə
codlatach,Munster; Connacht,ˈkɔl̪ˠət̪ˠəx
codlaím,Connacht,ˈkol̪ˠiːmʲ
codlaíonn,Connacht,ˈkol̪ˠiːn̪ˠ
cogain,Munster; Connacht,ˈkɔɡənʲ
cogal,Connacht,ˈkɔɡəlˠ
cogar,Munster; Connacht,ˈkɔɡəɾˠ
coguas,,
coguas,Connacht,ˈkɔɡuəsˠ
cogús,,
coil,,kɛlʲ
coileach,Connacht,ˈkɛlʲəx
coileán,Connacht,ˈkilʲɑːnˠ
coill,Connacht,"kail̠ʲ, kɞl̠ʲ"
coill,Galway; Connacht,koil̠ʲ
coill,Mayo; Connacht,kel̠ʲ
coille,,ˈkɞl̠ʲə
coillte,Connacht,"ˈkoil̠ʲtʲə, ˈkɞl̠ʲtʲə"
coin,,kɪnʲ
coinne,,ˈkɪn̠ʲə
coinneal,Ulster; Connacht,"ˈkɪn̠ʲəlˠ, ˈkɪn̠ʲəl̪ˠ"
coinneáil,Connacht,ˈkɪn̠ʲɑːlʲ
coinníoll,Connacht,ˈkɪn̠ʲiːl̪ˠ
coinín,Connacht,ˈkɪnʲinʲ
coir,,kɛɾʲ
coirce,Connacht,ˈkɞɾʲcə
coire,,ˈkɛɾʲə
coireanna,,ˈkɛɾʲənˠə
coirp,,kɪɾʲpʲ
coisc,,kʌʃc
coise,,ˈkɔʃə
coisin,,ˈkɔʃɪnʲ
coisreac,,ˈkɛʃɾʲək
coisreacaim,,ˈkʌʃtʲɾʲakəmʲ
coisric,,ˈkɛʃɾʲɪc
coisrig,,ˈkɔʃɾʲɪc
coiste,,"ˈkɔʃtʲə, ˈkɨʃtʲə"
coisíocht,Connacht,ˈkɔʃiəxt
coite,,"ˈkɔtʲə, ˈkʌtʲə"
coiteann,Munster; Connacht,ˈkɔtʲən̪ˠ
coitianta,Connacht,ˈkɪtʲiən̪ˠt̪ˠə
col,,kɔl̪ˠ
colainn,Ulster; Connacht,ˈkɔlˠən̠ʲ
colanna,,ˈkɔlˠən̪ˠə
colbha,Connacht,ˈkɔlˠəvˠ
colg,Connacht,"ˈkolˠək, ˈkolˠəɡ"
colgach,Connacht,ˈkolˠəɡəx
collach,Connacht,ˈkol̪ˠəx
collaíocht,,"ˈkɔl̪ˠiəxt, ˈkɔl̪ˠiːxt"
colm,Connacht,ˈkolˠəmˠ
colm,Cois-Fharraige; Connacht,ˈkol̪ˠəmˠ
coláiste,Connacht,ˈk(ɔ)lˠɑːʃtʲə
coláistí,Connacht,"ˈklˠɑːʃtʲiː, ˈkɔlˠɑːʃtʲiː, ˈkʊlˠɑːʃtʲiː"
colún,Connacht,ˈkɔlˠuːnˠ
colúr,Connacht,ˈkɔl̪ˠuːɾˠ
comh,,kɔ
comhair,Connacht,kuːɾʲ
comhairle,Connacht,ˈkuːɾʲlʲə
comharsa,Connacht,ˈkuːɾˠsˠə
comhartha,Connacht,ˈkohəɾˠə
comhartha,Galway; Connacht,ˈkuːɾˠə
comhartha,Mayo; Connacht,ˈkõhəɾˠuː
comhionann,Connacht,ˈkuːˈan̪ˠən̪ˠ
comhionann,Cois-Fharraige; Connacht,ˈkuːˈaːn̪ˠən̪ˠ
comhlach,Connacht,ˈkuːlˠəx
comhlacht,Munster; Connacht,ˈkoːlˠəxt̪ˠ
comhluadar,Connacht,"ˈkoːlˠuəd̪ˠəɾˠ, ˈkoːl̪ˠuəd̪ˠəɾˠ"
comhrialtas,,ˈkoːɾˠiəl̪ˠt̪ˠəsˠ
comhrá,Connacht,ˈkoːɾˠɑː
comhréireach,Connacht,ˈkˠoːɾˠeːɾʲəxˠ
comrádaí,Connacht,"kumˠˈɾˠɑːd̪ˠiː, ˈkomˠɾˠɑːd̪ˠə"
comórtas,Connacht,ˈkɔmˠoːɾˠt̪ˠəsˠ
con,,kɔnˠ
conairt,Connacht,"ˈkʊnˠəɾˠtʲ, ˈkʊn̪ˠəɾˠtʲ"
conamar,Connacht,ˈkʊnˠəmˠəɾˠ
conas,,
confach,Connacht,"ˈkʊnˠəfˠəx, ˈkʊn̪ˠəfˠəx"
consan,,"ˈkɔn̪ˠsˠənˠ, ˈkɔn̪ˠsˠən̪ˠ"
copar,,ˈkopˠəɾˠ
copóg,Connacht,ˈkɔpˠoːɡ
cora,,ˈkɔɾˠə
coraíocht,,ˈkɑɾˠiəxt̪ˠ
corcán,,ˈkɔɾˠkɑːn̪ˠ
corn,,koːɾˠn̪ˠ
corpartha,,ˈkɔɾˠpˠəɾˠə
corrach,Munster; Connacht,ˈkɔɾˠəx
corrán,Connacht,"ˈkɔɾˠɑːnˠ, ˈkɔɾˠɑːn̪ˠ"
corrú,Connacht,ˈkɔɾˠuː
coróin,Connacht,"kɾˠuːnʲ, ˈkɔɾˠuːnʲ"
coróinvíreas,Connacht,"ˈkɔɾˠuːnʲ.vʲiːɾʲəsˠ, ˈkɾˠuːnʲ.vʲiːɾʲəsˠ"
cosa,Munster; Connacht,ˈkɔsˠə
cosaint,Connacht,ˈkɔsˠən̠ʲtʲ
cosc,,kɔsˠk
coscair,Munster; Connacht,ˈkɔsˠkəɾʲ
coscairt,Munster; Connacht,ˈkɔsˠkəɾˠtʲ
costas,Munster; Connacht,ˈkɔsˠt̪ˠəsˠ
cosán,Connacht,ˈkɔsˠɑːnˠ
cosán,Aran; Connacht,ˈkəsˠɑːnˠ
cosúil,Ulster; Connacht,ˈkɔsˠuːlʲ
cothú,Connacht,ˈkɔhuː
craein,,kɾˠeːnʲ
craic,,kɾˠac
craice,,ˈkɾˠacə
craiceann,Connacht,ˈkɾˠecən̪ˠ
craiceann,Ulster; Connacht,ˈkɾˠæcən̪ˠ
craiceanna,,ˈkɾˠacən̪ˠə
craicne,,ˈkɾˠæcnʲə
crannóg,Connacht,ˈkɾˠan̪ˠoːɡ
craobhach,Connacht,ˈkɾˠiːwəx
craoibhe,,ˈkɾˠiːvʲə
craos,Ulster; Connacht,kɾˠiːsˠ
crap,,kɾˠapˠ
creach,,cɾʲax
crean,,cɾʲanˠ
creid,Munster; Connacht,cɾʲɛdʲ
creidfead,,ˈcɾʲɛtʲəd̪ˠ
creidim,Munster; Connacht,ˈcɾʲɛdʲəmʲ
creidmheach,Connacht,ˈcɾʲedʲvʲəx
creidmheas,,ˈcɾʲɛdʲˌvʲasˠ
creig,,cɾʲɛɟ
criadh,,cɾʲiə
criostal,,ˈkɾˠɪsˠt̪ˠəlˠ
crith,,"cɾʲi(h), cɾʲiç"
critheann,,"ˈcrʲɪhən̪ˠ, ˈcrʲɪçən̪ˠ"
crithim,Munster; Connacht,ˈcɾʲɪhəmʲ
critic,,ˈcɾʲɪtʲɪc
critice,,ˈcɾʲɪtʲɪcɪ
croch,Munster; Connacht,kɾˠɔx
crochta,Munster; Connacht,ˈkɾˠɔxt̪ˠə
crogall,,ˈkɾˠɔɡəl̪ˠ
croisín,Connacht,ˈkɾˠɔʃiːnʲ
croith,,kɾˠɔh
crom,Connacht,kɾˠuːmˠ
crom,Mayo; Munster; Connacht,kɾˠʊmˠ
cromaim,,"ˈkɾˠɔmˠəmʲ, ˈkɾˠɞmˠəmʲ"
cros,,kɾˠɔsˠ
crosach,Connacht,ˈkɾˠɔsˠəx
crosaire,,ˈkɾˠɔsəɾʲə
crosfaidh,,ˈkɾˠɔsˠə
crosta,,ˈkrˠɔs̪ˠt̪ˠə
crosáil,Connacht,ˈkɾˠɔsˠɑːlʲ
crosán,Connacht,"ˈkɾˠɔsˠɑːnˠ, ˈkɾˠɔsˠɑːn̪ˠ"
crosóg,Connacht,ˈkɾˠɔsˠoːɡ
crotach,Connacht,ˈkɾˠɔt̪ˠəx
crotal,,ˈkɾˠɔt̪ˠəlˠ
croí,,kɾˠiː
croíthe,,ˈkɾˠiːhɪ
croítí,,ˈkɾˠiːtʲiː
croíúil,Connacht,ˈkɾˠiːuːlʲ
crua,Connacht,kɾˠuə
crua-ae,,"ˈkɾˠuajə, ˈkɾˠuəiju, ˈkɾˠuəɡi"
cruach,,kɾˠuəx
cruacha,,ˈkɾˠuəxə
cruachan,,ˈkɾˠuəxən̪ˠ
cruachan,Ulster; also; Connacht,ˈkɾˠuəxənˠ
cruaidh,Connacht,kɾˠuə
cruaim,Munster; Connacht,kɾˠuəmʲ
cruan,,ˈkɾˠuənˠ
cruimhe,,ˈkɾˠevʲə
cruinne,,ˈkɾˠɪn̠ʲə
cruinneál,,ˈkɾˠɪn̠ʲɑːl̪ˠ
cruinniú,Connacht,ˈkɾˠɪn̠ʲuː
cruit,,kɾˠɪtʲ
cruitchlár,,ˈkɾˠɪtʲˌxlˠɑːɾˠ
cruitchláraí,Connacht,ˈkɾˠɪtʲxlˠɑːɾˠiː
cruithneacht,,ˈkɾˠɪ(h)nʲəxt̪ˠ
cruithneachta,,ˈkɾˠɪ(h)nʲəxt̪ˠə
cruitireacht,Munster; Connacht,ˈkɾˠɪtʲəɾʲəxt̪ˠ
cruitíneach,Connacht,ˈkɾˠɪtʲiːnʲəx
cruth,Ulster; Connacht,kɾˠʊ(h)
crá,Munster; Connacht,kɾˠɑː
crágach,Munster; Connacht,ˈkɾˠɑːɡəx
cráifeach,Munster; Connacht,ˈkɾˠɑːfʲəx
cráin,Munster; Connacht,kɾˠɑːnʲ
cráite,Munster; Connacht,ˈkɾˠɑːtʲə
cré,,cɾʲeː
créacht,,cɾʲeːxt̪ˠ
créatúir,Connacht,"ˈcɾʲeːt̪ˠuɾʲ, ˈcɾʲeːt̪ˠuːɾʲ"
créatúr,Connacht,ˈcɾʲeːt̪ˠuːɾˠ
crích,,cɾʲiːç
crín,,cɾʲiːnʲ
críoch,,cɾʲiːx
críochnaigh,Connacht,"ˈcɾʲiəxn̪ˠiː, ˈcɾʲiəxn̪ˠə"
críochnaithe,,ˈcɾʲiːxn̪ˠɪhɪ
críochnaím,Connacht,ˈcɾʲiəxn̪ˠiːmʲ
críon,,cɾʲiːnˠ
críonna,Munster; Connacht,ˈcɾʲiːn̪ˠə
cró,Munster; Connacht,kɾˠoː
cróga,Munster; Connacht,ˈkɾˠoːɡə
crógach,Munster; Connacht,ˈkɾˠoːɡəx
crómasómach,Connacht,ˈkɾˠoːmˠəsˠoːmˠəx
crómatach,Munster; Connacht,ˈkɾˠoːmˠət̪ˠəx
crú,Munster; Connacht,kɾˠuː
crúb,,kɾˠuːbˠ
crúbchrois,,ˈkɾˠuːbˠˌxɾˠʌʃ
crúca,,ˈkɾˠuːkə
crúibín,Connacht,ˈkɾˠuːbʲiːnʲ
cuach,,kuəx
cuain,,"kuənʲ, kuːnʲ"
cuaird,,kuəɾˠdʲ
cuairt,Ulster; Connacht,kuːɾˠtʲ
cuairt,Munster; Connacht,kuəɾˠtʲ
cuan,Ulster; Connacht,"kuənˠ, kuːnˠ, kuːn̪ˠ"
cuan,Ulster; Munster; Connacht,kuən̪ˠ
cuarach,Munster; Connacht,ˈkuəɾˠəx
cuarc,,kuəɾˠk
cuarta,,kuəɾˠt̪ˠə
cuibhrinn,,ˈkɪvʲɾʲən̠ʲ
cuid,,"kidʲ, kɪdʲ"
cuideachta,Connacht,ˈkidʲəxt̪ˠə
cuideachtúil,Connacht,ˈkudʲəxt̪ˠuːlʲ
cuidhil,,"kiəlʲ, kiːlʲ"
cuil,,kɪlʲ
cuileog,Connacht,ˈkilʲoːɡ
cuimhneochaidh,,ˈkɨ̃vʲnʲaxə
cuimhnigh,Connacht,"ˈkiːnʲə, ˈkĩvʲnʲiː"
cuimhnigh,Galway; Connacht,ˈkivʲnʲə
cuimhnigh,Mayo; Connacht,ˈkivʲnʲiː
cuimil,,ˈkɪmʲəlʲ
cuingir,,"ˈkiɲəɾʲ, ˈkɪɲəɾʲ"
cuinneog,Connacht,ˈkɪn̠ʲoːɡ
cuir,,kɪɾʲ
cuir i dtaisce,,ˌkɪɾʲ əˈd̪ˠaʃcɪ
cuir i gcás,,ˌkɪɾʲ ə ˈɡɑːsˠ
cuire,,ˈkɪɾʲə
cuireann,,ˈkɪɾʲən̪ˠ
cuirfidh,,ˈkɪɾʲhə
cuirid,,ˈkɪɾʲədʲ
cuirim,Munster; Connacht,"ˈkiɾʲəmʲ, ˈkɪɾʲəmʲ"
cuirimid,,ˈkɪɾʲəmʲədʲ
cuirir,,ˈkɪɾʲəɾʲ
cuirtear,,ˈkɪɾˠtʲəɾˠ
cuiscreach,Connacht,ˈkɪʃcɾʲəx
cuiseog,Connacht,ˈkɪʃoːɡ
cuisle,Munster; Connacht,ˈkiʃlʲə
cuisleán,Connacht,ˈkɪʃl̠ʲɑːnˠ
cuisneach,Connacht,ˈkɪʃn̠ʲəx
cuisneoir,Connacht,ˈkɪʃnʲoːɾʲ
culaith,Connacht,ˈkulˠ(h)ə
culaith,Galway; Connacht,ˈkolˠə ~ ˈkɞlˠə
culaith,Mayo; Connacht,ˈkolˠiː
culaithe,,ˈkʊlˠɪhə
cultacha,Connacht,ˈkɔl̪ˠt̪ˠəxə
cultúr,Connacht,ˈkʊl̪ˠt̪ˠuːɾˠ
cuma,Munster; Connacht,ˈkʊmˠə
cumann,,ˈkʊmˠən̪ˠ
cumannachas,,ˈkʊmˠən̪ˠəxəs
cumas,,ˈkʊmˠəsˠ
cumha,,"kuə, kuː"
cumhachtaigh,,
cun,,"kʊnˠ, kʊn̪ˠ"
cunlach,,ˈkuːn̪ˠl̪ˠəx
cuntais,Connacht,ˈkʊn̪ˠt̪ˠəʃ
cuntar,Ulster; Connacht,ˈkʊn̪ˠt̪ˠəɾˠ
cuntas,Connacht,ˈkʊn̪ˠt̪ˠəsˠ
cupla,,ˈkʊpˠlˠə
cupáin,Connacht,ˈkʊpˠɑːnʲ
cupán,Connacht,"ˈkʊpˠɑːnˠ, ˈkʊpˠɑːn̪ˠ"
cur,Munster; Connacht,kʊɾˠ
curach,Connacht,"ˈkɔɾˠəx, ˈkʊɾˠəx"
curacha,Connacht,"ˈkɔɾˠəxə, ˈkʊɾˠəxə"
curaí,Connacht,ˈkʊɾˠiː
curaí,Munster; Connacht,ˈkɔɾˠiː
cuán,Connacht,ˈkuː.ɑːnˠ
cá,Munster; Connacht,kɑː
cá huair,,kɑːˈhuəɾʲ
cá háit,,kɑːˈhɑːtʲ
cá mhéad,,kɑːˈvʲeːd̪ˠ
cába,Munster; Connacht,ˈkɑːbˠə
cábla,Connacht,ˈkɑːbˠlˠə
cábán,Connacht,"ˈkɑːbˠɑːnˠ, ˈkɑːbˠɑːn̪ˠ"
cáca,,ˈkɑːkə
cáibín,Connacht,"ˈkaːbʲiːnʲ, ˈkɑːbʲiːnʲ"
cáide,,ˈkɑːdʲə
cáil,,"kaːlʲ, kɑːlʲ"
cáiliúil,Connacht,ˈkɑːlʲuːlʲ
cáilíocht,Connacht,ˈkˠɑːlʲiəxtˠ
cáin,,"kaːnʲ, kɑːnʲ, kɛːnʲ"
cáinim,,ˈkɑːnʲəmʲ
cáinte,Connacht,ˈkɑːn̠ʲtʲə
cáis,,"kaːʃ, kɑːʃ"
cál,Connacht,kɑːlˠ
cál,Munster; Connacht,kɑːl̪ˠ
cál ceannann,Munster; Connacht,ˌkɑːlˠ ˈcan̪ˠən̪ˠ
cána,Connacht,ˈkɑːnˠə
cánach,Connacht,ˈkɑːnˠəx
cánacha,Connacht,ˈkɑːnˠəxə
cár,,
cárb,,kaːɾˠbˠ
cárbh,,kaːɾˠvˠ
cárt,Munster; Connacht,kɑːɾˠt̪ˠ
cárta,,"ˈkaːɾˠd̪ˠə, ˈkɑːɾˠd̪ˠə, ˈkɑːɾˠt̪ˠə"
cás,,"kaːsˠ, kɑːsˠ"
cé,,ceː
cé go,,ˈceːɡə
cé gur,,ˈceːɡəɾˠ
cé mhéad,,ceːˈvʲeːd̪ˠ
cé na,,ˈceːnˠə
cé nach,,ˈceː n̪ˠax
céachta,,ˈceːx.t̪ˠə
céad,Ulster; Connacht,ceːd̪ˠ
céad mháta,Connacht,ceːd̪ˠ ˈwɑːt̪ˠə
céad míle fáilte,,ceːd̪ˠ ˈmʲiːlʲə ˈfˠaːlʲtʲə
céadfach,Connacht,ˈceːd̪ˠfˠəx
céadta,Ulster; Connacht,ˈceːt̪ˠə
céanna,Ulster; Connacht,ˈceːn̪ˠə
céard,,ceːɾˠd̪ˠ
céas,Ulster; Connacht,ceːsˠ
céasta,Ulster; Connacht,ˈceːsˠt̪ˠə
céibh,,ceːvʲ
céibhe,,ˈceːvʲə
céid,,ceːdʲ
céide,,ˈceːdʲə
céile,,ˈceːlʲə
céille,,ˈceːl̠ʲə
céilí,,ˈceːlʲiː
céilíoch,Connacht,ˈceːlʲiːəx
