,tags,ipa,word,region
1,Ulster,/mˠaiç/,maith,Ulster
0,Munster,/ˈɾˠʌd̪ˠ/,rud,Munster
1,Connacht,/ˈɾˠʊd̪ˠ/,rud,Connacht
2,Ulster,/ˈɾˠʌd̪ˠ/,rud,Ulster
3,Ulster,/ˈɾˠɨ̞d̪ˠ/,rud,Ulster
0,,/mˠuːɾˠ/,múr,
0,Connacht; Munster,/ˈɡʊn̪ˠə/,gunna,Connacht; Munster
1,Ulster,/ˈɡɤn̪ˠə/,gunna,Ulster
0,Cork,/ˈpʲəilʲəkɑːn̪ˠ/,féileacán,Munster
0,,/t̪ˠaɾʲ/,tair,
0,Munster,/t̪ˠɾˠɑːɟ/,trá,Munster
1,Cois-Fharraige,/t̪ˠɾˠɑː/,trá,Connacht
2,Cois-Fharraige; genitive,/tˠrˠɑːw/,trá,Connacht; genitive
3,Ulster,/t̪ˠɾˠaːj/,trá,Ulster
0,Cois-Fharraige,/t̪ˠɾˠɑːw/,trá,Connacht
1,Ulster,/t̪ˠɾˠaːw/,trá,Ulster
0,Connacht; Munster,/t̪ˠɾˠɑː/,trá,Connacht; Munster
1,Ulster,/t̪ˠɾˠaː/,trá,Ulster
0,,/d̪ˠuːɾˠ/,dúr,
0,Connacht; Munster,/d̪ˠoː/,dó,Connacht; Munster
1,Ulster,/d̪ˠɔː/,dó,Ulster
0,Connacht; Munster,/d̪ˠoː/,dó,Connacht; Munster
1,Ulster,/d̪ˠɔː.u/,dó,Ulster
0,Cois-Fharraige,/bˠɾˠa/,braith,Connacht
1,Ulster,/bˠɾˠaç/,braith,Ulster
2,Ulster,[bˠɾˠai̯ç],braith,Ulster
0,Connacht; Munster,/d̪ˠɔd̪ˠ/,dod,Connacht; Munster
1,Ulster,/d̪ˠʌd̪ˠ/,dod,Ulster
0,Cois-Fharraige,/fˠɾˠeː/,frae,Connacht
0,,/kɑɾˠtʲ/,cairt,
1,,/kaɾˠtʲ/,cairt,
2,,/kæɾˠtʲ/,cairt,
0,,/ˈdʲɛʃ/,deis,
0,,/n̪ˠeː/,nae,
0,,/ˈfˠoːɾˠsˠə ˈkɔsˠən̪ˠt̪ˠə ˈaːtʲuːlʲ/,Fórsa Cosanta Áitiúil,
0,Munster,/əˈnʲeː/,inné,Munster
1,Munster,[ɪˈnʲeː],inné,Munster
2,Connacht; Ulster,/əˈn̠ʲeː/,inné,Connacht; Ulster
3,Connacht; Ulster,[ɪˈn̠ʲeː],inné,Connacht; Ulster
0,,/ɛç/,eich,
1,,[ɛi̯ç],eich,
0,,/ˈpˠuːmˠə/,púma,
0,Munster,/ˈbʲɑul̪ˠt̪ˠənʲə/,Bealtaine,Munster
1,Aran; Mayo,/ˈbʲal̪ˠt̪ˠənʲə/,Bealtaine,Connacht; Connacht
2,Cois-Fharraige,/ˈbʲɑːl̪ˠt̪ˠənʲə/,Bealtaine,Connacht
3,Ulster,/ˈbʲaːl̪ˠt̪ˠənʲə/,Bealtaine,Ulster
0,Munster,/ˈcɯt̪ˠə/,ciota,Munster
0,Connacht; Munster,/bʲoːɾʲ/,beoir,Connacht; Munster
1,Ulster,/bʲɔːɾʲ/,beoir,Ulster
2,Ulster,[bʲjɔi̯ɾʲ],beoir,Ulster
0,Ulster,/ˈkaɾˠəɡəsˠ/,cargas,Ulster
0,,/ˈʃeːmˠəsˠ/,Séamas,
0,Munster,/ˈfˠɑːn̪ˠə/,fána,Munster
1,Connacht,/ˈfˠɑːnˠə/,fána,Connacht
2,Connacht,/ˈfˠɑːn̪ˠə/,fána,Connacht
3,Ulster,/ˈfˠaːnˠə/,fána,Ulster
4,Ulster,/ˈfˠaːn̪ˠə/,fána,Ulster
0,Connacht,/ˈɟɾʲiənˠəx/,grianach,Connacht
1,Connacht,/ˈɟɾʲiən̪ˠəx/,grianach,Connacht
0,,[ˈʃlʲɪt̪ˠəɾˠ],sliotar,
0,Kerry,/ciːlʲ/,cill,Munster
1,Galway,/ciːl̠ʲ/,cill,Connacht
2,Mayo; Ulster,/cɪl̠ʲ/,cill,Connacht; Ulster
0,Munster,/ˈɑstə/,astu,Munster
1,Aran,/ˈɑsˠt̪ˠəbˠ/,astu,Connacht
2,Cois-Fharraige,/ˈasˠt̪ˠəbˠ/,astu,Connacht
0,,/ˌfʲɪnʲə ˈɡeːlˠ/,Fine Gael,
0,Munster,/ˈl̠ʲabˠɪɟ/,leabaidh,Munster
1,Ulster,/ˈl̠ʲabˠi/,leabaidh,Ulster
0,,/mʲiːɾʲ/,mír,
0,Munster,/ˈɔɾˠl̪ˠə/,urla,Munster
1,Connacht,/ˈuːɾˠl̪ˠə/,urla,Connacht
2,Ulster,/ˈʌɾˠl̪ˠə/,urla,Ulster
0,,/ʃiːnʲ/,sín,
0,,/fʲɛh/,feith,
0,,[ˈd̪ˠɾˠɪdʲə],druide,
0,Munster,/ˈbˠl̪ˠɑːhəx/,bláthach,Munster
1,Connacht,/ˈbˠlˠɑːx/,bláthach,Connacht
2,Connacht,/ˈbˠl̪ˠɑːx/,bláthach,Connacht
3,Ulster,/ˈbˠlˠaːx/,bláthach,Ulster
4,Ulster,/ˈbˠl̪ˠaːx/,bláthach,Ulster
0,,/nʲə/,-ne,
0,,/ˈmˠɪnʲə/,muine,
0,,/bˠuə/,bua,
1,Aran,/bˠuː/,bua,Connacht
0,,/haɾˠ/,thar,
1,Ulster,/hæɾʲ/,thar,Ulster
0,,/ˈmˠɑːl̪ˠt̪ˠə/,Málta,
0,,/ən̠ʲ/,-inn,
0,Munster,/keːɾˠ/,caor,Munster
1,Connacht,/kiːɾˠ/,caor,Connacht
2,,/kiːɾˠ/,caor,
3,,/kɯːɾˠ/,caor,
4,,/kiːɾʲ/,caor,
0,Aran,/ˈɡasˠiː/,gasa,Connacht
0,,/ˈsˠn̪ˠaɡə/,snaga,
0,Munster,/ˈɪdʲəɾʲ/,idir,Munster
1,Galway,/ˈɛdʲəɾʲ/,idir,Connacht
2,Ulster,/ˈɛd̪ˠəɾʲ/,idir,Ulster
0,,/ˈkamˠpˠə/,campa,
0,Munster,/ˈpˠɑːd̪ˠəɾˠɪɟ/,Pádraig,Munster
1,Aran,/ˈpˠɑːɾˠɪɟ/,Pádraig,Connacht
2,Connemara; Mayo,/ˈpˠɑːɾˠɪc/,Pádraig,Connacht; Connacht
3,Ulster,/ˈpˠaːd̪ˠɾˠɪc/,Pádraig,Ulster
0,,/ˈpˠɾˠakəɾˠ/,pracar,
0,,/ˈmˠʊɾˠəɾˠ/,murar,
0,,/ˈt̪ˠaɾˠt̪ˠə/,tarta,
0,Cois-Fharraige,/ˌmˠɑːʃ eː də ˈhɪlʲ eː/,más é do thoil é,Connacht
0,Connacht; Munster,/ˈsˠɔn̪ˠɾˠə/,sonra,Connacht; Munster
1,Ulster,/ˈsoːnˠɾˠuː/,sonra,Ulster
0,,/l̠ʲiːmʲ/,lím,
0,,/ˈsalʲə/,saile,
0,,/ˈɟɪsˠt̪ˠə/,giosta,
0,Munster,/t̪ˠeːsˠ/,taos,Munster
1,Munster,[t̪ˠëəsˠ],taos,Munster
2,Connacht,/t̪ˠiːsˠ/,taos,Connacht
3,Ulster,/t̪ˠiːsˠ/,taos,Ulster
4,Ulster,/t̪ˠɯːsˠ/,taos,Ulster
0,,/ˈsˠuːsˠə/,súsa,
0,,/ˈsˠɛcənʲdʲ/,soicind,
0,Aran; Munster,/əˈvˠʊsˠ/,abhus,Connacht; Munster
1,Cois-Fharraige,/əˈwʊsˠ/,abhus,Connacht
2,Ulster,/əˈwɞsˠ/,abhus,Ulster
0,Mayo; Munster,/ˈmˠadʲə/,maide,Connacht; Munster
1,Cois-Fharraige,/ˈmˠadʲə/,maide,Connacht
2,Cois-Fharraige,[ˈmˠaːdʲə],maide,Connacht
3,Ulster,/ˈmˠædʲə/,maide,Ulster
0,,/ceːɾˠ/,cér,
0,Connacht; Munster,/sˠɑːx/,sách,Connacht; Munster
1,Ulster,/sˠaːx/,sách,Ulster
0,,[ˈan̪ˠɑːɾʲ],Eanáir,
0,,/fʲauɾˠə/,Feabhra,
0,Munster,/ɑbˠ(ə)ˈɾˠɑːn̪ˠ/,Aibreán,Munster
1,Munster,/əˈbˠɾˠɑːn̪ˠ/,Aibreán,Munster
2,Galway,/ˈaibʲɾʲɑːn/,Aibreán,Connacht
3,Mayo,/ˈɛbʲɾʲaːnˠ/,Aibreán,Connacht
4,Ulster,/ˈɛbʲɾʲanˠ/,Aibreán,Ulster
0,Galway; Munster,/ˈmʲɛhəvˠ/,Meitheamh,Connacht; Munster
1,Mayo,/ˈmʲɛhuː/,Meitheamh,Connacht
2,Ulster,/ˈmʲɛhu/,Meitheamh,Ulster
0,,[uːlʲ],Iúil,
0,,[ˌmʲɑːn̪ˠ ˈfoːwəɾʲ],Meán Fómhair,
0,,/dʲeɾʲə fuːwəɾʲ/,Deireadh Fómhair,
0,,/ˈd̪ˠəun̪ˠəx/,Domhnach,
1,,/ˈd̪ˠoːn̪ˠəx/,Domhnach,
2,Waterford,/ˈd̪ˠə̃ũn̪ˠəx/,Domhnach,Munster
3,Ulster,/ˈd̪ˠõːna(x)/,Domhnach,Ulster
0,,[ˈanʲəmʲˌɔkəl̪ˠ],ainmfhocal,
0,Munster,/ˈbʲɾʲiəhəɾˠ/,briathar,Munster
1,Munster,/ˈbʲɾʲiːhəɾˠ/,briathar,Munster
2,Aran; Connemara,/ˈbʲɾʲiəɾˠ/,briathar,Connacht; Connacht
3,Ulster,/ˈbʲɾʲiːhəɾˠ/,briathar,Ulster
0,,/ˈmˠaɾˠəɡ/,marg,
0,,/pʲɛlʲ/,peil,
0,,/ˈmʲiːlʲə/,míle,
0,Connacht,/ˈbˠun̪ˠɑːnˠ/,bonnán,Connacht
0,,/ˈklˠɑːsˠt̪ˠɾˠəfˠoːbʲə/,clástrafóibe,
0,,/ˈl̪ˠuːn̪ˠəsˠə/,Lúnasa,
1,Ulster,/ˈl̪ˠuːn̪ˠəsˠn̪ˠə/,Lúnasa,Ulster
0,,[ˈmˠɑːɾˠt̪ˠə],Márta,
0,Munster,/fˠuəh/,fuath,Munster
1,Connacht; Ulster,/fˠuə/,fuath,Connacht; Ulster
2,Connacht; Ulster,[fˠɪə],fuath,Connacht; Ulster
0,,/ɡʊɾˠ/,gur,
1,,/ɡəɾˠ/,gur,
0,Munster,/kl̪ˠɞx/,cloch,Munster
1,Munster,/kl̪ˠɔx/,cloch,Munster
2,Connacht; Ulster,/klˠox/,cloch,Connacht; Ulster
3,Connacht; Ulster,/klˠɔx/,cloch,Connacht; Ulster
0,,/jɛ/,dhe,
0,,/sˠkɔlʲ/,scoil,
1,Munster,/sˠkɞlʲ/,scoil,Munster
0,,/dʲɛç/,deich,
1,Aran,/dʲɛ/,deich,Connacht
2,Aran,/dʲeː/,deich,Connacht
3,Cois-Fharraige,/dʲɛ/,deich,Connacht
4,Ulster,/dʲɛç/,deich,Ulster
5,Ulster,/dʲɛ/,deich,Ulster
0,Aran; Munster; Ulster,/ˈfʲɪhəd̪ˠ/,fichead,Connacht; Munster; Ulster
1,Cois-Fharraige,/fʲiːd̪ˠ/,fichead,Connacht
2,Mayo,/ˈfʲɪçəd̪ˠ/,fichead,Connacht
0,,/tʲɾʲiː/,trí,
0,,/ˈcahəɾʲ/,ceathair,
1,Cois-Fharraige,/ˈcæɾʲ/,ceathair,Connacht
0,,/ˈciːmʲ/,cím,
0,,[ˈd̪ˠanwəɾʲəɟə],Danmhairge,
0,,/ˈn̪ˠoːt̪ˠə/,nóta,
0,Munster,/ɡɾˠɑːn̪ˠ/,grán,Munster
1,Connacht,/ɡɾˠɑːnˠ/,grán,Connacht
2,Ulster,/ɡɾˠaːnˠ/,grán,Ulster
0,Connacht; Munster,/kɑːɾˠn̪ˠ/,carn,Connacht; Munster
1,Ulster,/kaːɾˠn̪ˠ/,carn,Ulster
0,Galway; Munster,/ˈbʲɾʲɪʃə/,briseadh,Connacht; Munster
1,Mayo; Ulster,/ˈbʲɾʲɪʃuː/,briseadh,Connacht; Ulster
0,Munster,/ˈbʲɾʲɪʃəɡ/,briseadh,Munster
1,Galway,/ˈbʲɾʲɪʃəvˠ/,briseadh,Connacht
2,Mayo; Ulster,/ˈbʲɾʲɪʃuː/,briseadh,Connacht; Ulster
3,Munster,/ˈbʲɾʲɪʃəx/,briseadh,Munster
4,Galway,/ˈbʲɾʲɪʃətʲ/,briseadh,Connacht
5,Galway,/ˈbʲɾʲɪʃəx/,briseadh,Connacht
6,Mayo; Ulster,/ˈbʲɾʲɪʃətʲ/,briseadh,Connacht; Ulster
7,Mayo; Ulster,/ˈbʲɾʲɪʃuː/,briseadh,Connacht; Ulster
0,Munster,/kiːɲɟ/,cuing,Munster
1,Ulster,/kɪɲ/,cuing,Ulster
0,Connacht; Munster,/ɡʊsˠ/,gus,Connacht; Munster
1,Ulster,/ɡʌsˠ/,gus,Ulster
0,,[ˈbˠaʃə],baise,
0,,/ˈbʲɪn̠ʲdʲə/,binde,
0,,/ˈcɪl̠ʲə/,cille,
0,Connacht; Munster,/mˠoːd̪ˠ/,mód,Connacht; Munster
1,Ulster,/mˠɔːd̪ˠ/,mód,Ulster
0,,/d̪ˠ/,dT,
1,,/dʲ/,dT,
0,Connacht; Munster,/ˈt̪ˠɾˠɑːt̪ˠə/,tráta,Connacht; Munster
1,Ulster,/ˈt̪ˠɾˠæːt̪ˠə/,tráta,Ulster
0,,/ˈtʲiːɡəɾˠ/,tíogar,
0,,/pʲɾʲasˠ/,preas,
0,Galway; Munster,/ˈavˠ/,amh,Connacht; Munster
1,Ulster,/ˈauh/,amh,Ulster
2,Ulster,/ˈãuh/,amh,Ulster
0,Connacht; Munster,/ˈkoːɾˠəsˠ/,córas,Connacht; Munster
1,Ulster,/ˈkɔːɾˠəsˠ/,córas,Ulster
0,,/oːmˠ/,óm,
0,Munster,/ˈkɪnʲəl̪ˠ/,coinneal,Munster
1,Connacht; Ulster,/ˈkɪn̠ʲəlˠ/,coinneal,Connacht; Ulster
2,Connacht; Ulster,/ˈkɪn̠ʲəl̪ˠ/,coinneal,Connacht; Ulster
0,Munster,/əˈɾˠɑːn̪ˠ/,arán,Munster
1,Munster,[əˈɾˠɑ̃ːn̪ˠ],arán,Munster
2,Connacht,/(ə)ˈɾˠɑːnˠ/,arán,Connacht
3,Connacht,/(ə)ˈɾˠɑːn̪ˠ/,arán,Connacht
4,Ulster,/ˈaɾˠanˠ/,arán,Ulster
0,Ulster,/ɾˠɔʃ/,rois,Ulster
0,,/ɪʃ/,ois,
0,,/kɪdʲ/,cuid,
1,,/kidʲ/,cuid,
0,,/ɡaʃ/,gais,
0,,/fˠ/,ph,
1,,,ph,
0,,/əmʲ/,-im,
1,Ulster,/əmˠ/,-im,Ulster
0,Waterford,/ˈlʲan̪ˠə/,leanbh,Munster
1,Kerry,/ˈlʲan̪ˠəvˠ/,leanbh,Munster
2,Galway,/ˈl̠ʲanˠəvˠ/,leanbh,Connacht
3,Galway,/ˈl̠ʲan̪ˠəvˠ/,leanbh,Connacht
4,Mayo; Ulster,/ˈl̠ʲanˠu/,leanbh,Connacht; Ulster
5,Mayo; Ulster,/ˈl̠ʲan̪ˠu/,leanbh,Connacht; Ulster
0,Munster,/fʲlʲaː/,fleá,Munster
1,Connacht,/fʲlʲɑː/,fleá,Connacht
2,Ulster,/fʲlʲæː/,fleá,Ulster
0,,[ˈbˠaɾʲəlʲə],bairille,
0,,/t̪ˠoːɡ/,tóg,
0,,/ˈɔsˠkəlʲ/,oscail,
0,,/fʲeːx/,féach,
1,Kerry,/fʲiax/,féach,Munster
2,Aran,/fʲiəx/,féach,Connacht
3,Ulster,/fʲiax/,féach,Ulster
4,Ulster,/fʲiəx/,féach,Ulster
0,,/eːʃtʲ/,éist,
0,,/sˠt̪ˠɾˠoːc/,stróic,
0,Munster,[ˈdʲɛʃəɟ],deisigh,Munster
1,Connacht,[ˈdʲɛʃiː],deisigh,Connacht
2,Connacht,[ˈdʲɛʃə],deisigh,Connacht
3,Ulster,[ˈdʲɛʃi],deisigh,Ulster
0,Munster,/lʲeːɟ/,léigh,Munster
1,Cois-Fharraige; imperative,/l̠ʲeː/,léigh,Connacht; imperative
2,Cois-Fharraige; analytic; indicative; past,/lʲeː/,léigh,Connacht; analytic; indicative; past
3,Mayo; Ulster; imperative,/l̠ʲeːj/,léigh,Connacht; Ulster; imperative
4,Mayo; Ulster; analytic; indicative; past,/lʲeːj/,léigh,Connacht; Ulster; analytic; indicative; past
5,,,léigh,
0,Munster,/ˈcɾʲiːxn̪ˠɪɟ/,críochnaigh,Munster
1,Connacht,/ˈcɾʲiəxn̪ˠiː/,críochnaigh,Connacht
2,Connacht,/ˈcɾʲiəxn̪ˠə/,críochnaigh,Connacht
3,Ulster,/ˈcɾʲiːxn̪ˠi/,críochnaigh,Ulster
0,,/sˠkuəbˠ/,scuab,
0,Munster,/ˈcan̪ˠəɟ/,ceannaigh,Munster
1,Galway,/ˈcan̪ˠə/,ceannaigh,Connacht
2,Mayo; Ulster,/ˈcan̪ˠiː/,ceannaigh,Connacht; Ulster
0,Munster,/ˈt̪ˠuːɾʲ/,tabhair,Munster
1,Connacht; Ulster,/ˈt̪ˠoːɾʲ/,tabhair,Connacht; Ulster
0,Munster,/əˈnʲuvˠ/,inniu,Munster
1,Munster,[ɪˈnʲɯvˠ],inniu,Munster
2,Connacht,/əˈn̠ʲu/,inniu,Connacht
3,Ulster,/əˈn̠ʲʊh/,inniu,Ulster
0,Connacht; Munster,/əˈɾˠeːɾʲ/,aréir,Connacht; Munster
1,Ulster,/əˈɾˠəi̯ɾʲ/,aréir,Ulster
0,Munster,/ɾˠoːˈtʲoːɡ/,reoiteog,Munster
1,Connacht,/ˈɾˠoːtʲoːɡ/,reoiteog,Connacht
2,Ulster,/ˈɾˠɔːtʲaɡ/,reoiteog,Ulster
0,Munster,/mʲɪlʲˈʃaːn̪ˠ/,milseán,Munster
1,Cork,/mʲiːʃˈlʲɑːn̪ˠ/,milseán,Munster
2,Connacht,/ˈmʲɪlʲʃɑːn̪ˠ/,milseán,Connacht
3,Ulster,/ˈmʲɪlʲʃæn̪ˠ/,milseán,Ulster
0,,/ˈtʲɛlʲɪfʲiːʃ/,teilifís,
0,Munster,/pʲɪcˈtʲuːɾʲ/,pictiúr,Munster
1,Connacht,/ˈpʲɪctʲuːɾˠ/,pictiúr,Connacht
2,Ulster,/ˈpʲɪctʲuɾˠ/,pictiúr,Ulster
0,Munster,/kɞʃ/,cois,Munster
0,,/ˈfˠɑɾˠəɟə/,farraige,
1,,/ˈfˠæɾˠəɟə/,farraige,
2,,/ˈfˠaɾˠəɟə/,farraige,
3,Cois-Fharraige,[ˈfˠaːɾˠɪɟə],farraige,Connacht
0,Munster,/sˠə ˈvˠalʲə/,sa bhaile,Munster
1,Connacht,/sˠə ˈwalʲə/,sa bhaile,Connacht
2,Ulster,/sˠə ˈwɛlʲə/,sa bhaile,Ulster
0,Munster,/ˈʃõːmˠəɾˠə/,seomra,Munster
1,Munster,/ˈʃɑ̃ũːmˠəɾˠə/,seomra,Munster
2,Galway,/ˈʃuːmˠɾˠə/,seomra,Connacht
3,Ulster,/ˈʃamˠɾˠə/,seomra,Ulster
0,,/ˈcɪʃtʲənʲ/,cistin,
0,Munster,/ˈlʲabˠɪɟ/,leaba,Munster
1,Cois-Fharraige,/ˈl̠ʲæːbˠə/,leaba,Connacht
2,Ulster,/ˈl̠ʲabˠiː/,leaba,Ulster
0,,/pˠaːɾʲc/,páirc,
0,Connacht; Munster,[kl̪ˠoːsˠ],clós,Connacht; Munster
1,Ulster,[kl̪ˠɔːsˠ],clós,Ulster
0,Munster,/ɡɑːɾˠˈdʲiːnʲ/,gairdín,Munster
1,Connacht,/ˈɡɑːɾˠdʲiːnʲ/,gairdín,Connacht
2,Ulster,/ˈɡæːɾˠdʲinʲ/,gairdín,Ulster
0,Munster,/ˈʃɯpˠə/,siopa,Munster
1,Cois-Fharraige,/ˈʃʊpˠə/,siopa,Connacht
2,Ulster,/ˈʃɨ̞pˠə/,siopa,Ulster
0,Aran; Munster,/ɾˠɛvʲ/,raibh,Connacht; Munster
1,Cois-Fharraige; Mayo,/ɾˠo/,raibh,Connacht; Connacht
2,Ulster,/ɾˠo(h)/,raibh,Ulster
0,Cork; Kerry,/ˈdʲia̯n̪ˠəvˠ/,déanamh,Munster; Munster
1,,/ˈdʲia̯n̪ˠə/,déanamh,
2,Galway,/ˈdʲiːn̪ˠə/,déanamh,Connacht
3,Galway,,déanamh,Connacht
4,Aran,/ˈdʲiːnə/,déanamh,Connacht
5,Aran,/ˈdʲeːnə/,déanamh,Connacht
6,,/ˈdʲiːnˠuː/,déanamh,
7,,/ˈdʲa(ː)nˠuː/,déanamh,
8,Ulster,/ˈdʲaːnˠu/,déanamh,Ulster
0,Connacht,/ˌdʲeːɾˠˈd̪ˠiːnʲ/,Déardaoin,Connacht
1,Ulster,/dʲaɾˠˈd̪ˠiːnʲ/,Déardaoin,Ulster
0,,[ɾˠɔpˠ],rop,
0,Aran,/(ə)ˈmˠɑːɾˠəx/,amárach,Connacht
1,Ulster,/əˈmˠaːɾˠa(x)/,amárach,Ulster
0,Munster,/l̪ˠuəh/,luath,Munster
1,Connacht; Ulster,/l̪ˠuə/,luath,Connacht; Ulster
0,,/bʲlʲiənʲ/,bliain,
0,Munster,/bʲɛɟ/,beidh,Munster
1,Connacht,/bʲai/,beidh,Connacht
2,Connacht,/bʲe/,beidh,Connacht
3,Ulster,/bʲe(ː)j/,beidh,Ulster
4,Ulster,/bʲəi/,beidh,Ulster
5,Ulster,/bʲɛ/,beidh,Ulster
0,,/ˈbʲɛmʲədʲ/,beimid,
0,,/kuːɟ/,cúig,
0,,/ʃaxt̪ˠ/,seacht,
1,Cois-Fharraige,/ʃæxt̪ˠ/,seacht,Connacht
2,Cois-Fharraige,[ʃæːxt̪ˠ],seacht,Connacht
0,Munster,/ɞxt̪ˠ/,ocht,Munster
1,Connacht,/ɔxt̪ˠ/,ocht,Connacht
2,Ulster,/ʌxt̪ˠ/,ocht,Ulster
0,,/eːn̠ʲ dʲeːɡ/,aon déag,
1,Cois-Fharraige,/ˈiːn̠ʲeːɡ/,aon déag,Connacht
0,,/d̪ˠoː jeːɡ/,dó dhéag,
0,Munster,/əˈxl̪ˠoɡ/,a chlog,Munster
1,Connacht,/əˈxlˠoɡ/,a chlog,Connacht
2,Connacht,/oːˈxlˠoɡ/,a chlog,Connacht
3,Ulster,/əˈxlˠɞɡ/,a chlog,Ulster
4,Ulster,/əˈxl̪ˠɞɡ/,a chlog,Ulster
0,Aran,/ˈl̠ʲaˌuəɾʲ/,leathuair,Connacht
1,Cois-Fharraige,/ˈl̠ʲæfˠoːɾʲ/,leathuair,Connacht
0,Munster,/t̪ˠɾˠeːʃ/,tar éis,Munster
0,Munster,/caɾˠˈhuː/,ceathrú,Munster
1,Munster,/cahəˈɾˠuː/,ceathrú,Munster
2,Cois-Fharraige,/ˈcæɾˠuː/,ceathrú,Connacht
3,Ulster,/ˈcahɾˠuː/,ceathrú,Ulster
0,,/ˈkɪɾʲən̪ˠ/,cuireann,
0,Connacht; Munster,/ˈkɪɾʲəmʲ/,cuirim,Connacht; Munster
1,Connacht; Munster,/ˈkiɾʲəmʲ/,cuirim,Connacht; Munster
2,Ulster,/ˈkɪɾʲəmˠ/,cuirim,Ulster
0,,/ˈkɪɾʲəmʲədʲ/,cuirimid,
0,,[ˈpˠɛpʲiːnʲ],poipín,
1,,[pˠɛˈpʲiːnʲ],poipín,
0,Connacht; Munster,/ˈt̪ˠoːɡən̪ˠ/,tógann,Connacht; Munster
1,Ulster,/ˈt̪ˠɔːɡən̪ˠ/,tógann,Ulster
0,Connacht; Munster,/ˈt̪ˠoːɡəmʲ/,tógaim,Connacht; Munster
1,Ulster,/ˈt̪ˠɔːɡəmˠ/,tógaim,Ulster
0,Connacht; Munster,/ˈt̪ˠoːɡəmʲədʲ/,tógaimid,Connacht; Munster
0,,/ˈihən̪ˠ/,itheann,
1,,/ˈiːn̪ˠ/,itheann,
2,Cois-Fharraige,/ˈiːsˠən̪ˠ/,itheann,Connacht
0,Munster,/ˈihəmʲ/,ithim,Munster
1,Galway,/ˈiːmʲ/,ithim,Connacht
2,Mayo; Ulster,/ˈiçəmˠ/,ithim,Connacht; Ulster
0,,[ˈɪhəmʲədʲ],ithimid,
0,,[ˈt̪ˠaɡəmʲ],tagaim,
0,,[ˈt̪ˠaɡəmʲədʲ],tagaimid,
0,,/ɡax/,gach,
1,,/ɡɑx/,gach,
0,Munster,/ˈmˠɑdʲənʲ/,maidin,Munster
1,Connacht,/ˈmˠadʲənʲ/,maidin,Connacht
2,Ulster,/ˈmˠædʲənʲ/,maidin,Ulster
0,,/ˈbʲɾʲɪcˌfʲasˠt̪ˠə/,bricfeasta,
1,Kerry,/ˈbʲɾʲɛcˈfˠɑːsˠt̪ˠə/,bricfeasta,Munster
2,Cork,/bʲɾʲɪcˈfʲasˠt̪ˠ/,bricfeasta,Munster
0,Munster,/dʲɪˈnʲeːɾˠ/,dinnéar,Munster
1,Connacht,/ˈdʲɪn̠ʲeːɾˠ/,dinnéar,Connacht
0,Munster,/sˠɪˈpʲeːɾˠ/,suipéar,Munster
1,Connacht,/ˈsˠɪpʲeːɾˠ/,suipéar,Connacht
2,Ulster,/ˈsˠɪpʲeɾˠ/,suipéar,Ulster
0,,/l̪ˠoːn̪ˠ/,lón,
1,,/l̪ˠoːnˠ/,lón,
0,Munster,/əiˈɾʲiːn̪ˠ/,éiríonn,Munster
1,Connacht,/ˈəiɾʲiːn̪ˠ/,éiríonn,Connacht
2,Ulster,/ˈiːɾʲin̪ˠ/,éiríonn,Ulster
0,Munster,/əiˈɾʲiːmʲ/,éirím,Munster
1,Connacht,/ˈəiɾʲiːmʲ/,éirím,Connacht
2,Ulster,/ˈiːɾʲimˠ/,éirím,Ulster
0,,[ˈeːɾʲiːmʲədʲ],éirímid,
1,,[eːˈɾʲiːmʲədʲ],éirímid,
0,,/n̠ʲiːn̪ˠ/,níonn,
1,,/n̠ʲiən̪ˠ/,níonn,
2,,,níonn,
0,Munster,/nʲiːmʲ/,ním,Munster
1,Connacht,/n̠ʲiːmʲ/,ním,Connacht
2,Ulster,/n̠ʲiːmˠ/,ním,Ulster
0,,/ˈn̠ʲiːmʲədʲ/,nímid,
0,Munster,/ɟlʲiːa̯sˠ/,gléas,Munster
1,Connacht; Ulster,/ɟlʲeːsˠ/,gléas,Connacht; Ulster
2,Connacht; Ulster,[ɟlʲɛːə̯sˠ],gléas,Connacht; Ulster
0,,/ˈɟlʲeːsən̪ˠ/,gléasann,
0,,/ˈɟlʲeːsˠəmʲ/,gléasaim,
0,,/ˈɟlʲeːsˠəmʲədʲ/,gléasaimid,
0,,/heːnʲ/,féin,
1,,/fʲeːnʲ/,féin,
2,Aran; also,/pʲeːnʲ/,féin,Connacht; also
3,Ulster; rare,/hiːnʲ/,féin,Ulster; rare
0,,/fʲeːnʲ/,féin,
0,Munster,/ˈpˠɑdʲəɾʲ/,paidir,Munster
1,Connacht,/ˈpˠadʲəɾʲ/,paidir,Connacht
2,Ulster,/ˈpˠædʲəɾʲ/,paidir,Ulster
0,,/əˈɾʲiːʃ/,arís,
0,Munster,/dʲia̯n̪ˠ/,déan,Munster
1,Aran,/dʲiːn/,déan,Connacht
2,Aran,/dʲeːn/,déan,Connacht
3,Cois-Fharraige,/dʲiːnˠ/,déan,Connacht
4,Cois-Fharraige,/dʲɪnˠ/,déan,Connacht
5,Cois-Fharraige,,déan,Connacht
6,Cois-Fharraige,,déan,Connacht
7,,/dʲiːnˠ/,déan,
8,,/dʲa(ː)nˠ/,déan,
9,Ulster,/dʲaːnˠ/,déan,Ulster
