word,tags,ipa
coille,,ˈkɞl̠ʲə
gearach,Ulster,ˈɟaɾa(x)
pobail,Munster; Connacht,ˈpˠɔbˠəlʲ
chíonn,,çiːn̪ˠ
sáim,Ulster,sˠaːmˠ
rón,Ulster,"ˈɾˠõːnˠ, ˈɾˠõːn̪ˠ"
naoscach,Ulster,ˈn̪ˠiːsˠka(h)
glún,Ulster; Munster; Connacht,ɡl̪ˠuːn̪ˠ
pápa,Munster; Connacht,ˈpˠɑːpˠə
léim,Ulster,"ˈl̠ʲeːjəmˠ, ˈl̠ʲɛi̯jəmˠ"
bacach,Cois-Fharraige; Connacht,ˈbˠaːkəx
aonarach,Munster,ˈeː(ə̯)n̪ˠ(ə)ɾˠəx
cába,Ulster,ˈkaːbˠə
maoth,Ulster,mˠɯ̃ː
cairéad,Munster,kaˈɾʲiad̪ˠ
slua,Ulster,sˠl̪ˠɔː
dóiche,,ˈd̪ˠɔ(ː)içɪ
spréim,Ulster,"ˈsˠpʲɾʲeːjəmˠ, ˈsˠpʲɾʲei̯jəmˠ"
grua,Ulster,"ˈɡɾˠuəj, ˈɡɾˠui̯"
matánach,Connacht,ˈmˠat̪ˠɑːnˠəx
leanacht,,ˈl̠ʲanˠəxt̪ˠ
uathlathaí,Ulster,ˈuəlˠəhi
scarúint,Munster,sˠkɑˈɾˠuːnʲtʲ
aosta,Ulster,ˈɯːsˠt̪ˠə
candála,Cois-Fharraige,ˈkan̪ˠd̪ˠɑːl̪ˠə
Polainn,Kerry; Connacht,ˈpˠɔlˠən̠ʲ
turscar,Ulster,ˈt̪ˠʌɾˠsˠkəɾˠ
pearsanta,,ˈpʲaɾˠsˠən̪ˠt̪ˠə
cána,Connacht,ˈkɑːnˠə
macánta,Ulster,ˈmakan̪ˠt̪ˠə
tabhartha,Munster,"ˈt̪ˠuːɾˠhə, ˈt̪ˠauɾˠhə"
séideadh,Munster,ˈʃeːdʲəɡ
neamhbhuíoch,Munster,nʲaˈmˠeːx
athraigh,Aran,"ˈaɾˠə, ˈæɾˠə, ˈɑɾˠə"
toil,Munster,t̪ˠɞlʲ
frása,Munster; Connacht,ˈfˠɾˠɑːsˠə
carn aoiligh,Galway,"-ˈɯːlʲə, kɑːɾˠn̪ˠ ˈiːlʲə"
giuirléid,Munster,ɟuːɾˠˈlʲeːdʲ
amharc,Aran,ˈafˠəɾˠk
olldord,,ˈɔl̪ˠˌd̪ˠoːɾˠd̪ˠ
bord,Aran,bˠɑuɾˠd̪ˠ
matán,Ulster,ˈmˠat̪ˠanˠ
mar gheall ar,Galway; Cois-Fharraige,mˠaːɾˠ jɑːl̪ˠ(t̪ˠ)eɾʲ
codail,Munster; Connacht,ˈkod̪ˠəlʲ
raidió,Connacht,ˈɾˠadʲiːoː
-ann,,ən̪ˠ
féar,Munster,fʲiːa̯ɾˠ
tabharfaidh,Ulster,"ˈt̪ˠoːɾʲhə, ˈt̪ˠuːɾʲhə"
ceansú,Munster,cɑun̪ˠˈsˠuː
againn,Galway; Aran,aːn̠ʲ
tíoróideach,Connacht,ˈtʲiːɾˠoːdʲəx
Pratastúnach,Cois-Fharraige,ˈpˠɾˠaːt̪ˠəsˠt̪ˠuːn̪ˠəx
cuideachta,Kerry; Munster,kɪˈdʲaxt̪ˠə
sreangán,Munster,"ʃɾʲɑuŋˈɡɑːn̪ˠ, ʃɾʲɑuˈŋɑːn̪ˠ, ʃɾʲɑũŋˈɡɑ̃ːn̪ˠ, ʃɾʲɑũˈŋɑ̃ːn̪ˠ"
athleagadh,Ulster,ˈælʲɨ̞ɡu
iarann,,ˈiəɾˠən̪ˠ
fúithi,Ulster,ˈfˠuːçə
díreacha,Munster; Connacht,ˈdʲiːɾʲəxə
mol,,
innsim,Munster,ˈiːnʲʃəmʲ
catán,Ulster,ˈkat̪ˠænˠ
ospidéal,Ulster,ˈʌsˠpʲədʲælˠ
leapacha,Cois-Fharraige,ˈl̠ʲæpˠəxiː
ardghlórach,Connacht,ˈɑːɾˠd̪ˠˌɣlˠoːɾˠəx
áit,Munster; Connacht,ɑːtʲ
luaigh,Munster,l̪ˠuəɟ
daoine,,ˈd̪ˠiːnʲə
salann,Connacht,"ˈsˠalˠən̪ˠ, ˈsˠal̪ˠən̪ˠ"
stoc,Munster,ˈsˠt̪ˠɞk
cluin,Aran,klɨn
smior,Ulster,ˈsˠmʲɛɾʲ
rinneabhair,,ˈɾˠɪnʲəwəɾʲ
prátaí,Connacht,ˈpˠɾˠɑːt̪ˠiː
buaigh,Mayo; Ulster,bˠuəj
Blarna,Ulster,ˈbˠlˠæːɾˠn̪ˠə
file,Ulster; also,ˈfʲɨ̞lʲə
mairim,Munster; Connacht,ˈmˠaɾʲəmʲ
cruach,,kɾˠuəx
bandach,Connacht,ˈbˠan̪ˠd̪ˠəx
slogadh,Ulster,ˈsˠl̪ˠʌɡu
veigeatóir,Connacht,ˈvʲɛɟɪt̪ˠoːɾʲ
máithreacha,Ulster,ˈmˠaihɾˠaxə
cál ceannann,Munster; Connacht,ˌkɑːlˠ ˈcan̪ˠən̪ˠ
rothar,,ˈɾˠɔhəɾˠ
aos,Munster,eːsˠ
oraibh,Galway; stressed,ˈɔɾˠiː
rith,Cois-Fharraige,ɾˠʊ
craobhach,Munster,ˈkɾˠeːvˠəx
farraigí,Connacht,ˈfˠaɾˠəɟiː
crín,,cɾʲiːnʲ
ceithearnach,Ulster,ˈcahəɾˠn̪ˠa(x)
fara,,ˈfˠaɾˠə
uille,Mayo; Ulster,ˈɪl̠ʲə
leictreachas,Ulster,ˈl̠ʲɛctʲɾʲahəsˠ
bua,Aran,bˠuː
iomlán,Connacht,"ˈʊmˠlˠɑːnˠ, ˈʊmˠl̪ˠɑːn̪ˠ"
fuinneog,Ulster,"ˈfˠɪn̠ʲaɡ, ˈfˠɪn̠ʲɔɡ"
brad,,bˠɾˠad̪ˠ
cuibhrigh,Ulster,ˈkɪvʲɾʲi
linn,Mayo; Ulster,l̠ʲɪn̠ʲ
minicí,,ˈmʲɪnɪciː
aingeal,Munster,"ˈaɲəl̪ˠ, ˈaɲɟəl̪ˠ"
ungadh,Ulster,ˈʌŋɡətʲ
fliuchaim,Ulster,"ˈfʲlʲɔxəmˠ, ˈfʲlʲɨ̞xəmˠ, ˈfʲlʲʊxəmˠ, ˈfʲlʲʌxəmˠ"
faoina,,ˈfˠiːnˠə
uait,Aran,wætʲ
snátha,Munster,ˈsˠn̪ˠɑːhə
tiocfaidh,Galway; Mayo,ˈtʲukə
leadránach,Munster,lʲɑˈd̪ˠɾˠɑ̃ːn̪ˠəx
iníon,Waterford; Munster,nʲiən̪ˠ
gair,,ɡaɾʲ
buíocha,,ˈbˠiːxə
neamh,Munster,nʲavˠ
láma,Ulster,ˈl̪ˠæːmˠə
bun,Munster; Connacht,bˠun̪ˠ
ní,,n̠ʲiː
foirgneamh,Mayo,ˈfˠɔɾʲɪɟnʲuː
idirghuí,Ulster,ˈad̪ˠəɾˠˌɣiə
ról,,ɾˠoːlˠ
suíochán,Connacht,ˈsˠiːxɑːnˠ
garraí,Ulster,ˈɡaːɾˠi
ghaiscíoch,Connacht,ˈɣaʃciːx
bréidín,Munster,bʲɾʲeːˈdʲiːnʲ
tionlacadh,Munster,ˈt̪ˠuːl̪ˠəkə
géagleabhair,,ˈɟeːɡl̠ʲəuɾʲ
trí déag,,tʲɾʲiː dʲeːɡ
gréasáin,Connacht,ˈɟɾeːsˠɑːnʲ
caladh,Ulster,ˈkalˠu
barrchith,Ulster,"ˈbˠaɾˠçɪç, ˈbˠaːɾˠçɪç"
codlaím,Munster,"kod̪ˠəˈl̪ˠiːmʲ, ˈkol̪ˠəmʲ"
bígí,,ˈbʲi(ː)ɟiː
áinsíoch,Munster,aːnʲˈʃiəx
fís,,fʲiːʃ
gaoithe,Munster,ˈɡiːhə
céide,,ˈceːdʲə
scaith,Ulster,sˠkaiç
leatsa,,ˈlʲat̪ˠsˠə
traidisiún,Connacht,t̪ˠɾˠəˈdʲɪʃuːnˠ
tuí,,t̪ˠiː
chuig,Cois-Fharraige,ɛɟ
bearnas,Munster,ˈbʲɑːɾˠn̪ˠəsˠ
inghlactha,,ɪnʲˈɣlˠakə
álainn,Mayo; Connemara,"ˈɑːlˠən̠ʲ, ˈɑːl̪ˠən̠ʲ"
Baile Átha Luain,Ulster,ˌbʲlʲaː ˈl̪ˠuənʲ
eaglaiseach,Ulster,ˈɨ̞ɡlˠəsˠa(x)
cleamhnas,Munster,ˈclʲɑun̪ˠəsˠ
mearcair,,ˈmʲaɾˠkəɾʲ
coimeád,Munster; uncommon,kəˈmʲɑːd̪ˠ
déanaim,Ulster,"ˈdʲaːnˠəmˠ, ˈdʲaːn̪ˠəmˠ"
ópalach,Munster,ˈoːpˠəl̪ˠəx
Dónall,Munster,ˈd̪ˠoːn̪ˠəl̪ˠ
Raeta-Rómáinsis,,"ˈɾˠeːtˠəroːˌmˠaːnʲʃɪʃ, ˌɾˠeːtˠəroːˈmˠaːnʲʃɪʃ"
deirteá,Ulster,ˈdʲɛɾʲtʲæ
Brasaíl,,bˠɾˠaˈsˠiːlʲ
súsán,Connacht,ˈsˠuːsˠɑːn̪ˠ
Conchúr,Ulster,"ˈkɾˠohəɾˠ ~ ˈkɾˠuhəɾˠ, ˈkɾˠʌhuɾˠ, ˈkɾˠʌ̃xəɾˠ"
leo,Munster,lʲoː
'ur,Connacht,ə
cúramach,Ulster,ˈkuːɾˠəmˠa(h)
éistim,Munster; Connacht,ˈeːʃtʲəmʲ
beithir,,ˈbʲɛhəɾʲ
ph,,"fʲ, fˠ"
fána,Munster; Connacht,ˈfˠɑːn̪ˠə
beiread,,ˈbʲɛɾʲəd̪ˠ
síobadh,Galway; Munster,ˈʃiːbˠə
molfar,,ˈmˠɔlˠfˠəɾˠ
biseach,Connacht,ˈbʲɪʃəx
céad,Ulster; Connacht,ceːd̪ˠ
faoi bhun,Connacht,fˠiːˈwʊnˠ
cóta fearthainne,,ˈkoːt̪ˠə ˈfʲaɾˠhənʲə
bothóg,Munster,bˠəˈhoːɡ
gearradh,Galway; Munster,"ˈɟaɾˠə, ˈɟaɾˠəx"
gránaigh,Munster,ˈɡɾˠɑːn̪ˠɪɟ
díonmhar,Ulster,ˈdʲiənˠuɾˠ
sloinneadh,Ulster,ˈsˠl̪ˠɨ̞n̠ʲu
láithreach,Ulster,ˈl̪ˠæːɾʲa(h)
bunaigh,Munster,bˠʊn̪ˠɪɟ
uacht,Munster; Connacht,uəxt̪ˠ
folamh,Ulster,"ˈfˠɔlˠu, ˈfˠɔl̪ˠu"
reáchtáil,Ulster,ˈɾˠaxt̪ˠælʲ
grianach,Connacht,"ˈɟɾʲiənˠəx, ˈɟɾʲiən̪ˠəx"
buille,Ulster; Connacht,ˈbˠɪl̠ʲə
féasta,Ulster; Connacht,ˈfʲeːsˠt̪ˠə
cunlach,,ˈkuːn̪ˠl̪ˠəx
mífhonnmhar,Munster,"ˈmʲiːˌɔn̪ˠəvˠəɾˠ, ˈmʲiːˌɞn̪ˠəvˠəɾˠ"
síoda,,ˈʃiːd̪ˠə
drúis,Ulster; also,d̪ˠɾˠũːʃ
scoláireacht,Munster,sˠkəˈlˠɑːɾʲəxt̪ˠ
pósaid,,pˠoːsˠədʲ
Tomáisín,Ulster,ˈt̪ˠʊmˠæʃinʲ
scanrú,Munster,"sˠkaun̪ˠˈɾˠuː, sˠkaun̠ˠˈd̠͡ɹ̝ˠuː"
réiltín,Munster,ɾˠeːlʲˈhiːnʲ
clairnéid,Ulster,ˈklˠæːɾˠnʲedʲ
gearraim,Munster,ˈɟaɾˠəmʲ
bior,Aran,ˈbʲɪɾˠ
maidhm,,mˠəimʲ
léaró,Munster,l̠ʲia̯ˈɾˠoː
uirthise,Aran,"ˈɔɾˠəʃə, ˈɞɾˠəʃə"
greadadh,Ulster,ˈɟɾʲad̪ˠu
oigheann,Aran,ˈəiən
cangail,,ˈkaŋɡəlʲ
dinnéar,Connacht,ˈdʲɪn̠ʲeːɾˠ
chomh,Munster,xɔ
sliseog,Munster,ʃl̠ʲɪˈʃoːɡ
méar,Ulster; Connacht,mʲeːɾˠ
astu,Aran,ˈɑsˠt̪ˠəbˠ
fána,Connacht,ˈfˠɑːnˠə
sreang,Ulster,sˠɾˠaŋ
earra,,"ˈaɾˠə, ˈfˠʌɾˠuː"
aon duine,,"eːn̪ˠˈd̪ˠɪnʲə, eːˈn̪ˠɪnʲə, ˈeːn̠ʲə"
tuairisceoir,,t̪ˠuˑəɾʲɪʃcoːɾʲ
síobadh,Munster,ˈʃiːbˠəɡ
airí,Ulster,ˈæɾʲiː
urchuil,Ulster,ˈʌɾˠxəl̪ˠ
caorán,Munster,keːˈɾˠan̪ˠ
claigeann,,"ˈklˠaɟən̪ˠ, ˈklˠæɟən̪ˠ"
cnáib,Connacht,kɾˠɑːbʲ
éillín,Ulster; Connacht,ˈeːl̠ʲiːnʲ
gíotáil,Connacht,ˈɟiːt̪ˠɑːlʲ
Fraincis,,ˈfˠɾˠaɲcɪʃ
muise,,ˈmˠɪʃə
maireann,Ulster,ˈmˠɛɾʲən̪ˠ
mór,Munster,mˠuəɾˠ
dearg,,ˈdʲaɾˠəɡ
nuaí,,ˈn̪ˠuːiː
ucht,,
banrach,Connemara,ˈbɑːn̪ˠt̪ˠɾəx
dúidín,Ulster,ˈdˠuːdʲinʲ
gile,,ˈɟɪlʲə
acmhainneach,Connacht,ˈakuːn̠ʲəx
dusta,,"ˈd̪ˠɪsˠt̪ˠə, ˈd̪ˠʊsˠt̪ˠə"
vása,Munster,ˈvˠɑːsˠə
iontrálacha,Ulster,ˈɪn̪ˠt̪ˠɾˠælˠaxə
lasrach,Connacht,ˈl̪ˠɑsˠɾˠəx
alltracha,Aran,ˈɑl̪ˠt̪ˠɾˠəxə
droim,Mayo; Ulster,d̪ˠɾˠɪmʲ
gealán,Ulster,"ˈɟalˠanˠ, ˈɟal̪ˠan̪ˠ"
dín,,dʲiːnʲ
páipéar,Connacht,ˈpˠɑːpʲeːɾˠ
easpaig,,ˈasˠpˠɪɟ
léigh,Munster,lʲeːɟ
faoi deara,Aran,fˠiːˈdʲaɾʲə
áiteamh,Galway; Munster,ˈɑːtʲəvˠ
ceachta,,ˈcaxt̪ˠə
aosta,Munster,ˈeːsˠt̪ˠə
veigeatóir,Munster,vʲɛɟɪˈt̪ˠoːɾʲ
duilliúr,Munster,dʲəˈlʲuːɾˠ
misnigh,Munster,ˈmʲɪʃnʲɪɟ
boird,Aran,bˠɑuɾˠdʲ
inseacht,Mayo,ˈanʲʃəxt̪ˠ
freagair,,ˈfʲɾʲaɡəɾʲ
díbeartach,Aran,ˈdʲiːbˠəɾəx
fiabhras,Munster,ˈfʲiəvˠəɾˠəsˠ
taobh,Ulster; Connacht,t̪ˠiːw
Catalóin,Ulster; Connacht,ˈkatˠəl̪ˠoːnʲ
muiníneach,Munster,mˠɪˈnʲiːnʲəx
ceallach,Connacht,ˈcal̪ˠəx
léinte,,ˈl̠ʲeːn̠ʲtʲə
seisiún,Munster,ʃɛˈʃuːn̪ˠ
tibhe,,ˈtʲɪvʲə
moladh,Galway; Ulster; Mayo,"ˈmˠɔlˠətʲ, ˈmˠɔl̪ˠətʲ"
Oíche Fhéile Eoin,Ulster,ĩːˈlʲoːnʲ
cad,,"kad̪ˠ, kəd̪ˠ"
coimhthiolán,Ulster,"ˈkɨfʲəlˠanˠ, ˈkʌfʲalˠanˠ"
moladh,Mayo,"ˈmˠɔlˠuː, ˈmˠɔl̪ˠuː"
unsa,Ulster,ˈʌn̪ˠsˠə
gráinne,Ulster; Connacht,ˈɡɾˠɑːn̠ʲə
ruifíneach,Ulster,ˈɾˠɪfʲinʲa(h)
ciontaí,Ulster,ˈcɨ̞n̪ˠt̪ˠi
bonn,Mayo,bˠʊn̪ˠ
fáidh,Munster,fˠɑːɟ
oighear,,əiɾˠ
cloig,,klˠɪɟ
geataí,,ˈɟat̪ˠiː
cogaíocha,Cois-Fharraige,"ˈkɔɡeːxiː, ˈkɔɡiəxiː"
domlas,Ulster,ˈd̪ˠʌmˠlˠəsˠ
fliuch,Aran,fʲlʲɞx
margadh,Galway; Munster,"ˈmˠaɾˠəɡə, ˈmˠɑɾˠəɡə"
tíortha,Munster,ˈtʲiːɾˠhə
bhur,Connacht,ə
oibre,Munster,ˈɛbʲəɾʲə
reabab,,ˈɾˠabˠəbˠ
Garda,Ulster,ˈɡaːɾˠd̪ˠə
slí,Munster,ˈʃlʲiː
scrios,Munster,sˠcɾʲɨ̞sˠ
abhras,,ˈəuɾˠəsˠ
beann,Mayo; Ulster,bʲan̪ˠ
fód,Ulster,fˠɔːd̪ˠ
gearradh,Galway; Ulster; Mayo,ˈɟaɾˠətʲ
scanraigh,Ulster,"ˈsˠkaːnˠɾˠi, ˈsˠkaːnˠrˠi"
ruacan,,ˈɾˠuəkənˠ
tóin in airde,Connacht,"ˌt̪ˠuːnʲ əˈn̪ˠaiɾʲdʲə, ˌt̪ˠuːnʲ əˈn̪ˠɑːɾˠdʲə"
comhlach,Connacht,ˈkuːlˠəx
fóirstean,Ulster,"ˈfˠɔːɾˠsˠtʲənˠ, ˈfˠɔːɾˠsˠtʲən̪ˠ"
ballán,Aran,ˈbˠʊl̪ˠɑːn
áinsíoch,Connacht,ˈaːn̠ʲʃiəx
ciliméadar,Connacht,"ˈcɪlʲəmʲed̪ˠəɾˠ, ˈcɪlʲəmʲeːd̪ˠəɾˠ"
póirse,Munster; Connacht,ˈpˠoːɾˠʃə
fréimh,Ulster,"fʲrʲeːvʲ, fʲrʲeivʲ"
dainséar,Munster,d̪ˠainʲˈʃeːɾˠ
sligeán,Connacht,ˈʃl̠ʲiɟaːnˠ
beach chapaill,,bʲax ˈxapˠəl̠ʲ
trua,,t̪ˠɾˠuə
feadha,Ulster,fʲaː
cith,Galway,ci
cuirim,Ulster,ˈkɪɾʲəmˠ
goirid,,"ˈɡɛɾʲədʲ, ˈɡɨ̞ɾʲədʲ"
argóint,Ulster; Connacht,ˈaɾˠəɡoːnʲtʲ
geanc,Munster,ɟɑuŋk
Caitliceach,Munster; Connacht,ˈkatʲlʲɪcəx
d'fhulaing,,"ˈd̪ˠʊlˠən̠ʲ, ˈd̪ˠʊl̪ˠən̠ʲ"
creig,,cɾʲɛɟ
deireadh,Galway; Ulster; Mayo,ˈdʲɛɾʲətʲ
béasach,Ulster,ˈbʲeːsˠa(x)
ailt,Ulster,ɪl̠ʲtʲ
gara,Mayo; Ulster; Connemara,ˈɡaɾˠə
Críostaí,Connacht,ˈcɾʲiːsˠt̪ˠiː
smíste,,ˈsˠmʲiːʃtʲə
imím,Munster,(ɪ)ˈmʲiːmʲ
aoibh,,ˈiːvʲ
aigéad,Ulster,ˈaɟæd̪ˠ
foradh,Ulster,ˈfˠaɾˠuː
táille,Connacht,ˈt̪ˠɑːl̠ʲə
óga,Munster; Connacht,ˈoːɡə
cneas,Munster,cnʲasˠ
fuin,,fˠɪnʲ
freagra,Munster,ˈfʲɾʲaɡəɾˠə
Gráinne,Waterford; Cork,ˈɡɾˠɑːɲɪ
leamhnacht,Ulster,"ˈl̠ʲaunˠa(x)t̪ˠ, ˈl̠ʲaun̪ˠa(x)t̪ˠ"
sceach,,ʃcax
fraoigh,Ulster; Connacht,fˠɾˠiː
iomall,Munster,"ˈɨ̞mˠəl̪ˠ, ˈɯmˠəl̪ˠ, ˈʊmˠəl̪ˠ"
ceirbreach,Munster; Connacht,ˈcɛɾʲəbʲɾʲəx
biseach,Ulster,ˈbʲɪʃa(h)
aeir,,eːɾʲ
fliuchaim,Aran,ˈfʲlʲɞxəmʲ
nócha,,ˈn̪ˠoːxə
gearr-,Ulster,ɟaɾˠ
gais,,ɡaʃ
rós,Ulster,ɾˠɔːsˠ
glaine,,"ˈɡlˠanʲə, ˈɡl̪ˠanʲə"
caisleán,Ulster,ˈkaʃl̠ʲanˠ
pointe,Mayo; Ulster,ˈpˠɪn̠ʲtʲə
teib,,tʲɛbʲ
cléireach,Ulster,ˈclʲeːɾʲa(x)
Ulaidh,Munster,ˈʊl̪ˠɪɟ
málaí,Ulster,ˈmˠæːlˠi
geimhrigh,Ulster,ˈɟɛvʲɾʲiː
gol,Ulster,"ɡʌlˠ, ɡʌl̪ˠ"
brocach,Connacht,ˈbˠɾˠokəx
treabh,Ulster,tʲɾʲoː
fiacha,,ˈfʲiəxə
cinneadhtheoiric,Ulster,ˈcɪn̠ʲuːˌhɔɾʲəc
intleacht,Ulster,ˈɨn̠ʲtʲlaxt̪ˠ
priaclach,Munster,ˈpʲiəkəl̪ˠəx
uaighe,Cois-Fharraige,uəj
agam,Cois-Fharraige; Connacht,ˈaː(ɡə)mˠ
iníon,Ulster,"n̠ʲiənˠ, n̠ʲiən̪ˠ, n̠ʲiːn̪ˠ"
buachaill,Ulster,"ˈbˠiːxəl̠ʲ, ˈbˠɔxəl̠ʲ, ˈbˠɯːxəl̠ʲ"
iarraidh,Galway,ˈiəɾˠə
oinniún,Connacht,ˈin̠ʲuːnˠ
cíor thuathail,,cɪəɾˠ hʊəhɪlʲ
brobh,Galway; Munster,bˠɾˠɔvˠ
annamh,Mayo,ˈan̪ˠuː
scioból,Connacht,ˈʃcɪbˠoːl̪ˠ
caipín,Ulster,ˈkapʲinʲ
-ígí,,iːɟiː
dona,Ulster,"ˈd̪ˠʌnˠə, ˈd̪ˠʌn̪ˠə"
craice,,ˈkɾˠacə
arcán,Ulster,ˈaɾˠkanˠ
orthusan,Aran,"ˈɔɾˠəpˠsˠən, ˈɞɾˠəpˠsˠən"
baisc,,bˠaʃc
géibheann,Cork,ˈɟeːvʲɪɲ
casann,Aran; Munster,ˈkɑsən̪ˠ
caimseog,,ˈkamʲʃoːɡ
coguas,Ulster,ˈkʌɡusˠ
nímid,,ˈn̠ʲiːmʲədʲ
airím,Mayo; Aran; Connacht,ˈaɾʲiːmʲ
rud,Ulster; Munster,ˈɾˠʌd̪ˠ
caonach,Ulster,"ˈkiːnˠa(x), ˈkɯːnˠa(x)"
ceárta,Connacht,ˈcɑːɾˠt̪ˠə
éilím,Connacht,ˈeːlʲiːmʲ
goradh,Connacht,ˈɡɔɾˠə
poitín,Munster,pˠəˈtʲiːnʲ
Luan Cásca,Ulster,"ˌl̪ˠuənˠ ˈkaːsˠkə, ˌl̪ˠuən̪ˠ ˈkaːsˠkə"
dealán,Ulster,"ˈdʲalˠanˠ, ˈdʲal̪ˠan̪ˠ"
dráma,Ulster,ˈd̪ˠɾˠæːmˠə
déas,,dʲeːsˠ
ciseán,Ulster; Connacht,"ˈcɪʃɑːnˠ, ˈcɪʃɑːn̪ˠ"
gorún,Ulster,ˈɡʌɾˠunˠ
fliuchaim,Cois-Fharraige; Aran,ˈfʲlʲɔxəmʲ
déanfar,Aran,ˈdʲiːnfˠəɾˠ
eol,Ulster,ɔːlˠ
deireanach,Munster; Connacht,ˈdʲɛɾʲən̪ˠəx
ach,Aran; Munster,ɑx
seanmóir,Mayo; Connacht,ˈʃanˠəmˠəɾʲ
tua cheatha,Ulster,t̪ˠui̯ ˈçahə
cathú,Connacht,ˈkɑhu(ː)
gnách,Ulster,ɡɾˠãːx
anamacha,,ˈanˠəmˠəxə
bunús,Connacht,ˈbʊnˠuːsˠ
caib,Mayo; Ulster; Connemara,kabʲ
fuaiscneamh,Ulster,"ˈfˠuəʃcnʲu, ˈfˠui̯ʃcnʲu"
stopallán,Ulster,ˈsˠt̪ˠɑpəlˠænˠ
ceintiméadar,Ulster,ˈcɛn̠ʲtʲəmʲed̪ˠəɾˠ
Samhna,,ˈsˠəʊnˠə
-áil,Ulster,"ælʲ, æl̠ʲtʲ"
gadaí,Aran,ˈɡɑd̪ˠiː
déin,,dʲeːnʲ
lámhacán,Ulster,"ˈl̪ˠãːwəkanˠ, ˈl̪ˠãːwəkan̪ˠ"
fairsing,Ulster,ˈfˠaɾˠsˠən̠ʲ
lastuaidh,Ulster; Connacht,l̪ˠasˠˈt̪ˠuə(j)
carr,Munster; Connacht,kɑːɾˠ
aireach,Aran,ˈæɾʲəx
foirgneamh,Ulster,ˈfˠʌɾʲɪɟnʲu
ceathrar,Munster,ˈcahəɾˠəɾˠ
eiseamláir,Ulster,ˈeʃəmˠl̪ˠɔɾʲ
sciúlán,Connacht,"ˈʃcuːlˠɑːnˠ, ˈʃcuːl̪ˠɑːn̪ˠ"
ríocht,Ulster,ˈɾˠiha(x)t̪ˠ
baladh,,ˈbˠalˠ(h)uː
bréidín,Ulster; Connacht,ˈbʲɾʲeːdʲiːnʲ
múineadh,Ulster,ˈmˠuːnʲu
bonnán buí,Ulster,"ˈbˠɪn̠ʲanˠ ˈbˠiː, ˈbˠɪn̠ʲan̪ˠ ˈbˠiː"
dáimh,Munster; Connacht,d̪ˠɑːvʲ
burdún,Munster,bˠuːɾˠˈd̪ˠuːn̪ˠ
ciumhaiseanna,,ˈcuːʃən̪ˠə
claíomhchruthach,Mayo; Ulster,klˠiːwxɾˠʊha
Sord,Connacht,sˠauɾˠd̪ˠ
bolcáin,Ulster,ˈbɔlˠkænʲ
punannacha,Ulster,ˈpˠʌn̪ˠən̪ˠaxə
sámhasach,Ulster,ˈsˠoːmˠəsˠax
breathnaigh,Ulster,ˈbʲɾʲahnˠi
cáipéis,Munster,kɑːˈpʲeːʃ
feistigh,Munster,ˈfʲɛʃtʲɪɟ
fliuchfar,Aran,ˈfʲlʲɞxfˠəɾˠ
manach,Munster,mˠəˈn̪ˠɑx
teith,,tʲɛ(h)
fómhair,Aran,ˈfˠuːvˠəɾʲ
grianmhar,Connacht,"ˈɟɾʲiənˠvˠəɾˠ, ˈɟɾʲiən̪ˠvˠəɾˠ"
aontaím,Munster,eːn̪ˠˈt̪ˠiːmʲ
aimsir,Aran,ˈæmʲʃəɾʲ
Gardaí,Munster,ɡɑːɾˠˈd̪ˠiː
deartháireacha,Ulster,"ˈdʲæːɾˠhaɾʲaxə, ˈdʲæːɾˠhəɾʲaxə"
aithrí,Aran,ˈæɾʲiː
comhréireach,Munster,kˠoːˈɾˠeːɾʲəxˠ
eo,Munster; Connacht,oː
dearcadh,Mayo; Ulster,ˈdʲaɾˠkuː
íocaíocht,,ˈiːkiəxt̪ˠ
riachtanas,Munster,ˈɾˠiəxt̪ˠənˠəsˠ
did,,ˈdʲɪdʲ
bige,,ˈbʲɪɟɪ
Dónall,Connacht,"ˈd̪ˠuːnˠəl̪ˠ, ˈd̪ˠuːn̪ˠəl̪ˠ"
bagáiste,Connacht,ˈbˠaɡɑːʃtʲə
dáiríre,Munster; Connacht,d̪ˠɑːˈɾʲiːɾʲə
spáin,,spˠɑːnʲ
leathré,,ˈlʲahˌɾʲeː
nead,Ulster; Connacht,n̠ʲad̪ˠ
laige,,ˈl̪ˠaɟɪ
Daingean,Ulster,"ˈd̪ˠãiənˠ, ˈd̪ˠãiən̪ˠ"
cailíní,Ulster,ˈkælʲiːnʲi
deich,Cois-Fharraige; Ulster; Aran,dʲɛ
bogha báistí,Ulster,ˈbˠoː ˈbˠaːʃtʲi
sna,,sˠnˠə
eatarthu,Aran,"ˈɑt̪ˠɾˠəbˠ, ˈɑt̪ˠɾˠəpˠ"
gabha,Galway; Connacht,ɡau
ts,,"tʲ, t̪ˠ"
tréigim,Ulster,"ˈtʲɾʲeːɟəmˠ, ˈtʲɾʲeiɟəmˠ"
álainn,Ulster,"ˈaːlˠən̠ʲ, ˈaːl̪ˠən̠ʲ"
geimhriúchán,Ulster,ˈɟɛvɾʲuˌhan̪ˠ
dúinn,Cois-Fharraige,"d̪ˠuːn̠ʲ, d̪ˠɪn̠ʲ"
tréan,Munster,tʲɾʲiːa̯n̪ˠ
eaglaise,Munster,ˈaɡəl̪ˠəʃə
