word,tags,ipa
bean luí,Ulster,bʲan̪ˠ ˈl̪ˠiə
aithreacha,Connemara,ˈæːɾʲəxiː
beithígh,Munster,bʲɛˈhiːɟ
giob,Munster; Connacht,ɟɪbˠ
téamh,Mayo,tʲeːw
Iúr,Munster,ənʲˈtʲuːɾˠ
piteog,Munster,pʲɪˈtʲoːɡ
leisce,Ulster; Connacht,ˈl̠ʲɛʃcɪ
Cill Mhantáin,Ulster,ˌcɪl̠ʲ ˈwan̪ˠt̪ˠænʲ
ólfaidh,Munster,"ˈoːl̪ˠhə, ˈoːl̪ˠhɪɟ"
amh,Galway; Munster,ˈavˠ
Aifreann,,
inscne,,ˈɪn̠ʲʃ(c)nʲə
flaitheas,,"ˈfˠlˠahəsˠ, ˈfˠl̪ˠahəsˠ"
Seoirse,,ˈʃoːɾˠʃə
galúin,Ulster,ˈɡalˠunʲ
oblátach,Ulster,ˈɔbˠlˠat̪ˠa(x)
blas,Mayo; Ulster; Connemara,"bˠlˠasˠ, bˠl̪ˠasˠ"
drochmhúineadh,Aran,d̪ˠɾˠɔxˈuːnə
beaichte,Ulster,ˈbʲaxtʲiː
taca,,"ˈt̪ˠakə, ˈt̪ˠɑkə"
samhnas,Ulster,"ˈsˠãunˠəsˠ, ˈsˠãun̪ˠəsˠ"
súil,,sˠuːlʲ
dara,Ulster; Connacht,ˈd̪ˠaɾˠə
Eochaidh,Munster,ˈɔxɪɟ
ciumhais,,"cuːsˠ, cuːʃ, cũːsˠ"
feidhm,Ulster; Munster,fʲəimʲ
spealadóir,Munster,sˠpʲal̪ˠəˈd̪ˠoːɾʲ
m'anam,,ˈmˠanˠəmˠ
beainín,Munster,bʲaˈnʲiːnʲ
coradh,Munster,ˈkɔɾˠəɡ
stail,Cois-Fharraige,sˠt̪ˠælʲ
bunúsach,Connacht,ˈbʊn̪ˠuːsˠəx
scríobh,Munster,ʃcɾʲiːvˠ
easóg,Ulster,"ˈasˠɔɡ, ˈɑsˠɑɡ, ˈɑsˠɔɡ"
uacht,Ulster,ua̯xt̪ˠ
cruimh,Mayo,kɾˠivʲ
uisinn,Ulster; Connacht,ˈɪʃən̠ʲ
grua,Munster; Connacht,ˈɡɾˠuə
monabhar,Ulster,ˈmˠɔnˠəwəɾˠ
teir,,tʲɛɾʲ
gasra,Munster,ˈɡɑsˠəɾˠə
éigean,,"ˈeːɟənˠ, ˈeːɟən̪ˠ"
coimeád,Munster,cɪˈmʲɑːd̪ˠ
sinsear,Ulster; Connacht,ˈʃɪn̠ʲʃəɾˠ
pínn,,pʲiːn̠ʲ
claonadh,Ulster,"ˈklˠeːnˠətʲ, ˈklˠɤːnˠu"
chonaic,Cois-Fharraige; Connacht,ˈxaːnʲic ~ ˈhaːnʲic ~ ˈxinʲic ~ ˈxaːɲc
droch-,Munster,d̪ˠɾˠʌh
Máirtín,Ulster,ˈmˠæːɾˠˈtʲinʲ
cábán,Munster,kɑːˈbˠɑːn̪ˠ
gin,,ˈɟɪnʲ
cláirseach,Ulster,ˈklˠæːɾˠʃa(h)
slige,,ˈʃl̠ʲɪɟɪ
flaithis,Aran,ˈfˠlæhəʃ
fual,,"fˠuəlˠ, fˠuəl̪ˠ"
tromán,Ulster,"ˈt̪ˠɾˠʌmˠanˠ, ˈt̪ˠɾˠʌmˠan̪ˠ"
leanbh,Kerry,ˈlʲan̪ˠəvˠ
gabhaidís,,ˈɡauədʲiːʃ
both,,bˠɔ(h)
draíocht,Ulster,ˈd̪ˠɾˠihaxt̪ˠə
ginideach,Munster; Connacht,ˈɟɪnʲədʲəx
bodhrán,Munster,bˠəuˈɾˠɑːn̪ˠ
smaoineamh,Galway,ˈsˠmˠiːnʲə
ceantar,,ˈcan̪ˠt̪ˠəɾˠ
ním,Connacht,n̠ʲiːmʲ
scaitheamh,Cois-Fharraige,sˠka
ochlán,Munster,ɔˈxl̪ˠɑ̃ːn̪ˠ
toir,,t̪ˠɛɾʲ
canaid,Munster,ˈkɑn̪ˠədʲ
adamh,Ulster,ˈæd̪ˠʊ
draein,,d̪ˠɾˠeːnʲ
báinín,Ulster,ˈbˠæːnʲinʲ
feoite,Munster; Connacht,ˈfʲoːtʲə
Sínigh,Galway,ˈʃiːnʲə
mais,,mˠaʃ
focal,Ulster; Connacht,ˈfˠɔkəlˠ
maoilín,Ulster,ˈmˠiːlʲinʲ
oiltear,,"ˈɛlʲtʲəɾˠ, ˈɪlʲtʲəɾˠ"
mainicín,Munster,mˠanʲəˈciːnʲ
castóir,,"kˠasˠ.ˈtˠoːɾʲ, ˈkˠasˠ.tˠoɾʲ"
bolg,,"ˈbˠɔlˠəɡ, ˈbˠɔl̪ˠəɡ"
garbh,Mayo; Ulster,ˈɡaɾˠuː
fearsaid,Aran; Ulster,ˈfʲaɾˠsˠəd̪ˠ
maime,,ˈmˠamʲə
cnáimh,Munster,kn̪ˠɑːvʲ
céas,Munster,cia̯sˠ
Veinéiseach,Munster,vʲəˈnʲeːʃəx
connadh,Ulster,ˈkʌn̪ˠu
beachlann,,ˈbʲaxlən̪ˠ
polláire,Munster,pˠɔːlˠɑːɾʲə
in ann,Munster,əˈn̪ˠɑːn̪ˠ
gealach,Ulster,"ˈɟalˠa(x), ˈɟal̪ˠa(x)"
Toirdhealbhach,Ulster,ˈt̪ˠaːɾˠl̪ˠa(x)
Cian,,ˈciənˠ
Peirsis,,ˈpʲɛɾʲʃɪʃ
suaith,Ulster,sˠuəç
Éadbhard,Ulster; Connacht,ˈeːd̪ˠwəɾˠd̪ˠ
bú,,bˠuː
pící,Connacht,ˈpʲiːciː
áitithe,Ulster,ˈɑːtʲi
reiligiún,Ulster,ˈɾˠɛlʲɪɟunˠ
ainm,Galway,"ˈænʲəmʲ, ˈæːnʲəmʲ"
aibhne,Aran,"ˈuəvn̠ʲə, ˈəivʲnə, ˈəivʲn̠ʲə"
-úint,Munster; Connacht,uːn̠ʲtʲ
-adh,Munster,əɡ
bearach,Ulster,ˈbʲaɾˠa(x)
práta,Ulster,ˈpˠɾˠaːt̪ˠə
rúnaí,Connacht,ˈɾˠuːnˠiː
cion,Connacht,cɞnˠ
ciclipéid,Munster,cɪclʲɪˈpʲeːdʲ
Araibis,,ˈaɾˠəbʲəʃ
galán,Munster,ɡəˈl̪ˠɑːn̪ˠ
tráthúil,Connacht,ˈtˠɾˠɑː.huːlʲ
iontráil,Ulster,ˈɪn̪ˠt̪ˠɾˠælʲ
aoileach,Munster; Connacht,ˈiːlʲəx
broinn,Ulster,bˠɾˠɨ̞n̠ʲ
cluais,,"klˠuəʃ, kl̪ˠuəʃ"
coraíocht,,ˈkɑɾˠiəxt̪ˠ
múinteoir,Ulster,"ˈmˠuːn̠ʲtʲaɾʲ, ˈmˠuːn̠ʲtʲɔɾʲ"
geanntracha,Ulster,ˈɟan̪ˠt̪ˠɾˠaxə
laethanta na riabhaí,Ulster,"ˈl̪ˠɛhə n̪ˠə ˈɾˠeːwi, ˈl̪ˠɛhə n̪ˠə ˈɾˠɤːwi"
ionas,Munster,"ˈɯn̪ˠəsˠ, ˈʊn̪ˠəsˠ"
casóg,Connacht,ˈkasˠoːɡ
mealladh,Galway; Munster,ˈmʲal̪ˠə
béalbhach,Munster,ˈbʲiːa̯l̪ˠvˠəx
maíte,,ˈmˠiːtʲə
Dia dhaoibh,Cois-Fharraige,"ˌdʲiə ˈiːbʲ, ˌdʲiə ˈɣiːbʲ"
intinn,Waterford,ˈainʲtʲɪɲ
clé,,clʲeː
Bolcáin,Munster,bəl̪ˠˈkɑːnʲ
Conamara,Galway,"konˠəˈmaɾˠə, ˌkun̪ˠəˈmaːɾˠə"
snaoisín,Munster,sˠn̪ˠiːˈʃiːnʲ
saoileann,,ˈsˠiːlʲən̪ˠ
léitheoireacht,Connacht,ˈl̠ʲeːhoːɾʲəxt̪ˠ
d'íosfadh,Galway,"ˈdʲiːsətʲ, ˈdʲiːsəx"
áis,,"aːʃ, ɑːʃ"
teagmhaigh,Munster,ˈtʲaŋəvˠɪɟ
feilm,,ˈfʲɛlʲəmʲ
bró,Munster; Connacht,bˠɾˠoː
faide,,"ˈfˠadʲə, ˈfˠɑdʲə"
báinín,Connacht,ˈbˠɑːnʲiːnʲ
taisleach,Ulster,ˈt̪ˠæʃl̠ʲa(x)
ceann,Galway,cɑːn̪ˠ
bróige,,ˈbˠɾˠoːɟɪ
lucht,Munster; Connacht,l̪ˠʊxt̪ˠ
tháinig,,ˈhɑːnʲɪɟ
smuga,Munster; Connacht,ˈsˠmˠʊɡə
lomadh,Galway,"ˈl̪ˠʊmˠə, ˈl̪ˠʊmˠəvˠ, ˈl̪ˠʊmˠəx"
facais,,ˈfˠakəʃ
cosán,Aran; Connacht,ˈkəsˠɑːnˠ
aige,Munster,ɪˈɟɛ
bláthaigh,Ulster,"ˈbˠlˠaːj, ˈbˠl̪ˠaːj"
ré,,ɾˠeː
deargfaidh,Cois-Fharraige,ˈdʲæɾˠəkə
coradh,Galway; Munster,ˈkɔɾˠə
Iorua,Munster,ɪˈɾˠuə
aimsir,Cois-Fharraige,ˈæːmʲʃəɾʲ
ar nós,Connacht,əɾˠˈn̪ˠuːsˠ
corrán,Munster,kəˈɾˠɑːn̪ˠ
pálás,Ulster,ˈpˠælˠæsˠ
dreo,Munster; Connacht,dʲɾʲoː
sáil,Ulster,sˠaːlʲ
socra,Ulster,ˈsˠʌkɾˠə
Ceatharlach,Munster; Connacht,ˈcahəɾˠl̪ˠəx
toirbh,,ˈt̪ˠɛɾʲəvʲ
cardáil,Connacht,ˈkɑːɾˠd̪ˠɑːlʲ
bíobhanta,Ulster,ˈbʲiːwiən̪ˠt̪ˠə
luaidhe,,ˈl̪ˠuː.iː
inne,Waterford; Cork,ˈɪɲə
láth,,l̪ˠɑː
eadrainn,Aran,ˈad̪ˠɾˠən̠ʲ
sonra,Ulster,ˈsoːnˠɾˠuː
cartadh,Galway; Ulster; Mayo,ˈkaɾˠt̪ˠətʲ
neamhghlan,Munster,ˌnʲaˈɣl̪ˠɑ̃ːn̪ˠ
mífhoighneach,Ulster,ˈmʲi.ei̯dʲa(x)
aitheanta,,ˈahən̪ˠt̪ˠə
fáisc,,"ˈfˠaːʃc, ˈfˠɑːʃc"
fuil,Ulster,fˠɨ̞lʲ
altfaidh,Connacht,"ˈal̪ˠt̪ˠiː, ˈal̪ˠt̪ˠə"
caighdeán,Ulster,ˈkəidʲænˠ
téis,,tʲeːʃ
sealbhú,Munster,ʃɑl̪ˠəˈvˠuː
riamh,Ulster; Connacht,ɾˠiəw
iomaire,Munster; Connacht,ˈʊmˠəɾʲə
rúsc,,ɾˠuːsˠk
gearbach,Ulster,ˈɟaɾˠəbˠa(x)
dreoilín,Connacht,ˈdʲɾʲoːlʲiːnʲ
banc,Aran,bʲæŋk
múineadh,Galway; Munster,ˈmˠuːnʲə
cabhair,Munster,"ˈkauəɾʲ, ˈkaɯ̯ɪɾʲ"
breis,,bʲɾʲɛʃ
Dia's Muire duit,,ˌdʲiəs ˈmˠɪɾʲə ˈd̪ˠɪtʲ
sórt,Ulster,ʃɔːɾˠt̪ˠ
dochtúra,Munster,d̪ˠɔxˈt̪ˠuːɾˠə
cearca,Cois-Fharraige,ˈcæːɾˠkə
daingnigh,Munster,ˈd̪ˠaɲɟənʲɪɟ
eala,,"ˈalˠə, ˈal̪ˠə"
scór,,sˠkoːɾˠ
maraí,Munster,mˠaˈɾˠiː
athmhachnamh,Mayo,ˈaˈwˠaxn̪uː
brúitín,Munster,bˠɾˠuːˈtʲiːnʲ
teann,Galway,tʲɑːn̪ˠ
milseán,Munster,mʲɪlʲˈʃaːn̪ˠ
déanadh,Cois-Fharraige,"ˈdʲiːnˠətʲ, ˈdʲiːn̪ˠəx, ˈdʲɪnˠətʲ, ˈdʲɪn̪ˠəx"
iomlán,Ulster,"ˈʌmˠlˠanˠ, ˈʌmˠl̪ˠan̪ˠ"
guidid,,ˈɡɪdʲədʲ
cupla,,ˈkʊpˠlˠə
ruainne,Cois-Fharraige,ˈɾˠuːn̠ʲə
Lúnasa,,ˈl̪ˠuːn̪ˠəsˠə
tána,Ulster,ˈt̪ˠæːnˠə
deirimid,,ˈdʲɛɾʲəmʲədʲ
dósan,Connacht,ˈd̪ˠoːsˠənˠ
bíodh,Galway; Ulster; Mayo,bʲiːtʲ
ainmneacha,Ulster,ˈanʲəmʲnʲaxə
gluais,,"ɡlˠuəʃ, ɡl̪ˠuəʃ"
leáigh,,
triomú,Munster,"tʲiːɾʲˈmˠuː, tʲɾʲiˈmˠuː, tʲɾʲɨ̞ˈmˠuː"
dála,Munster; Connacht,ˈd̪ˠɑːlˠə
séipéal,Connacht,ˈʃeːpʲeːl̪ˠ
chítear,,ˈçiːtʲəɾˠ
diabhail,Munster,dʲiəlʲ
sine,Munster; Connacht,ˈʃɪnʲə
paróiste,Ulster,ˈpˠaɾˠæʃtʲə
driseach,Ulster,ˈdʲɾʲɪʃa(x)
dealg,Mayo; Ulster,ˈdʲalˠəɡ
déanfaidh,Aran,ˈdʲiːnə
luach,Ulster,"l̪ˠɔx, l̪ˠɔxˈpʲiːn̠ʲə"
Stiofán,Munster,ʃtʲəˈfˠɑːn̪ˠ
díchiall,Connacht,"ˈdʲiːˌceːl̠ʲə, ˈdʲiːˌçeːl̠ʲə"
cogar,Ulster,ˈkʌɡəɾˠ
fuaire,,ˈfˠuəɾʲə
cothú,Munster,kəˈhuː
gnaoi,Ulster,ɡɾˠĩː
aici,Munster,ɪˈci
Aibhilín,Connacht,ˈavʲəlʲiːnʲ
scian,Ulster,"ʃcɨ̞nˠ, ʃcɨ̞n̪ˠ"
beannaigh,Mayo,ˈbʲan̪ˠiː
brath,Cois-Fharraige,bˠɾˠa
ruthag,,ˈɾˠʊhəɡ
fiuch,Ulster,fʲɨ̞x
díbríodh,Galway,"ˈdʲiːbʲɾʲiːvˠ, ˈdʲiːbʲɾʲiːx"
geairid,,ˈɟaɾʲədʲ
foghlaim,Munster; Connacht,"ˈfˠoːlˠəmʲ, ˈfˠoːl̪ˠəmʲ"
aiteannach,Ulster,ˈætʲənˠa(x)
teideal,,ˈtʲɛdʲəl
dearóil,Connacht,ˈdʲaɾˠoːlʲ
obann,,"ˈɔbˠən̪ˠ, ˈɞbˠən̪ˠ"
nádúrthach,Cois-Fharraige,ˈn̪ˠɑd̪ˠuːɾˠəx
úrleathair,Aran,uːɾʲˈl̠ʲeːɾʲ
d'ólfadh,Mayo,ˈd̪ˠoːlˠhuː
puiteach,Connacht,ˈpˠʊtʲəx
geata,Ulster,ˈɟafˠt̪ˠə
ócáid,Ulster,ˈɔːkædʲ
dulta,,ˈd̪ˠʊl̪ˠt̪ˠə
lí,Munster; Connacht,l̠ʲiː
dabhach,Ulster,ˈd̪ˠauwi
mórán,Connacht,ˈmˠoːɾˠɑːnˠ
cloisim,Galway,ˈklˠiʃəmʲ
bolscaire,Munster; Connacht,ˈbˠɔl̪ˠsˠkərʲə
síthe,,ˈʃiːhə
cléitheacha,Ulster,ˈclʲehaxə
dreoigh,Mayo,dʲɾʲoːj
oideachas,Munster; Connacht,ˈɛdʲəxəsˠ
clainne,Munster,ˈkl̪ˠanʲə
léigh,,
oisín,Munster,əˈʃiːnʲ
seilide,,ˈʃɛlʲədʲə
feá,Ulster; Munster,fʲaː
dóibhsean,Aran,ˈd̪ˠoːpˠsˠən
saoradh,Mayo,ˈsˠiːɾˠuː
bréag,Munster,bʲɾʲiːa̯ɡ
geimhreadh,Waterford; Munster,ˈɟaiɾʲə
acra,Munster,ˈɑkəɾˠə
Uaimh,,əˈn̪ˠuəvʲ
bealadh,Ulster,"ˈbʲahlˠu, ˈbʲahl̪ˠu"
calma,,"ˈkalˠəmˠə, ˈkal̪ˠəmˠə"
sás,Munster; Connacht,sˠɑːsˠ
trúig,,ˈt̪ˠɾˠuːɟ
leanbh,Waterford,ˈlʲan̪ˠə
Páirtí an Lucht Oibre,Galway,ˈpˠɑːɾˠtʲiːnˠ ˌl̪ˠɔxt̪ˠ ˈəibʲɾʲə
séidim,Munster; Connacht,ˈʃeːdʲəmʲ
páiste,Ulster,ˈpˠaːʃtʲə
glactha,Aran,ˈɡlˠɑkə
cogal,Connacht,ˈkɔɡəlˠ
aiteach,Ulster,ˈatʲa(x)
foscadh,Aran,ˈfˠɑsˠkə
fuireacht,Ulster,ˈfˠɪɾʲaxt̪ˠ
agam,Connacht,"amˠ, ˈa(ɡə)mˠ, ˈaɡəmˠ, ˈoɡəmˠ"
suite,,ˈsˠɪtʲə
barrchith,Munster,ˈbˠɑːɾˠçɪh
mol,Munster; Connacht,mˠɔl̪ˠ
peann,Galway,pʲɑːn̪ˠ
airnéis,,"ˈaːɾˠn̠ʲeʃ, ˈaːɾˠn̠ʲæʃ, ˈaːɾˠn̠ʲɛʃ, ˈʌɾˠn̠ʲæʃ"
greannach,Connacht,ˈɟrʲan̪ˠəx
sál,Connacht,sˠɑːlˠ
ceannach,Connacht,ˈcan̪ˠəx
reiligiún,Connacht,ˈɾˠɛlʲɪɟuːnˠ
cairdeas,Ulster,ˈkaːɾˠdʲəsˠ
deagánach,Munster,dʲaˈɡɑːn̪ˠəx
loch,Munster; Connacht,l̪ˠɔx
briathar,Aran; Connemara,ˈbʲɾʲiəɾˠ
cleasach,Munster; Connacht,ˈclʲasˠəx
ollmhór,Munster,ˈəul̪ˠˌvˠoːɾˠ
pinc,,pʲɪɲc
acmhainneach,Ulster,"ˈakun̠ʲəx, ˈakuːn̠ʲa(x), ˈakən̠ʲa(x)"
smacht,Mayo; Ulster; Connemara,sˠmˠaxt̪ˠ
arcán,Munster,aɾˠˈkɑːnˠ
dúisigh,Munster,ˈd̪ˠuːʃɪɟ
Laidin,Cois-Fharraige; Mayo,ˈl̪ˠadʲənʲ
scioból,Munster,ʃcɪˈbˠoːl̪ˠ
díleá,Munster,dʲiːˈlʲaː
trácht,Munster; Connacht,t̪ˠɾˠɑːxt̪ˠ
freastal,,"ˈfʲɾʲasˠt̪ˠəlˠ, ˈfʲɾʲasˠt̪ˠəl̪ˠ"
veigeán,Munster,vʲɛˈɟaːn̪ˠ
dearóil,Munster,dʲaˈɾˠoːlʲ
dhóibh,Galway,"(ɣ)oːbʲ, oːbˠ, ɣoːbˠ"
treoracha,Ulster,ˈtʲɾʲɔːɾˠahə
fút,,fˠuːt̪ˠ
Brian,,bʲɾʲiən̪ˠ
mín,,mʲiːnʲ
tímid,,ˈtʲiːmʲədʲ
péinis,,ˈpʲeːnʲəʃ
codladh,Galway; Munster,ˈkol̪ˠə
suarach,,ˈsˠuˑəɾˠəx
amhrán,Connacht,"ˈoːɾˠɑːnˠ, ˈoːɾˠɑːn̪ˠ"
bacán,Connacht,"ˈbˠukɑːnˠ, ˈbˠukɑːn̪ˠ"
gaibhte,Aran,ˈɡɔtʲə
ordú,Munster,oːɾˠˈd̪ˠuː
caitheamh,Galway; Cois-Fharraige,kaː
d'áitigh,Ulster,ˈd̪ˠaːtʲi
air,stressed,ɛɾʲ
éalaigh,Kerry,ˈial̪ˠɪɟ
dea-bholadh,Ulster,ˈdʲeːˌwɔlˠu
peaca,Aran; Munster,ˈpʲakə
rialtas,,ˈɾˠiəl̪ˠt̪ˠəsˠ
géagláidre,,ˈɟeːɡˌlˠɑːdʲɾʲə
bogadh,Galway; Mayo,ˈbˠɔɡətʲ
Beannchar,,ˈbʲan̪ˠəxəɾˠ
abhainn,Connacht,əun̠ʲ
ainligh,Munster,ˈɑinʲlʲɪɟ
ceird,Kerry; Munster,cɑːɾˠd̪ˠ
buachalla,,ˈbˠuəxəl̪ˠə
tart,Aran; Munster,t̪ˠɑɾˠt̪ˠ
Colmán,Connacht,"ˈkɔlˠəmˠɑːnˠ, ˈkɔl̪ˠəmˠɑːn̪ˠ"
caoin,,kiːnʲ
splanc,Cois-Fharraige; Ulster; Connacht,sˠpˠl̪ˠaːŋk
miosúr,Ulster,ˈmʲɪsˠuɾˠ
buailim,Munster; Connacht,ˈbˠuəlʲəmʲ
coinscleo,Ulster,ˈkɪn̠ʲʃclʲɔ
meáfaidh,Munster,ˈmʲɑːhɪɟ
cara as Críost,Ulster,ˌkaɾˠəʃ ˈcɾʲiːsˠt̪ˠə
cónra,Mayo; Ulster,ˈkoːnˠɾˠə
teagasc,Munster,ˈtʲaɡəsˠk
cruthaigh,Munster,ˈkɾˠʊhɪɟ
a chara,,ə ˈxaɾˠə
matánach,Munster,mˠəˈt̪ˠɑːn̪ˠəx
geimhreadh,Connacht,"ˈɟĩvʲɾʲuː, ˈɟɛvʲɾʲu"
feá,Ulster,"fʲəɯ̯, fʲɨ̞ɡ"
fáisctear,Ulster,ˈfˠaːʃcəɾˠ
gan,Aran; also,"ɡɑn, ɡɔn"
neamhdheoin,Ulster,ˈn̠ʲãujõːnʲ
ínteacht,Ulster,ˈiːn̠ʲtʲaxt̪ˠ
oifig,Munster,ˈɛfʲɪɟ
cuireadh,Galway,ˈkɪɾʲəvˠ
bhfaca,Ulster,ˈwɔkə
Dubhghus,,ˈd̪ˠuːɣusˠ
bP,,"bʲ, bˠ"
foghar,Munster; Connacht,fˠauɾˠ
ba,,"bˠə, bˠəj"
cogain,Ulster,ˈkaɡənʲ
plúr,,"pˠlˠuːɾˠ, pˠl̪ˠuːɾˠ"
fortacht,Ulster,ˈfˠɔɾˠt̪a(x)t̪ˠ
sliogán,Connacht,ˈʃl̠ʲiɟaːnˠ
cuimhniú,Cois-Fharraige,ˈkiːnʲuː
saighead,,sˠəid̪ˠ
iarracht,Ulster,ˈiəɾˠa(x)t̪ˠ
-ímis,,iːmʲəʃ
d'athraigh,Cois-Fharraige,ˈd̪ˠaːɾˠə
grán buí,Munster; Connacht,ˈɡɾˠɑːnˠ bˠiː
alpán,Connacht,"ˈalˠpˠɑːnˠ, ˈal̪ˠpˠɑːn̪ˠ"
geala,,ˈɟalˠə
biail,Aran,"bʲeːl, bʲiəl"
toil,Ulster,t̪ˠɔlʲ
tigeann,,ˈtʲɪɟən̪ˠ
cailltear,Ulster,ˈkæl̠ʲtʲəɾˠ
feirg,,ˈfʲɛɾʲɪɟ
leafaos,Connacht,ˈl̠ʲaˌfˠiːsˠ
cornadh,Ulster,ˈkɔːɾˠn̪ˠətʲ
lomabharróg,Munster,ˌl̪ˠɔmˠəvˠɑˈɾˠoːɡ
ballaí,,ˈbˠal̪ˠiː
tirim,Waterford; Ulster; Munster; Connacht,ˈtʲeɾʲəmʲ
aitheantas,,ˈahən̪ˠt̪ˠəsˠ
déirce,Ulster,ˈdʲei̯ɾʲcə
dollar,,ˈd̪ˠɔl̪ˠəɾˠ
saothrú,Ulster,"ˈsˠiːhɾˠu, ˈsˠɯːhɾˠu"
Corcaigh,Connacht,"ˈkɔɾˠkiː, ˈkɔɾˠkə"
puint,,pˠɪnʲtʲ
glas,Munster,ɡl̪ˠɑsˠ
múnadh,Ulster,ˈmˠuːnˠu
buntáiste,Ulster,ˈbˠʌn̪ˠt̪ˠæʃtʲə
oileadh,,"ˈɛlʲətʲ, ˈɪlʲətʲ"
talún,Munster,t̪ˠəˈl̪ˠuːn̪ˠ
má,Ulster,mˠaː
plé,,pʲlʲeː
tarrtháil,Connacht,ˈt̪ˠɑːɾˠhɑːlʲ
morgadh,Ulster,ˈmˠɔɾˠəku
ceird,Aran; Connacht,kaiɾʲdʲ
taitneachtáil,Cois-Fharraige,ˈt̪ˠæn̠ʲəxt̪ˠɑːlʲ
dúigh,Munster,d̪ˠuːɟ
cuimhne,Cois-Fharraige; Munster,ˈkiːnʲə
dromán,Connacht,"ˈd̪ˠɾʊmˠɑːnˠ, ˈd̪ˠɾʊmˠɑːn̪ˠ"
aiféala,,ˈafʲeːlˠə
cónaí,Munster,koːˈn̪ˠiː
cnámha,Munster,kn̪ˠɑː
santach,Cork,ˈsˠaun̪ˠt̪ˠəx
faighinn,Aran,ˈfˠaiən̠ʲ
seisiún,Ulster,ˈʃɛʃunˠ
hathruithe,,ˈhahɾˠɪhə
bh,,"vʲ, w"
Tamhlacht,Munster,t̪ˠɑːvˠ l̠ʲaxt̪ˠ
maidineacha,,ˈmˠadʲənʲəxə
meánach,Connacht,ˈmʲɑːnˠəx
líneach,Ulster,ˈl̠ʲiːnʲa(x)
piobar,Ulster,ˈpʲɨ̞bʲəɾˠ
udalán,Ulster,ˈuːd̪ˠəlˠanˠ
geata,,ˈɟat̪ˠə
toil,Cois-Fharraige,t̪ˠɪlʲ
seasca,,ˈʃasˠkə
cladhaire,Connacht,ˈklˠaiɾʲə
ghuí,,ɣiː
ólfaidh,,"ˈɔːlˠhi, ˈɔːlˠhə, ˈɔːl̪ˠhi, ˈɔːl̪ˠhə"
gráinne,Waterford; Cork,ˈɡɾˠɑːɲɪ
daltach,Connacht,ˈd̪ˠal̪ˠt̪ˠəx
scanraigh,Munster,"ˈsˠkaun̪ˠɾˠɪɟ, ˈsˠkaun̠ˠd̠͡ɹ̝ˠɪɟ"
leithe,,ˈl̠ʲɛhə
talamh,Munster,ˈt̪ˠɑl̪ˠəvˠ
bog,Ulster,bˠʌɡ
comhrá,Ulster,ˈkõːɾˠɑ̃
mairg,Connacht,ˈmˠaɾʲɪɟ
díomhaoin,Munster,dʲiːˈvˠiːnʲ ~ dʲiːˈwiːnʲ
díograis,,ˈdʲiːɡɾˠəʃ
gealladh,Galway,ˈɟal̪ˠəvˠ
liom,unstressed; Connacht,lʲəmˠ
imithe,Munster; Cork,ˈimʲɪhɪ
éidí,Ulster,ˈeːdʲi
focail,Munster; Connacht,ˈfˠɔkəlʲ
gabhar,Munster,ɡɑuɾˠ
Baváir,Munster,bˠəˈvˠɑːɾʲ
gaile,Ulster,ˈɡælʲə
comharsa,Ulster; Munster,ˈkõːɾˠsˠə
stró,Ulster,sˠt̪ˠɾˠɔː
doineann,Ulster,ˈd̪ˠɪn̠ʲən̪ˠ
greas,,ɟɾʲasˠ
gabháil cheoil,Ulster,ɡɔlˠ ˈçɔːlʲ
beagán,Ulster,"ˈbʲɨ̞ɡanˠ, ˈbʲɨ̞ɡan̪ˠ"
riocht,Ulster,ɾˠɨ̞xt̪ˠ
seacht déag,,ʃaxt̪ˠ dʲeːɡ
slabhra,Ulster,ˈsˠl̪ˠauɾˠu
bisigh,Galway,ˈbʲɪʃə
luch,,
gigil,,ˈɟɪɟɪlʲ
intleacht,Cois-Fharraige; Munster,ˈiːnʲtʲlʲəxt̪ˠ
cláracha,Cois-Fharraige,ˈkl̪ˠɑɾˠəxiː
tae,,t̪ˠeː
slánaigh,Ulster,"ˈsˠl̪ˠaːnˠi, ˈsˠl̪ˠaːn̪ˠi"
bláth,Munster,bˠl̪ˠɑːh
cineál,Munster,cɪˈnʲɑːl̪ˠ
Domhnach,,"ˈd̪ˠoːn̪ˠəx, ˈd̪ˠəun̪ˠəx"
culaith,Connacht,ˈkulˠ(h)ə
bairnigh,Ulster,ˈbˠaːɾˠn̠ʲi
ghaiscíocha,Munster,ɣaʃˈciːxə
spág,,sˠpˠɑːɡ
luachair,,l̪ˠuəxəɾʲ
dúradh,Galway; Aran,ˈd̪ˠuːɾˠəvˠ
fírinneach,Connacht,ˈfʲiːɾʲən̠ʲəx
fair,,fˠaɾʲ
mosar,,ˈmɔsˠəɾˠ
boscaí,Connacht,ˈbˠɔsˠkiː
siab,,ʃiəbˠ
broinn,Munster,bˠɾˠiːɲ
miosúir,Munster,mʲɪˈsˠuːɾʲ
spadánta,Ulster,ˈsˠpˠad̪ˠan̪ˠt̪ˠə
baois,,bˠiːʃ
roinn,Waterford,ɾˠaiɲ
Aifreann,Munster,ˈafʲ(ə)ɾʲən̪ˠ
Seáinín,Munster,ʃaːˈnʲiːnʲ
néaltach,Munster,ˈnʲia̯l̪ˠt̪ˠəx
caomhnú,Munster,kˠeːˈnˠuː
