tags	ipa	word
Connacht ; Connacht 	/əɡiː/	agaibh
Connacht 	/ˈuɡiː/	agaibh
Connacht 	/ˈoɡiː/	agaibh
Connacht ; Ulster 	/mˠoːɾˠ/	mór
Connacht ; Ulster 	/mˠoːɾˠ/	mór
Connacht 	/mˠuː/	mó
Connacht 	/mˠoː/	mó
Connacht 	/bʲɞɡə/	beaga
Connacht 	/l̪ˠuː/	lú
Connacht 	/l̪ˠuə/	lú
Connacht ; Munster 	/ɑːɾˠd̪ˠ/	ard
Connacht ; Munster 	/ɑːɾˠd̪ˠ/	ard
Connacht 	/dʲæsˠ/	deas
Connacht 	/dʲæsˠ/	deas
Connacht ; Munster 	/ˈl̪ˠɑːdʲəɾʲ/	láidir
Connacht 	/pʲiːl̠ʲ/	pill
Connacht ; Ulster 	/pʲɪl̠ʲ/	pill
Connacht 	/pʲiːl̠ʲ/	pill
Connacht ; Ulster 	/pʲɪl̠ʲ/	pill
Connacht ; Munster 	/ɾˠauɾˠ/	ramhar
Connacht ; Ulster 	/n̪ˠuː/	nua
Connacht ; Ulster 	/n̪ˠuː/	nua
Connacht ; Munster 	/oːɡ/	óg
Connacht 	/ˈʃan̪ˠinʲə/	seanduine
Connacht ; Connacht 	[ˈʃæːn̪ˠɪnʲə]	seanduine
Connacht 	/bˠɑːnˠ/	bán
