tags,ipa,word,tags_
Connacht Irish,/ˈa(ɡə)d̪ˠ/,chugat,
Connacht Irish,/ˈ(h)ʊɡəd̪ˠ/,chugat,
Ulster Irish,/ˈhʌɡəd̪ˠ/,chugat,
Munster Irish,/ˈxuːhʲə/,chuici,
Connacht Irish,/ˈhɛcɪ/,chuici,
Connacht Irish,/ˈɛcɪ/,chuici,
Munster Irish,/ˈxuːxə/,chucu,
Munster Irish,/ˈxuːhə/,chucu,
Connacht Irish,/ˈakəbˠ/,chucu,
Connacht Irish,/ˈapˠək/,chucu,
Connacht Irish,/ˈhʊkəbˠ/,chucu,
,/dʲiːmˠ/,díom,
Connacht Irish,/dʲiːmˠ/,díom,
Connacht Irish,/d̪ˠiːmˠ/,díom,
,/dʲiːt̪ˠ/,díot,
Connacht Irish,/dʲiːt̪ˠ/,díot,
Connacht Irish,/d̪ˠiːt̪ˠ/,díot,
Ulster Irish,/d̪ˠiːd̪ˠ/,díot,
,/dʲiːn̠ʲ/,dínn,
,/d̪ˠiːn̠ʲ/,dínn,
,/dʲiːvʲ/,díbh,
Connacht Irish,/dʲiːbʲ/,díbh,
Connacht Irish,/dʲiːvʲ/,díbh,
Connacht Irish,/d̪ˠiːbʲ/,díbh,
Connacht Irish,/dʲiːbˠ/,díobh,
Connacht Irish,/d̪ˠiːbˠ/,díobh,
Ulster Irish,/ˈd̪ˠiːfˠə/,díobh,
,/ˈdʲiːmˠsˠə/,díomsa,
,/ˈdʲiːt̪ˠsˠə/,díotsa,
,/ˈdʲiːn̠ʲə/,dínne,
,/ˈdʲiːvʲʃə/,díbhse,
Connacht Irish,/ˈdʲiːpˠsˠən/,díobhsan,
,/ˈd̪ˠɔmˠsˠə/,domsa,
,/ˈd̪ˠɪtʲʃə/,duitse,
Munster Irish,/ˈd̪ˠoːsˠən̪ˠ/,dósan,
Connacht Irish,/ˈd̪ˠoːsˠənˠ/,dósan,
Ulster Irish,/ˈd̪ˠɔːsˠənˠ/,dósan,
,/ˈd̪ˠuːn̠ʲə/,dúinne,
Connacht Irish,/ˈd̪ˠoːpˠsˠən/,dóibhsean,
,/fˠuːmˠ/,fúm,
,/fˠuːt̪ˠ/,fút,
Ulster Irish,/fˠuːd̪ˠ/,fút,
Connacht Irish,/ˈfˠʊhə/,fúithi,
Connacht Irish,/fˠuː/,fúithi,
Ulster Irish,/ˈfˠuːçə/,fúithi,
Connacht Irish,/ˈfˠuːʃə/,fúithise,
Connacht Irish,/fˠuːbʲ/,fúibh,
Connacht Irish,/fˠuːbˠ/,fúthu,
Ulster Irish,/ˈfˠiːfˠə/,fúthu,
Connacht Irish,/ˈɪn̪ˠəmˠ/,ionam,
Connacht Irish,/ˈɪnəmˠ/,ionam,
Connacht Irish,/ˈæn̪ˠəmˠ/,ionam,
Connacht Irish,/ˈʊn̪ˠəmˠ/,ionam,
Connacht Irish,/ˈʊn̪ˠt̪ˠəmˠ/,ionam,
Connacht Irish,/ˈiːn̪ˠt̪ˠəmˠ/,ionam,
Connacht Irish,/ˈin̪ˠəmˠsˠə/,ionamsa,
Connacht Irish,/ˈiˠnəmˠsˠə/,ionamsa,
Connacht Irish,/ˈæn̪ˠəmˠsˠə/,ionamsa,
Connacht Irish,/ˈɪn̪ˠət̪ˠ/,ionat,
Connacht Irish,/ˈɪn̪ˠəd̪ˠ/,ionat,
Connacht Irish,/ˈɪn̪ˠən̠ʲ/,ionainn,
Connacht Irish,/ˈɪn̪ˠiː/,ionaibh,
Munster Irish,/ˈuːn̪ˠt̪ˠə/,iontu,
Connacht Irish,/ˈiːn̪ˠt̪ˠəbˠ/,iontu,
Ulster Irish,/ˈʌn̪ˠsˠɔɾˠəmˠ/,ionsorm,
Ulster Irish,/ˈɪn̠ʲʃɔɾˠəmˠ/,ionsorm,
Ulster Irish,/ˈʌn̪ˠsˠɔɾˠt̪ˠ/,ionsort,
Ulster Irish,/ˈɪn̠ʲʃɔɾˠt̪ˠ/,ionsort,
Ulster Irish,/ˈɪn̠ʲʃɛɾʲ/,ionsair,
Ulster Irish,/ˈʌn̪ˠsɛɾʲ/,ionsair,
,/ˈlʲɛʃənˠ/,leis-sean,
Munster Irish,/uəmʲ/,uaim,
Munster Irish,/uəmˠ/,uaim,
Connacht Irish,/wæmʲ/,uaim,
Connacht Irish,/wɛmʲ/,uaim,
Ulster Irish,/wiːmˠ/,uaim,
Ulster Irish,/wɯːmˠ/,uaim,
Connacht Irish,/ˈwæmʲʃə/,uaimse,
Munster Irish,/vˠuətʲ/,uait,
Munster Irish,[vˠuɛ̯tʲ],uait,
Connacht Irish,/wætʲ/,uait,
Connacht Irish,/wɛtʲ/,uait,
Ulster Irish,/wuədʲ/,uait,
Ulster Irish,[wuɪ̯dʲ],uait,
Munster Irish,/uəɟ/,uaidh,
Connacht Irish,/wai/,uaidh,
Ulster Irish,/wuə/,uaidh,
Ulster Irish,/wiə/,uaidh,
Ulster Irish,/wɯə/,uaidh,
Connacht Irish,/ˈwoː(hə)/,uaithi,
Connacht Irish,/woː/,uaithi,
Connacht Irish,/ˈwoːpsən/,uathusan,
Munster Irish,/ˈuəhə/,uathu,
Connacht Irish,/woːbˠ/,uathu,
Ulster Irish,/ˈwiːfˠə/,uathu,
Ulster Irish,/ˈwɯːfˠə/,uathu,
Connacht Irish,/hɑɾˠt̪ˠ/,tharat,
,/ˈhaɾˠʃtʲə/,thairsti,
,/ˈhɑɾˠʃtʲə/,thairsti,
Connacht Irish,/ˈhɑɾˠʃt̪ˠəbˠ/,tharstu,
Ulster Irish,/ˈfʲɾʲiːfˠə/,tríothu,
Connacht Irish; Munster Irish,/n̪ˠɑːdʲ/,náid,
Ulster Irish,/n̪ˠæːdʲ/,náid,
,/ˈʃasˠkə/,seasca,
,/ˈfʲeːnʲˌfʲɪc/,féinphic,
,/ˈn̪ˠoːxə/,nócha,
Munster Irish,/əˈn̪ˠɑcɪ/,in aice,
Connacht Irish; Ulster Irish,/əˈn̪ˠacɪ/,in aice,
Munster Irish,/əˈnʲiəɟ/,i ndiaidh,
Connacht Irish,/əˈn̠ʲiə/,i ndiaidh,
Connacht Irish,/əˈn̠ʲeːj/,i ndiaidh,
Ulster Irish,/əˈn̠ʲej/,i ndiaidh,
Munster Irish,/vʲəˈnʲeːʃəx/,Veinéiseach,
Connacht Irish,/ˈvʲɛnʲeːʃəx/,Veinéiseach,
Ulster Irish,/ˈvʲɛnʲeʃa(x)/,Veinéiseach,
Munster Irish,/vʲəˈnʲeːʃ/,Veinéis,
Connacht Irish,/ˈvʲɛnʲeːʃ/,Veinéis,
Ulster Irish,/ˈvʲɛnʲeʃ/,Veinéis,
Connacht Irish,/ˈɟuːɾˠən̪ˠəx/,giúrann,
,/ˌsˠasˠənˠə ˈn̪ˠuə/,Sasana Nua,
Connacht Irish,/ˌsˠaːsˠən̪ˠə ˈn̪ˠuː/,Sasana Nua,
Munster Irish,/ɛɾʲˈsˠɔnˠ/,ar son,
Connacht Irish,/ɛɾʲˈsˠɔnˠ/,ar son,
Connacht Irish,/ɛɾʲˈsˠʊnˠ/,ar son,
Munster Irish,/ɛɾʲˈsˠʌnˠ/,ar son,
Munster Irish,/əˈnʲoːnʲ/,ainneoin,
Munster Irish,[əˈnʲõːi̯nʲ],ainneoin,
Connacht Irish,/ˈan̠ʲoːnʲ/,ainneoin,
Ulster Irish,/ˈan̠ʲɔnʲ/,ainneoin,
Munster Irish,/d̪ˠəˈnʲuːnʲ/,d'ainneoin,
Connacht Irish,/ˈd̪ˠan̠ʲoːnʲ/,d'ainneoin,
Ulster Irish,/əˈjæn̠ʲænʲ/,d'ainneoin,
Ulster Irish,/əˈɣæn̠ʲænʲ/,d'ainneoin,
,/ˈɾˠeːɾʲ/,réir,
,/eːʃ/,éis,
Munster Irish,/ˈʃaxəsˠ/ ~ /ˈsˠɑxəsˠ/,seachas,
Munster Irish,/ˈʃoxəsˠ/,seachas,
Connacht Irish,/ˈʃæxəsˠ/,seachas,
Connacht Irish,[ˈʃæːxəsˠ],seachas,
Connacht Irish; Munster Irish,/ˈd̪ˠɑːlˠə/,dála,
Ulster Irish,/ˈd̪ˠæːlˠə/,dála,
Munster Irish,/ˈɾʲiːvˠˌlʲəuɾˠ/,ríomhleabhar,
Connacht Irish,/ˈɾʲiːwˌlʲəuɾˠ/,ríomhleabhar,
Ulster Irish,/ˈɾʲiːwˌlʲoːɾˠ/,ríomhleabhar,
Munster Irish,/ˈd̪ˠɔxəsˠ/,dóchas,
Connacht Irish,/ˈd̪ˠoːxəsˠ/,dóchas,
Ulster Irish,/ˈd̪ˠɔːxəsˠ/,dóchas,
Munster Irish,/uːn̪ˠˈt̪ˠiːvʲ/,iontaoibh,
Munster Irish,/mˠɪˈnʲiːnʲ/,muinín,
Connacht Irish,/ˈmˠɪnʲiːnʲ/,muinín,
Ulster Irish,/ˈmˠɪnʲinʲ/,muinín,
Munster Irish,/bʲɪˈʃax/,biseach,
Connacht Irish,/ˈbʲɪʃəx/,biseach,
Ulster Irish,/ˈbʲɪʃa(h)/,biseach,
Munster Irish,/dʲɑu/,deabhadh,
Munster Irish,/dʲiːmˠˈvˠɑː/,díomá,
Connacht Irish,/ˈdʲiːmˠɑː/,díomá,
Ulster Irish,/ˈdʲiːmˠa/,díomá,
Connacht Irish; Munster Irish,/fʲausˠ/,feabhas,
Ulster Irish,/fʲoːsˠ/,feabhas,
Munster Irish,/l̪ˠuːˈxɑːɾʲ/,lúcháir,
Connacht Irish,/ˈl̪ˠuːxɑːɾʲ/,lúcháir,
Connacht Irish,/ˈl̪ˠɔfˠɑːɾʲ/,lúcháir,
Connacht Irish,/ˈl̪ˠɛfˠɑːɾʲ/,lúcháir,
Connacht Irish,/ˈl̪ˠɛvˠɑːɾʲ/,lúcháir,
Connacht Irish,/ˈl̪ˠɛwɑːɾʲ/,lúcháir,
Connacht Irish,/l̪ˠəˈwɑːɾʲ/,lúcháir,
Ulster Irish,/ˈl̪ˠʊxæɾʲ/,lúcháir,
Connacht Irish; Munster Irish,/ʃɑːnʲ/,Seáin,
Ulster Irish,/ʃæːnʲ/,Seáin,
Munster Irish,/mˠn̪ˠiː/,mnaoi,
Connacht Irish,/mˠniː/,mnaoi,
Connacht Irish,/mˠnɯː/,mnaoi,
Connacht Irish; Connacht Irish,/mˠɾˠiː/,mnaoi,
Ulster Irish,/mˠɾˠĩː/,mnaoi,
,/mʲiːʃ/,mís,
,/ʃuːɾˠ/,siúr,
Munster Irish,/ˈfʲeːhəvˠ/,féicheamh,
Connacht Irish,/ˈfʲeːçəvˠ/,féicheamh,
Connacht Irish,/ˈfʲeːçuː/,féicheamh,
Ulster Irish,/ˈfʲeːçu/,féicheamh,
Munster Irish,/ˈkoːɾˠhə/,cófra,
Connacht Irish; Munster Irish,/ˈkoːfˠɾˠə/,cófra,
Ulster Irish,/ˈkɔːɾˠhə/,cófra,
Munster Irish,/kəʃˈnʲoːɾʲ/,cuisneoir,
Connacht Irish,/ˈkɪʃnʲoːɾʲ/,cuisneoir,
Ulster Irish,/ˈkɪʃnʲɔɾʲ/,cuisneoir,
Munster Irish,[kaˈhiːɾʲəx],cathaoireach,
Connacht Irish,[ˈkahiːɾʲəx],cathaoireach,
Connacht Irish,[ˈkəirəx],cathaoireach,
Ulster Irish,[ˈkaihiɾʲəx],cathaoireach,
,/fʲaɾˠ ˈʃn̠ʲaxt̪ˠə/,fear sneachta,
Munster Irish,/ˈɑl̪ˠfˠɾˠatʲʃ/,alfraits,
,/ˈd̪ˠɪlʲəsˠk/,duileasc,
Connacht Irish; Munster Irish,/ˈdʲɪlʲəsˠk/,duileasc,
Connacht Irish,/ˈaˌt̪ˠʊɾˠʃəx/,atuirseach,
Ulster Irish,/ˈaˌt̪ˠʊɾˠʃa(h)/,atuirseach,
Munster Irish,/bˠɑːˈʃiːnʲ/,báisín,
Connacht Irish,/ˈbˠɑːʃiːnʲ/,báisín,
Ulster Irish,/ˈbˠæːʃinʲ/,báisín,
,/ˈd̪ˠɾˠiəxt̪ˠə/,draíochta,
Ulster Irish,/ˈd̪ˠɾˠihaxt̪ˠə/,draíochta,
Connacht Irish; Ulster Irish,/ˈsˠpʲeːkl̪ˠə/,spéacla,
Munster Irish,/sˠpʲeːˈkl̪ˠə/,spéacla,
,/ˈpʲiːcɪ/,píce,
Connacht Irish,/ˈauɾˠd̪ˠoːɡ/,ordóg,
Ulster Irish,/ˈɔːɾˠd̪ˠaɡ/,ordóg,
,/bʲiːʃ/,bís,
,/ˈɪn̠ʲəl̪ˠt̪ˠə/,innealta,
Connacht Irish,/ˈbˠalˠsˠəmˠəx/,balsamach,
Ulster Irish,/ˈbˠalˠsˠəmˠa(h)/,balsamach,
Connacht Irish,/ˈbˠl̪ˠɔɡəmˠ/,bolgam,
Ulster Irish,/ˈbˠɔlˠəɡəmˠ/,bolgam,
Ulster Irish,/ˈbˠɔl̪ˠəɡəmˠ/,bolgam,
,/ˈdʲɛʃən̪ˠə/,deiseanna,
Connacht Irish,/ˈbʲɾʲan̪ˠiːmʲ/,breathnaím,
Ulster Irish,/ˈdʲɾʲapˠəɾʲa(x)t̪ˠ/,dreapaireacht,
Munster Irish,/ɑimʲ/,aidhm,
Connacht Irish; Munster Irish,/ˈcɾʲiːn̪ˠə/,críonna,
Ulster Irish,/ˈcɾʲiən̪ˠə/,críonna,
Connacht Irish; Munster Irish,/klˠiːvˠxɾˠʊhəx/,claíomhchruthach,
Connacht Irish; Ulster Irish,/klˠiːwxɾˠʊha/,claíomhchruthach,
,/ɾˠiːnˠ/,ríon,
Munster Irish,/ˈvˠoːt̪ˠə/,vóta,
Connacht Irish,/ˈwoːt̪ˠə/,vóta,
Ulster Irish,/ˈwɔːt̪ˠə/,vóta,
Connacht Irish,/ˈɡlˠasˠoːɡ/,glasóg,
Connacht Irish,/ˈɡl̪ˠasˠoːɡ/,glasóg,
Connacht Irish,/ˈɾˠɛbʲɑːɾˠd̪ˠ/,Roibeárd,
Munster Irish,/ˈfʲlʲʊxə/,fliuchadh,
Connacht Irish,/ˈfʲlʲʊxə/,fliuchadh,
Connacht Irish,/ˈfʲlʲɔxə/,fliuchadh,
Connacht Irish,/ˈfʲlʲʊxuː/,fliuchadh,
Ulster Irish,/ˈfʲlʲʊxu/,fliuchadh,
Munster Irish,/ˈfʲlʲʊxəx/,fliuchadh,
Connacht Irish,/ˈfʲlʲʊxətʲ/,fliuchadh,
Connacht Irish,/ˈfʲlʲɔxətʲ/,fliuchadh,
Connacht Irish,/ˈfʲlʲʊxəx/,fliuchadh,
Connacht Irish,/ˈfʲlʲɔxəəx/,fliuchadh,
Ulster Irish,/ˈfʲlʲʊxətʲ/,fliuchadh,
,/ˈpʲeːʃtʲə/,péiste,
,/ˈfˠʊl̪ˠən̠ʲ/,fulaing,
,/ˈfˠʊlˠən̠ʲ/,fulaing,
Ulster Irish,/ˈfˠɨ̞lʲən̠ʲ/,fulaing,
Ulster Irish,/ˈfˠɪl̠ʲən̠ʲ/,fulaing,
,/ˈɟɪɟɪlʲ/,gigil,
Connacht Irish,/ˈabˠəɾˠəx/,abarthach,
,/ˈoːn̪ˠə/,abhna,
Ulster Irish,/ˈaul̪ˠə/,abhlann,
Munster Irish,/ɑu/,abha,
Munster Irish,/əˈd̪ˠuənʲ/,aduain,
Munster Irish,/əˈd̪ˠuənʲə/,aduaine,
Munster Irish,/ad̪ˠˈvɑ̃ːlʲtʲ/,admháil,
Munster Irish,[ad̪ˠˈvɑ̃ːi̯lʲtʲ],admháil,
Munster Irish,/ɑd̪ˠəˈvˠɑːlʲ/,admháil,
Connacht Irish,/ˈaud̪ˠɑːlʲ/,admháil,
Connacht Irish,/ˈawd̪ˠaːlʲ/,admháil,
Ulster Irish,/ˈædʲvʲælʲ/,admháil,
Ulster Irish,/ˈædʲvʲæl̠ʲtʲ/,admháil,
Ulster Irish,/ˈædʲiː/,admhaigh,
,/ˈaɡəɾʲ/,agair,
Munster Irish,/vˠɑːk/,vác,
Connacht Irish,/wɑːk/,vác,
Ulster Irish,/wæːk/,vác,
Munster Irish,/ˈvˠɑːsˠə/,vása,
Connacht Irish,/ˈwɑːsˠə/,vása,
Ulster Irish,/ˈwæːsˠə/,vása,
Connacht Irish,/ˈɑmədʲəxə/,amaideacha,
Connacht Irish,/ˈɑnxɾˠə/,anchroí,
Connacht Irish,/əuɾˠdʲ/,oird,
Ulster Irish,/ʌɾˠdʲ/,oird,
Ulster Irish,/ɨ̞ɾˠdʲ/,oird,
,/ˈəuɾʲn̠ʲəʃ/,oirnis,Connacht Irish
Connacht Irish,/ˈɑvɾˠəsˠəx/,amhrasach,
Connacht Irish,/ˈɑ̃vɾˠəsˠəx/,amhrasach,
Connacht Irish,/ˈɑnvɾˠəsˠəx/,amhrasach,
Connacht Irish; Munster Irish,/ɑːlʲ/,áil,
Ulster Irish,/aːlʲ/,áil,
Connacht Irish,/ˌɑːɾˠd̪ˠˈiːnʲtʲən̠ʲəx/,ardintinneach,
,/ˌɑːɾˠd̪ˠˈɾˠiː/,ardrí,
Munster Irish,/ˈɑːɾˠhəx/,árthach,
Connacht Irish,/ˈɑːɾˠəx/,árthach,
Munster Irish,/iːnʲˈʃiːn̪ˠ/,insíonn,
Munster Irish,/ˈiːnʲʃən̪ˠ/,insíonn,
Connacht Irish,/ˈiːnʲʃiːn̪ˠ/,insíonn,
Connacht Irish,/ˈinʲʃoː/,inseoidh,
Connacht Irish,[ˈinʲʃɔə̯],inseoidh,
Ulster Irish,/ˈɪn̠ʲʃæhə/,inseoidh,
Ulster Irish,/ˈɨn̠ʲʃahə/,inseoidh,
Munster Irish,/ˈiːnʲʃəmʲ/,insím,
Munster Irish,[ˈiːnʲʃɪmʲ],insím,
Munster Irish,/ˈnʲiʃəmʲ/,insím,
Munster Irish,[ˈnʲiʃɪmʲ],insím,
Connacht Irish,/ˈiːnʲʃiːmʲ/,insím,
Connacht Irish,/ˈinʲʃiːmʲ/,insím,
Connacht Irish,/ˈinʲʃəmʲ/,insím,
Ulster Irish,/ˈin̠ʲʃəmˠ/,insím,
,/ˈɑːɾˠən̠ʲ/,Árainn,
,/ˈɑːɾˠl̠ʲəkənˠ/,airleacan,
Connacht Irish; Munster Irish,/ˈɑːɾˠn̠ʲə/,airne,
Ulster Irish,/ˈaːɾˠn̠ʲə/,airne,
,/ˈt̪ˠuəhəl̪ˠ/,tuathal,
,/ˈt̪ˠuəhəlˠ/,tuathal,
Ulster Irish,/ˈt̪ˠuəfəlˠ/,tuathal,
Ulster Irish,/ˈt̪ˠuəfəl̪ˠ/,tuathal,
Ulster Irish,/ˈcɾʲahnˠia(x)/,creathnach,
Ulster Irish,/ˈcɾʲahn̪ˠia(x)/,creathnach,
Connacht Irish,/ˈiːnʲʃiː/,insí,
Connacht Irish,/ˈad̪ˠɑːn̠ʲə/,Eadáine,Connacht Irish
Connacht Irish,/aˈd̪ˠoːnəx/,Eadáineach,
Connacht Irish,/ˈafʲeːləx/,aiféalach,
,/ˈafʲeːlˠə/,aiféala,
Connacht Irish,/ˈafʲeːɾˠ/,aiféala,
Connacht Irish,/ˈafʲeːlˠ/,aiféala,
Connacht Irish,/ˈæhəʃəx/,aithiseach,
,/ˈæhən̠ʲə/,aithinne,
Connacht Irish,/ˈæhn̠ʲə/,aithinne,
Connacht Irish,/ˈækəʃ/,acais,
Connacht Irish,/ˈækəʃəx/,acaiseach,
,/ˈaxmˠəɾˠtʲ/,eachmairt,
Ulster Irish,/ˈaxmˠəɾˠtʲ/,eachmairt,
Ulster Irish,/ˈaxwəɾʲc/,eachmairt,
,/ˈfˠæhnʲə/,faithne,
Munster Irish,/anʲˈhiːmʲ/,aithním,
Connacht Irish,/ˈæn̠ʲiːmʲ/,aithním,
Connacht Irish,/ˈæniːmʲ/,aithním,
Connacht Irish,/ˈænʲiːmʲ/,aithním,
Ulster Irish,/ˈɛhnʲimˠ/,aithním,
Connacht Irish,/ˈaleːmʲ/,athléim,
Connacht Irish,/ˈɑleːmʲ/,athléim,
Munster Irish,/aɾʲˈhiː/,aithrí,
Connacht Irish,/ˈæɾʲiː/,aithrí,
Ulster Irish,/ˈæhɾʲi/,aithrí,
,/ˈfʲəimʲən̪ˠəsˠ/,feidhmeannas,
,/ˈəimʲən̪ˠəsˠ/,aidhmeannas,
Ulster Irish,/ˈavʲaɾˠa(x)/,aifearach,
Munster Irish,/ˈacɪlʲiː/,aclaí,
Ulster Irish,/ˈaklˠi(ː)/,aclaí,
Ulster Irish,/ˈɛnʲəvʲɨ̞sa(x)/,ainbhiosach,
,/ˈasˠpˠɪɟ/,easpaig,
Connacht Irish,/ˈæʃˌaiɾʲə/,aiséirí,
,/ˈbʲaːl̪ˠt̪ˠənʲə/,Beáltaine,Ulster Irish
Munster Irish,/bʲeːɾˠˈl̪ˠoːɾʲəxt̪ˠ/,Béarlóireacht,
Connacht Irish,/ˈbʲeːɾˠl̪ˠoːɾʲəxt̪ˠ/,Béarlóireacht,
Ulster Irish,/ˈbʲeːɾˠl̪ˠɔɾʲa(h)t̪ˠ/,Béarlóireacht,
,/ˈbʲiːbˠl̪ˠə/,Bíobla,
,/bˠuːx/,búch,
Connacht Irish,/ˈkuːn̪ˠiː/,cónaithe,
Connacht Irish,/ˈæʃtʲəɾʲ/,aistear,
Ulster Irish,/ˈasˠt̪ˠəɾˠ/,aistear,
Connacht Irish; Munster Irish,/ˈkoːɾˠn̪ˠə/,cornadh,
Connacht Irish,/ˈkoːɾˠn̪ˠuː/,cornadh,
Ulster Irish,/ˈkɔːɾˠn̪ˠu/,cornadh,
Munster Irish,/ˈkoːɾˠn̪ˠəɡ/,cornadh,
Connacht Irish,/ˈkoːɾˠn̪ˠəvˠ/,cornadh,
Munster Irish,/ˈkoːɾˠn̪ˠəx/,cornadh,
Connacht Irish,/ˈkoːɾˠn̪ˠətʲ/,cornadh,
Connacht Irish,/ˈkoːɾˠn̪ˠəx/,cornadh,
Ulster Irish,/ˈkɔːɾˠn̪ˠətʲ/,cornadh,
Ulster Irish,/ˈkɪhɾʲəmʲ/,cothroim,
,/ˈcɾʲɛtʲə/,creidte,
Ulster Irish,/ˈcɾʲɛtʲə/,creidte,
Ulster Irish,/ˈcɾʲɪtʲə/,creidte,
Ulster Irish,/ˈkʌmˠhə/,cumfaidh,
,/ˈkasˠt̪ˠɑːlʲ/,castáil,Connacht Irish
Connacht Irish,/ˈɡau(ə)/,gabhfaidh,
Connacht Irish,/ɡoː/,gabhfaidh,
Munster Irish,/ɡəimʲ/,gabhaim,
Connacht Irish,/ɡoːmʲ/,gabhaim,
Connacht Irish,/ɡaumʲ/,gabhaim,
Ulster Irish,/ɡoːmˠ/,gabhaim,
Connacht Irish; Munster Irish,/tʲeːmʲ/,téim,
Munster Irish,/tʲəimʲ/,téim,
Ulster Irish,/tʲeːmˠ/,téim,
Ulster Irish,[tʲɛːmˠ],téim,
Munster Irish,/ɟoːd̪ˠ/,geobhad,Munster Irish
Connacht Irish; Munster Irish,/ˈiəsˠkəx/,iascach,
Ulster Irish,/ˈiəsˠka(x)/,iascach,
,/ˈbˠasˠkəʃ/,Bascais,
,/l̪ˠiːmʲ/,luím,
Connacht Irish,/l̪ˠəimʲ/,luím,
,/l̪ˠiːn̪ˠ/,luíonn,
Connacht Irish,/l̪ˠəin̪ˠ/,luíonn,
,/ˈl̪ˠiːɟiː/,luígí,
Connacht Irish,/ˈl̪ˠəiɟiː/,luígí,
,/ˈeːdʲə/,éide,
Ulster Irish,/ˈd̪ˠɔːçɪ/,dófaidh,
Ulster Irish,[ˈd̪ˠɔːi̯çɪ],dófaidh,
Connacht Irish; Munster Irish,/d̪ˠoːmʲ/,dóim,
Ulster Irish,/d̪ˠoːmˠ/,dóim,
,/fʲiːɾʲ/,fír,Munster Irish
Connacht Irish,/ˈʃcʊpˠiː/,sciobtha,
Connacht Irish,/ˈt̪ˠanˠiːxə/,tanaíocha,
,/ˈbʲoːxə/,beocha,Connacht Irish
,/ˈbˠiːxə/,buíocha,Connacht Irish
,/ˈbˠiːn̪ˠə/,buíonna,
Connacht Irish,/ˈbʲɾʲɑːxə/,breácha,Connacht Irish; Ulster Irish
Ulster Irish,/ˈbʲɾʲeːxə/,breácha,Connacht Irish; Ulster Irish
Ulster Irish,[ˈbʲɾʲɛa̯xə],breácha,Connacht Irish; Ulster Irish
,/ˈtʲɪvʲə/,tibhe,
Ulster Irish,/ˈtʲɪfʲə/,tibhe,
,/ˈd̪ˠuːxə/,dúcha,Connacht Irish
,/ˈtʲoːxə/,teocha,Connacht Irish
Ulster Irish,/ˈmˠaihiːmˠ/,maithim,
Ulster Irish,/ɨ̞lʲc/,oilc,
Connacht Irish; Munster Irish,/mˠoːɾʲ/,móir,
Ulster Irish,/mˠɔːɾʲ/,móir,
Connacht Irish; Munster Irish,/ˈmoːɾʲə/,móire,
Ulster Irish,/ˈmɔːɾʲə/,móire,
,/ˈfˠɛdʲə/,foide,Connacht Irish
,/ˈd̪ˠuːdʲə/,dúide,
,/ˈd̪ˠuːdʲən̪ˠə/,dúideanna,
,/ˈmʲɪnɪciː/,minicí,Connacht Irish
,/ˈbˠanʲənˠəx/,baineannach,
Connacht Irish; Munster Irish,/ˈbˠɛɾʲɪcəx/,boiriceach,
Ulster Irish,/ˈbˠɛɾʲɪca(x)/,boiriceach,
Connacht Irish,/ˈfˠɑːɾʲʃn̠ʲə/,fairsinge,
Ulster Irish,/ˈfˠaɾˠsˠn̠ʲə/,fairsinge,
Connacht Irish; Munster Irish,/ˈfˠɑːʃcəmʲ/,fáiscim,
Ulster Irish,/ˈfˠaːʃcəmˠ/,fáiscim,
Connacht Irish,/ˈfˠɑnəmʲ/,fanaim,
Munster Irish,/ˈɑxəɾˠən̪ˠ/,achrann,
Munster Irish,/ˈaxəɾˠn̪ˠəx/,achrannach,
Connacht Irish,/ɡoːx/,gabhadh,
Connacht Irish,/ɡoːtʲ/,gabhadh,
Connacht Irish,/ˈɡauəx/,gabhadh,
Connacht Irish,/ɡautʲ/,gabhadh,
,/ˈɡauədʲiːʃ/,gabhaidís,
Connacht Irish,/ˈɡauəd̪ˠ/,gabhfad,
,/ˈɡohiː/,gabhaidh,Connacht Irish; Munster Irish
Ulster Irish,/ˈdʲɪn̠ʲʃiːsˠt̪ˠiː/,d'insítí,
Ulster Irish,/ˈɪn̠ʲʃæhə/,inseochaidh,Ulster Irish
Ulster Irish,/ˈɨn̠ʲʃahə/,inseochaidh,Ulster Irish
Connacht Irish,/ˈdʲiːnʲʃoːtʲ/,d'inseodh,
Connacht Irish,/ˈiːnʲʃoːtʲ/,inseodh,
Munster Irish,/(ə)ˈnʲoːsˠəd̪ˠ/,inneosad,
Connacht Irish,/ˈiːsˠətʲ/,íosfadh,
Ulster Irish,/ˈiːsˠətʲ/,íosfadh,
,/tʲeːdʲ/,téid,Ulster Irish
,/t̪ˠiə/,toighe,
,/ˈfˠɑːsˠəmʲ/,fásaim,
Ulster Irish,/ˈfʲal̪ˠhə/,feallfaidh,
Connacht Irish,/ˈfʲɪhəmʲ/,fím,
Connacht Irish,/ˈfˠoːlˠəmˠə/,foghlamtha,
Connacht Irish,/ˈfˠoːl̪ˠəmˠə/,foghlamtha,
Munster Irish,/ˈfˠɞl̪ˠkəmʲ/,folcaim,
Connacht Irish,/ˈfˠɔlˠkəmʲ/,folcaim,
Connacht Irish,/ˈfˠɔl̪ˠkəmʲ/,folcaim,
Connacht Irish,/ˈɡalʲəvʲə/,Gaillimhe,
Munster Irish,/ˈɡɑ̃un̪ˠə/,gamhna,
Munster Irish,/mʲɑ̃ːn̪ˠˈeːsˠ/,meánaois,
Munster Irish,[mʲɑ̃ːn̪ˠˈëːsˠ],meánaois,
,/ˈɟal̪ˠən̪ˠ/,geallann,
