tags,ipa,word,tags_
Ulster Irish,/sˠæːɾˠ/,sár,
Ulster Irish,/ʃɪn̠ʲ/,seinn,
,/ˈɪn̠ʲə/,inne,
Munster Irish; Munster Irish,/ˈɪɲə/,inne,
,/l̠ʲɪsˠ/,lios,
,/l̠ʲʊsˠ/,lios,
Munster Irish,/ˈfˠɑl̪ˠə/,falla,Munster Irish
,/fˠuːn̠ʲ/,fúinn,
Ulster Irish,/bʲein̠ʲ/,beinn,
,/ˈkʊmˠən̪ˠ/,cumann,
Connacht Irish; Munster Irish,/dʲoːɾˠ/,deor,
Ulster Irish,/dʲɔːɾˠ/,deor,
,/ˈiːsˠə/,Íosa,
,/ˈmˠad̪ˠɾˠə/,madra,
,[ˈpˠɔsˠt̪ˠə],posta,Connacht Irish
,/ˈpˠlˠacɪ/,plaice,
,/fˠaɾˠk/,farc,Connacht Irish
,/dʲeː/,dé,
,/ˈkɑɾˠə/,cara,
,/ˈkaɾˠə/,cara,
,/bʲaːɾˠn̪ˠ/,bearn,Ulster Irish
Connacht Irish; Munster Irish,/ˈkol̪ˠə/,codladh,
Connacht Irish,/ˈkol̪ˠuː/,codladh,
Ulster Irish,/ˈkʌl̪ˠuː/,codladh,
Ulster Irish,/d̪ˠãw/,damh,
Ulster Irish,/d̪ˠʊ̃h/,damh,
,/mˠuːsˠ/,mús,
,/ˈl̪ˠaŋɡə/,langa,
,/ɟɪɲ/,ging,Ulster Irish
,/ˈkamˠə/,cama,
,/ˈfʲɪn̠ʲə/,finne,
,/ɪnˠsˠ/,ins,
Munster Irish,/l̪ˠeː/,lao,
Connacht Irish,/l̪ˠiː/,lao,
Ulster Irish,/l̪ˠiː/,lao,
Ulster Irish,/l̪ˠɯː/,lao,
Munster Irish; Munster Irish,/ˈɟaiɾʲə/,geimhreadh,
Munster Irish; Munster Irish; Munster Irish,/ˈɟiːɾʲə/,geimhreadh,
Connacht Irish; Connacht Irish,/ˈɟiːvʲɾʲə/,geimhreadh,
Connacht Irish; Connacht Irish,/ˈɟivʲɾʲuː/,geimhreadh,
Connacht Irish,/ˈɟĩvʲɾʲuː/,geimhreadh,
Connacht Irish,/ˈɟɛvʲɾʲu/,geimhreadh,
Ulster Irish,/ˈɟɛvʲɾʲuː/,geimhreadh,
Ulster Irish,/ˈɟɨ̃vʲɾʲu/,geimhreadh,
,/tʲasˠ/,teas,
Connacht Irish,/tʲæsˠ/,teas,
,/tʲɛpʲ/,teip,
Munster Irish,/aimʲ/,im,
Munster Irish; Connacht Irish; Munster Irish,/iːmʲ/,im,
Connacht Irish,/imʲ/,im,
Ulster Irish,/ɨmʲ/,im,
,/imˠ/,im,Munster Irish
Munster Irish,/sˠɑ̃u(ə)nʲ/,Samhain,
Connacht Irish,/sˠəunʲ/,Samhain,
Connacht Irish,/ˈsˠɑvˠən/,Samhain,
Ulster Irish,/ˈsˠãuwənʲ/,Samhain,
Connacht Irish; Munster Irish,/coː/,ceo,
Ulster Irish,/cɔː/,ceo,
Munster Irish; Ulster Irish,/bˠɪnʲ/,bain,
Connacht Irish,/bˠanʲ/,bain,
Connacht Irish,/bˠænʲ/,bain,
,/ˈiːnʲə/,Aoine,
Munster Irish,/eːn̪ˠ/,aon,
Connacht Irish,/iːn̪ˠ/,aon,
Ulster Irish,/iːnˠ/,aon,
Ulster Irish,/iːn̪ˠ/,aon,
Ulster Irish,/ɯːnˠ/,aon,
,/eːn̪ˠ/,aon,
,/eːnˠ/,aon,
Ulster Irish,/eːnˠ/,aon,
Ulster Irish,/eːn̪ˠ/,aon,
Ulster Irish,/ɤːnˠ/,aon,
Munster Irish,/bˠuən̪ˠ/,buan,
Connacht Irish,/bˠuənˠ/,buan,
Connacht Irish,/bˠuən̪ˠ/,buan,
Ulster Irish,/bˠiːnˠ/,buan,
Ulster Irish,/bˠiːn̪ˠ/,buan,
Ulster Irish,/bˠɯːnˠ/,buan,
,/ɡeːl̪ˠ/,Gael,
,/ɡeːlˠ/,Gael,
,/eː/,é,
,/ə/,é,
,/ʃɔ/,seo,
,/bˠɾˠod̪ˠ/,brod,
,/t̪ˠuə/,tuath,
Connacht Irish; Munster Irish,/bˠɑːlˠ/,bál,
Ulster Irish,/bˠæːlˠ/,bál,
Munster Irish,/sˠɑːl̪ˠ/,sál,
Connacht Irish,/sˠɑːlˠ/,sál,
Connacht Irish,/sˠɑːl̪ˠ/,sál,
Ulster Irish,/sˠaːlˠ/,sál,
Ulster Irish,/sˠaːl̪ˠ/,sál,
,/bˠuː/,bú,
Connacht Irish; Munster Irish,/ˈbˠɑːɾˠdˠə/,barda,
Ulster Irish,/ˈbˠæːɾˠdˠə/,barda,
,/ɟan̪ˠ/,gean,
,/ɟanˠ/,gean,
Munster Irish,/fʲlʲɯx/,fliuch,
Connacht Irish,/fʲlʲɔx/,fliuch,
Connacht Irish,/fʲlʲɞx/,fliuch,
Ulster Irish,/fʲlʲɨ̞x/,fliuch,
Ulster Irish,/fʲlʲʌx/,fliuch,
Ulster Irish,/fʲlʲʊx/,fliuch,
Ulster Irish,/fʲlʲɔx/,fliuch,
,/kuəx/,cuach,
Munster Irish,/ˈd̪ˠɑ̃ũn̪ˠ/,domhan,
Connacht Irish,/ˈd̪ˠaʊən/,domhan,
Connacht Irish,/ˈd̪ˠaʊn̪ˠ/,domhan,
Ulster Irish,/d̪ˠoːnˠ/,domhan,
Ulster Irish,/d̪ˠoːn̪ˠ/,domhan,
Ulster Irish,/ˈd̪ˠãʊ̃wənˠ/,domhan,
Ulster Irish,/ˈd̪ˠãʊ̃wən̪ˠ/,domhan,
Connacht Irish,/ˈalˠəbˠənˠəx/,Albanach,
Connacht Irish,/ˈal̪ˠəbˠən̪ˠəx/,Albanach,
Ulster Irish,/ˈalˠəbˠənˠa(x)/,Albanach,
Ulster Irish,/ˈal̪ˠəbˠən̪ˠa(x)/,Albanach,
Munster Irish,/ʃlʲiəvˠ/,sliabh,
Connacht Irish,/ʃl̠ʲiəvˠ/,sliabh,
Connacht Irish; Ulster Irish,/ʃl̠ʲiəw/,sliabh,
Ulster Irish,/ˈl̪ˠʌn̪ˠd̪ˠʊh/,lon dubh,
,[sˠʊvˠ],subh,
,[sˠʊw],subh,
,[sˠuː],subh,
Munster Irish,/ˈɡʌɾˠəmˠ/,gorm,
Connacht Irish,/ˈɡɔɾˠəmˠ/,gorm,
Connacht Irish,/ˈɡɞɾˠəmˠ/,gorm,
Ulster Irish,/ˈɡɔɾˠəmˠ/,gorm,
Munster Irish,/fˠəˈkl̪ˠoːɾʲ/,foclóir,
Connacht Irish,/ˈfˠɔklˠoːɾʲ/,foclóir,
Ulster Irish,/ˈfˠʌkl̪ˠɔɾʲ/,foclóir,
Connacht Irish; Munster Irish,/bˠɑuɾˠ/,bodhar,
Ulster Irish,/bˠoːɾˠ/,bodhar,
,/ˈal̪ˠə/,eala,
,/ˈalˠə/,eala,
,/bˠɾˠɔk/,broc,
Munster Irish,/lʲeːmʲ/,léim,
Connacht Irish; Ulster Irish,/l̠ʲeːmʲ/,léim,
Connacht Irish,/l̠ʲeːmʲ/,léim,
Ulster Irish,/ˈl̠ʲeːjəmˠ/,léim,
Ulster Irish,[ˈl̠ʲɛi̯jəmˠ],léim,
,[ˈɾˠiːɡə],ríoga,
,/ɾˠiː/,rí,
Munster Irish,/bˠau(n̪ˠ)ˈɾˠiːnʲ/,banríon,
Connacht Irish; Connacht Irish,/ˈbʲænɾˠiən/,banríon,
Connacht Irish; Connacht Irish,/ˈbˠɑːn̪ˠɾˠiən̪ˠ/,banríon,
Connacht Irish,[ˈbˠɑːn̪ˠtɾˠiən̪ˠ],banríon,
Connacht Irish,/ˈbˠanˠɾˠiːnˠ/,banríon,
Ulster Irish,/ˈbˠaːnˠˌɾˠiːnˠ/,banríon,
Ulster Irish,[ˈbˠaːnˠˌrˠiːnˠ],banríon,
Ulster Irish,/ˈbˠaːɾˠi(ː)nʲ/,banríon,
,/dʲɪɲ(ɟ)/,ding,
,/mʲiː/,mí,
Munster Irish,/bʲəˈn̪ˠaxt̪ˠ/,beannacht,
Connacht Irish,/ˈbʲan̪ˠəxt̪ˠ/,beannacht,
Ulster Irish,/ˈbʲan̪ˠa(x)t̪ˠ/,beannacht,
Munster Irish,/ˈn̪ˠɔl̪ˠɪɟ/,Nollaig,
Connacht Irish,/ˈn̪ˠolˠəc/,Nollaig,
Connacht Irish,/ˈn̪ˠol̪ˠəc/,Nollaig,
Ulster Irish,/ˈn̪ˠʌl̪ˠic/,Nollaig,
,/tʲiːɾʲ ˈvˠaskəx/,Tír Bhascach,
,/lʲɛd̪ˠ(ə)ˈhɔlʲ/,le do thoil,
,/ˈinʲiʃ/,inis,
,/ˈɪn̠ʲiʃ/,inis,
Munster Irish,/ˈɪnʲɪʃ/,inis,
Munster Irish; Munster Irish,/ˈnʲɪʃ/,inis,
Connacht Irish; Ulster Irish,/ˈɪn̠ʲɪʃ/,inis,
,/ˈat̪ˠə/,ata,
,/ˈsˠɔɾʲəbʲɪʃ/,Soirbis,
,/eː/,ae,
Ulster Irish,/əi̯/,ae,
Connacht Irish; Munster Irish,[ˈt̪ˠiːʃəx],taoiseach,
Ulster Irish,[ˈt̪ˠiːʃax],taoiseach,
Ulster Irish,[ˈt̪ˠiːʃah],taoiseach,
Munster Irish,/l̪ˠux/,luch,
Munster Irish,/l̪ˠɯx/,luch,
Connacht Irish,/l̪ˠɔx/,luch,
Ulster Irish,/l̪ˠʌx/,luch,
,/l̪ˠuəx/,luach,
Ulster Irish,/l̪ˠɔx/,luach,
,/ˈmˠaxə/,Macha,
,/cɾʲi(h)/,crith,
,/cɾʲiç/,crith,
Munster Irish,/cɾʲɨh/,crith,
Connacht Irish; Munster Irish,/ˈkʊmˠə/,cuma,
Ulster Irish,/ˈkʌmˠə/,cuma,
,/ˈfˠʊsˠə/,fusa,
Munster Irish,/ɡl̪ˠɑk/,glac,
Connacht Irish; Ulster Irish,/ɡlˠak/,glac,
Connacht Irish; Ulster Irish,/ɡl̪ˠak/,glac,
Ulster Irish,/ʌŋ(ɡ)/,ung,
,/t̪ˠuə/,tua,
,/h/,th',Munster Irish
Connacht Irish; Munster Irish,/ˈɟɪbʲə/,gibe,
Ulster Irish,/ˈɟɨ̞bʲə/,gibe,
Munster Irish,/d̪ˠɾˠoumˠ/,drom,
Munster Irish,/d̪ˠɾˠəumˠ/,drom,
Munster Irish,/ˈd̪ˠɑɾˠə/,dara,
Connacht Irish; Ulster Irish,/ˈd̪ˠaɾˠə/,dara,
Munster Irish,/ˈkɔn̪ˠəxt̪ˠ/,Connacht,
Connacht Irish,/ˈkʊn̪ˠəxt̪ˠ/,Connacht,
Ulster Irish,/ˈkʌn̪ˠa(x)t̪ˠ/,Connacht,
Munster Irish,/cun̪ˠ/,cion,
Connacht Irish; Connacht Irish,/cinˠ/,cion,
Connacht Irish,/cɞnˠ/,cion,
Connacht Irish; Connacht Irish,/cin̪ˠ/,cion,
Connacht Irish; Connacht Irish; Connacht Irish,/cunˠ/,cion,
Ulster Irish,/cɨnˠ/,cion,
Ulster Irish,/cɨn̪ˠ/,cion,
,/l̪ˠɪdʲ/,luid,
Connacht Irish,/kaul̪ˠ/,coll,
Connacht Irish,/kol̪ˠ/,coll,
Ulster Irish,/kal̪ˠ/,coll,
Connacht Irish; Munster Irish,/l̪ˠʊxt̪ˠ/,lucht,
Connacht Irish,/l̪ˠɔxt̪ˠ/,lucht,
Ulster Irish,/l̪ˠʌxt̪ˠ/,lucht,
Munster Irish,/ʃɪˈn̪ˠɑx/,sionnach,
Connacht Irish,/ˈʃɪn̪ˠəx/,sionnach,
Ulster Irish,/ˈʃɪn̪ˠa(x)/,sionnach,
,[n̠ʲiəl̪ˠ],Niall,
Connacht Irish; Munster Irish,/oː/,ó,
Ulster Irish,/ɔː/,ó,
Connacht Irish; Munster Irish,/l̪ˠʊsˠ/,lus,
Ulster Irish,/l̪ˠʌsˠ/,lus,
Munster Irish,/ˈʌɾˠəmˠ/,orm,
Connacht Irish; Ulster Irish; ,/ˈɔɾˠəmˠ/,orm,
Connacht Irish; Ulster Irish; ,/(ə)ɾˠmˠ/,orm,
Connacht Irish; Munster Irish,/ˈɔl̪ˠəvˠ/,ollamh,
Connacht Irish,/ˈɔl̪ˠuː/,ollamh,
Ulster Irish,/ˈɔl̪ˠu/,ollamh,
,/ɔɾˠt̪ˠ/,ort,
,/iː/,aoi,
,[ˈɔsˠə],osa,
,[ˈpˠɔl̪ˠə],polla,
,/ˈaxəɾˠ/,achar,
Connacht Irish; Ulster Irish,/ɾˠan̪ˠ/,rann,
Munster Irish,/ɾˠɑh/,rath,
Connacht Irish,/ɾˠa/,rath,
Ulster Irish,/ɾˠah/,rath,
Munster Irish,/d̪ˠɔl̪ˠ/,dol,
Connacht Irish,/d̪ˠɔlˠ/,dol,
Ulster Irish,/d̪ˠɔlˠ/,dol,
Ulster Irish,/d̪ˠʌlˠ/,dol,
Connacht Irish; Munster Irish,/ˈpˠiːn̠ʲtʲə/,pointe,
Connacht Irish; Ulster Irish,/ˈpˠɪn̠ʲtʲə/,pointe,
Munster Irish,/ˈmˠɑl̪ˠə/,mala,
Connacht Irish,/ˈmˠalˠə/,mala,
Connacht Irish,/ˈmˠal̪ˠə/,mala,
Ulster Irish,/ˈmˠɔlˠi/,mala,
Ulster Irish,/ˈmˠɔl̪ˠi/,mala,
,/ˈkɔɾˠə/,cora,
Munster Irish,/ʃlʲɑːn̪ˠ/,sleán,
Connacht Irish,/ʃl̠ʲɑːnˠ/,sleán,
Connacht Irish,/ʃl̠ʲɑːn̪ˠ/,sleán,
Ulster Irish,/ʃl̠ʲaːnˠ/,sleán,
Ulster Irish,/ʃl̠ʲaːn̪ˠ/,sleán,
Munster Irish,/t̪ˠɑʃ/,tais,
Connacht Irish,/t̪ˠaʃ/,tais,
Ulster Irish,/t̪ˠæʃ/,tais,
Connacht Irish; Munster Irish,/ɾˠoːsˠ/,rós,
Ulster Irish,/ɾˠɔːsˠ/,rós,
Munster Irish,/l̪ˠɑumˠ/,lom,
Munster Irish,/l̪ˠoumˠ/,lom,
Connacht Irish,/l̪ˠuːmˠ/,lom,
Connacht Irish,/l̪ˠʊmˠ/,lom,
Ulster Irish,/l̪ˠʌmˠ/,lom,
Connacht Irish; Munster Irish,/fˠɔsˠ/,fos,
Ulster Irish,/fˠʌsˠ/,fos,
Connacht Irish; Munster Irish,/ˈaʃtʲə/,aisti,
Connacht Irish,/ˈæʃtʲə/,aisti,
,/ˈsˠʊlˠə/,sula,
,/ˈt̪ˠaɡə/,taga,
,/ɟal̪ˠ/,geal,
,/ɟalˠ/,geal,
,/ˈɾˠiːvˠəɾʲə/,ríomhaire,
,/uən̪ˠ/,uan,
,/uənˠ/,uan,
,/uːn̪ˠ/,uan,
,/uːnˠ/,uan,
Connacht Irish; Munster Irish,/ˈkɔsˠt̪ˠəsˠ/,costas,
Ulster Irish,/ˈkʌsˠt̪ˠəsˠ/,costas,
Munster Irish,/ˈhɑt̪ˠə/,hata,
Connacht Irish; Ulster Irish,/ˈhat̪ˠə/,hata,
Munster Irish,/mˠɔl̪ˠ/,mol,
Connacht Irish,/mˠɔlˠ/,mol,
Connacht Irish,/mˠɔl̪ˠ/,mol,
Ulster Irish,/mˠʌlˠ/,mol,
Ulster Irish,/mˠʌl̪ˠ/,mol,
Connacht Irish; Munster Irish,/ˈd̪ˠɪnʲə/,duine,
Ulster Irish,/ˈd̪ˠɪnʲə/,duine,
Ulster Irish,/ˈd̪ˠɪn̠ʲə/,duine,
,/ˈuəsˠəl̪ˠ/,uasal,
,/ˈuəsˠəlˠ/,uasal,
,/ˈd̪ˠɔɾˠəxə/,dorcha,
Munster Irish,/ˈd̪ˠʌɾˠəxə/,dorcha,
Connacht Irish,/ˈd̪ˠɔɾˠəxə/,dorcha,
Connacht Irish,/ˈd̪ˠɞɾˠəxə/,dorcha,
Munster Irish,/ˈd̪ˠʌɾˠən̪ˠ/,dorn,
Connacht Irish,/d̪ˠoːɾˠn̪ˠ/,dorn,
Connacht Irish,/ˈd̪ˠɔɾˠən/,dorn,
Ulster Irish,/d̪ˠɔːɾˠn̪ˠ/,dorn,
Connacht Irish; Munster Irish,/ˈl̪ˠɔkə/,loca,
Ulster Irish,/ˈl̪ˠʌkə/,loca,
Munster Irish,/ˈuəʃlʲə/,uaisle,
Connacht Irish; Ulster Irish,/ˈuəʃl̠ʲə/,uaisle,
,/mˠɪɾʲ/,muir,
,/ˈkɞl̠ʲə/,coille,
Munster Irish,/ɡeːh/,gaoth,
Connacht Irish; Ulster Irish,/ɡiː/,gaoth,
Connacht Irish; Ulster Irish,/ɡɯː/,gaoth,
,/ɟɾʲiən̪ˠ/,grian,
,/ɟɾʲiənˠ/,grian,
Munster Irish,/ˈt̪ˠɑl̪ˠəvˠ/,talamh,
Connacht Irish; Connacht Irish,/ˈt̪ˠalˠə/,talamh,
Connacht Irish,/ˈt̪ˠɑlˠ(h)ə/,talamh,
Connacht Irish; Connacht Irish,/ˈt̪ˠaːl̪ˠə/,talamh,
Connacht Irish; Connacht Irish,/ˈt̪ˠalˠuː/,talamh,
Ulster Irish,/ˈt̪ˠalˠu(ː)/,talamh,
Ulster Irish,/ˈt̪ˠɔlˠu(ː)/,talamh,
Munster Irish,/ˈɑn̪ˠəmˠ/,anam,
Connacht Irish,/ˈɑnəmˠ/,anam,
Connacht Irish; Connacht Irish; Ulster Irish,/ˈanˠəmˠ/,anam,
Connacht Irish; Connacht Irish; Ulster Irish,/ˈan̪ˠəmˠ/,anam,
Connacht Irish; Munster Irish,/ˈbˠɛɾʲən̪ˠəx/,boireannach,
Ulster Irish,/ˈbˠɛɾʲən̪ˠa(h)/,boireannach,
Ulster Irish,/ˈbʲaːx/,beathach,Ulster Irish
,/t̪ˠɪɟ/,tuig,
Ulster Irish,/t̪ˠɨ̞ɟ/,tuig,
Connacht Irish; Munster Irish,/ˈɡɾˠuəɡəx/,gruagach,
Ulster Irish,/ˈɡɾˠuəɡa(x)/,gruagach,
,/ɡɾˠuəɡ/,gruag,Connacht Irish; Ulster Irish
Munster Irish,/d̪ˠax/,dath,
Munster Irish,/d̪ˠɑh/,dath,
Connacht Irish; Ulster Irish,/d̪ˠah/,dath,
Ulster Irish,/ɟɾʲin̠ʲ/,grinn,
Munster Irish,/bʲaiɲ/,binn,
Munster Irish,/bʲiːnʲ/,binn,
Connacht Irish,/bʲiːn̠ʲ/,binn,
Connacht Irish; Ulster Irish,/bʲɪn̠ʲ/,binn,
Connacht Irish,/ˈmˠaʃəx/,maiseach,
Ulster Irish,/ˈmˠaʃa(h)/,maiseach,
,/ˈmˠaʃə/,maise,
Munster Irish,/ˈkiːnʲə/,cuimhne,
Connacht Irish,/ˈkimʲnʲə/,cuimhne,
Connacht Irish,/ˈkivʲnʲə/,cuimhne,
Connacht Irish,/ˈkiːmʲɾʲə/,cuimhne,
Connacht Irish,/ˈkimʲɾʲə/,cuimhne,
Connacht Irish,/ˈkiːmʲnʲə/,cuimhne,
Connacht Irish,/ˈkiːnʲə/,cuimhne,
Connacht Irish,/ˈkĩvʲnʲə/,cuimhne,
Ulster Irish,/ˈkɨmʲnʲə/,cuimhne,
Ulster Irish,/ˈkɨ̃vʲnʲə/,cuimhne,
Munster Irish,/ˈmˠɑɾˠəvˠ/,marbh,
Connacht Irish,/ˈmˠaɾˠuː/,marbh,
Ulster Irish,/ˈmˠaɾˠu/,marbh,
Munster Irish; Munster Irish,/ˈtʲɪɲəsˠ/,tinneas,
Munster Irish,/ˈtʲɪnʲəsˠ/,tinneas,
Connacht Irish; Ulster Irish,/ˈtʲɪn̠ʲəsˠ/,tinneas,
Munster Irish,/ˈd̪ˠɔn̪ˠə/,dona,
Connacht Irish,/ˈd̪ˠɔnˠə/,dona,
Connacht Irish,/ˈd̪ˠɔn̪ˠə/,dona,
Ulster Irish,/ˈd̪ˠʌnˠə/,dona,
Ulster Irish,/ˈd̪ˠʌn̪ˠə/,dona,
,/ˈpʲɪɲcɪ/,pince,
,/ɟak/,geac,
Munster Irish,/ˈfˠɑl̪ˠə/,fala,
Connacht Irish,/ˈfˠɑlə/,fala,
Connacht Irish; Connacht Irish; Ulster Irish,/ˈfˠalˠə/,fala,
Connacht Irish; Connacht Irish; Ulster Irish,/ˈfˠal̪ˠə/,fala,
,/fʲiəɾˠ/,fiar,
,/l̠ʲak/,leac,
Connacht Irish,/l̠ʲæk/,leac,
,/ˈl̠ʲɛtʲə/,leite,
Connacht Irish; Munster Irish,/ɡɔɾˠ/,gor,
Ulster Irish,/ɡʌɾˠ/,gor,
Connacht Irish; Munster Irish,/ˈɡɾˠuə/,grua,
Ulster Irish,/ˈɡɾˠuəj/,grua,
Ulster Irish,[ˈɡɾˠui̯],grua,
Munster Irish,/keːl̪ˠ/,caol,
Munster Irish,[këːə̯l̪ˠ],caol,
Connacht Irish,/kiːlˠ/,caol,
Connacht Irish,/kiːl̪ˠ/,caol,
Ulster Irish,/kiːlˠ/,caol,
Ulster Irish,/kiːl̪ˠ/,caol,
Ulster Irish,/kɯːlˠ/,caol,
Connacht Irish,/ɡɑːn̪ˠ/,gann,
Ulster Irish,/ɡan̪ˠ/,gann,
,/ˈɛlʲə/,eile,
,/n̪ˠiː/,naoi,
Munster Irish,[ˈt̪ˠɑɡəd̪ˠ],tagad,Munster Irish
,/fˠuəɾˠ/,fuar,
Ulster Irish,/fˠuəɾˠ/,fuar,
Ulster Irish,[fˠɪəɾˠ],fuar,
,/mʲaɾˠ/,mear,
Connacht Irish; Munster Irish,/fʲoː/,feo,
Ulster Irish,/fʲɔː/,feo,
Connacht Irish; Munster Irish,/t̪ˠʊɾˠ/,tur,
Ulster Irish,/t̪ˠʌɾˠ/,tur,
,/mˠ/,m',
,/mʲ/,m',
,[ˈmˠaɾˠə],mara,Connacht Irish
Munster Irish,/ˈɑsˠəl̪ˠ/,asal,
Connacht Irish,/ˈɑsˠəlˠ/,asal,
Connacht Irish; Connacht Irish; Ulster Irish,/ˈasˠəlˠ/,asal,
Connacht Irish; Connacht Irish; Ulster Irish,/ˈasˠəl̪ˠ/,asal,
Connacht Irish; Munster Irish,/ʊɾˠ/,ur-,
Ulster Irish,/ʌɾˠ/,ur-,
Connacht Irish,/ˈɪnʲtʲə/,inti,
Connacht Irish,/ˈɪn̠ʲtʲə/,inti,
Connacht Irish,/ˈiːn̠ʲtʲə/,inti,
,/ˈpˠʊsˠə/,pusa,
Connacht Irish; Munster Irish; Ulster Irish,/ˈfʲɪhə/,fiche,
Connacht Irish,/fʲiː/,fiche,
Connacht Irish,/ˈfʲɪçə/,fiche,
,/ˈɪnˠə/,ina,
,/ˈbˠanˠə/,banna,
,/ˈbˠɾˠoːd̪ˠ/,bród,
Connacht Irish,/ˈcinʲə/,cine,
Connacht Irish; Connacht Irish; ,/ˈcin̠ʲə/,cine,
Connacht Irish; Ulster Irish,/ˈcinʲuː/,cine,
,/clʲeː/,clé,
Connacht Irish,/clʲiː/,clé,
,/kɪɾʲ/,cuir,
,/fʲiə/,fia,
,/ˈiəɾˠən̪ˠ/,iarann,
,/iəsˠk/,iasc,
Connacht Irish; Munster Irish,/sˠɑːsˠ/,sás,
Ulster Irish,/sˠæːsˠ/,sás,
Munster Irish,/ˈt̪ˠɑɾˠəvˠ/,tarbh,
Connacht Irish; Ulster Irish,/ˈt̪ˠaɾˠuː/,tarbh,
,/ˈt̪ˠuːɾˠ/,túr,
,/ˈɾˠosˠt̪ˠə/,rosta,
Munster Irish,/d̪ˠaul̪ˠ/,dall,
Connacht Irish,/d̪ˠɑːl̪ˠ/,dall,
Connacht Irish; Ulster Irish,/d̪ˠal̪ˠ/,dall,
,/ˈaɡə/,aga,
,/tʲiː/,tí,
,/uːsˠ/,ús,
,/casˠ/,ceas,
,/ˈdʲɪlʲ/,dil,
,/ˈl̪ˠapˠə/,lapa,
,/ˈmˠʊɾˠə/,mura,
Ulster Irish; ,/ˈmˠəɾˠ/,mura,
Connacht Irish; Munster Irish,/kɑːɾˠn̠ʲ/,cairn,
Ulster Irish,/kaːɾˠn̠ʲ/,cairn,
,/ˈɪnˠəɾˠ/,inar,
,[mˠamˠ],mam,
,/capˠ/,ceap,
Connacht Irish,[cæːpˠ],ceap,
Munster Irish; Munster Irish,/cəiɲ/,cinn,
Munster Irish,/ciːnʲ/,cinn,
Connacht Irish,/ciːn̠ʲ/,cinn,
Connacht Irish; Ulster Irish,/cɪn̠ʲ/,cinn,
,/dʲɛd̪ˠ/,ded,Munster Irish
,/ˈd̪ˠɾˠaɡənˠ/,dragan,
,/l̪ˠɔk/,loc,
Connacht Irish; Munster Irish,/n̪ˠɑː/,ná,
Ulster Irish,/n̪ˠa(ː)/,ná,
Munster Irish,/ˈsˠɔn̪ˠə/,sona,
Munster Irish,/ˈsˠɞn̪ˠə/,sona,
Connacht Irish,/ˈsˠʊnˠə/,sona,
Connacht Irish,/ˈsˠʊn̪ˠə/,sona,
,/ˈsˠt̪ˠakə/,staca,
Munster Irish,/ʃɑːn̪ˠ/,Seán,
Connacht Irish,/ʃɑːnˠ/,Seán,
Connacht Irish,/ʃɑːn̪ˠ/,Seán,
Ulster Irish,/ʃaːnˠ/,Seán,
Ulster Irish,/ʃaːn̪ˠ/,Seán,
Munster Irish,/ˈsˠt̪ˠɞk/,stoc,
Connacht Irish,/ˈsˠt̪ˠɔk/,stoc,
Ulster Irish,/ˈsˠt̪ˠʌk/,stoc,
,/ˈanʲəmʲnʲəxə/,ainmneacha,
Connacht Irish,/ˈanʲəmʲnʲəxiː/,ainmneacha,
Ulster Irish,/ˈanʲəmʲnʲaxə/,ainmneacha,
,/kuː/,cú,
Connacht Irish; Munster Irish,/ˈɡai(ə)ɾˠ/,gadhar,
Connacht Irish; Munster Irish,/ˈɡəi(ə)ɾˠ/,gadhar,
Ulster Irish,/ɡeːɾˠ/,gadhar,
Ulster Irish,/ɡɤːɾˠ/,gadhar,
,/ˈpˠɔt̪ˠə/,pota,
,/ˈɾˠɪn̠ʲə/,Rinne,
Munster Irish,/ˈfˠɑːlʲtʲə/,fáilte,
Munster Irish,/ˈfˠɑːlʲhə/,fáilte,
Connacht Irish; Ulster Irish,/ˈfˠɑːlʲtʲə/,fáilte,
Connacht Irish; Ulster Irish,/ˈfˠɑːl̠ʲtʲə/,fáilte,
,/ˈɡlˠaʃə/,glaise,
Ulster Irish,/ˈɡlˠɨ̞ʃə/,glaise,
Ulster Irish,/ˈkʌl̪ˠə/,colla,
Munster Irish; Ulster Irish,/fʲɨ̞sˠ/,fios,
Connacht Irish,/fʲɪsˠ/,fios,
Munster Irish,/nʲiəvˠ/,Niamh,
Connacht Irish; Ulster Irish,/n̠ʲiəw/,Niamh,
,/ˈtʲəil̪ˠəx/,teaghlach,
,/ˈtʲəilˠəx/,teaghlach,
Connacht Irish,/ˈtʲæːl̪ˠəx/,teaghlach,
Ulster Irish,/ˈtʲɨ̞ɣəlˠa(x)/,teaghlach,
Ulster Irish,/ˈtʲɨ̞ɣəl̪ˠa(x)/,teaghlach,
,/ˈsˠɔl̪ˠəsˠ/,solas,
,/ˈsˠɔlˠəsˠ/,solas,
Munster Irish,/kɾˠiːvˠ/,craobh,
Connacht Irish; Ulster Irish,/kɾˠiːw/,craobh,
Connacht Irish; Munster Irish,/ˈfˠɑːɡə/,fága,
Ulster Irish,/ˈfˠæːɡə/,fága,
Connacht Irish; Munster Irish,/t̪ˠɑːlˠ/,tál,
Ulster Irish,/t̪ˠæːlˠ/,tál,
Connacht Irish,/ˈcan̪ˠəx/,ceannach,
Ulster Irish,/ˈcan̪ˠa(h)/,ceannach,
,/cad̪ˠ/,cead,
Connacht Irish,/cæd̪ˠ/,cead,
Connacht Irish,[cæːd̪ˠ],cead,
