word,tags,ipa,results
calma,,"ˈkalˠəmˠə, ˈkal̪ˠəmˠə",kɑl̪mˠə
ghlinne,,ˈjlʲin̠ʲə,ɣl̪ɪn̠ʲə
mbád,Munster; Connacht,ˈmˠɑːd̪ˠ,mˠɑd̪
-tí,,tʲiː,tʲɪ
mbod,,mˠɔd̪ˠ,mˠɔd̪
smólach,Connacht,ˈsˠmˠoːlˠəx,sˠmˠɔl̪əx
buarach,Munster; Connacht,ˈbˠuəɾˠəx,bˠuaɾˠəx
éilím,Connacht,ˈeːlʲiːmʲ,ɛl̪imʲ
cleasach,Munster; Connacht,ˈclʲasˠəx,kl̪ɑsˠəx
canach,Connacht,ˈkanˠəx,kɑn̪əx
árasán,Connacht,ˈɑːɾˠəsˠɑːnˠ,ɑɾˠəsˠən̪
shéabraí,,ˈheːbˠɾˠiː,ç'ɑbʲɾʲi
veigeatóir,Connacht,ˈvʲɛɟɪt̪ˠoːɾʲ,vɛɟitʲiɾʲ
fíon geal,,ˌfʲiːnˠ ˈɟalˠ,fˠɪn̪ ɟɑl̪
Garda,Munster; Connacht,ˈɡɑːɾˠd̪ˠə,gɑɾˠd̪ə
cloisteála,,ˈklˠɔʃtʲɑːlˠə,kl̪ɛʃtʲəl̪ə
caorthann,Ulster; Connacht,ˈkiːɾˠhən̪ˠ,kiːɾˠhən̪ˠ
tusa,,ˈt̪ˠʊsˠə,t̪ɔsˠə
díomhnas,,ˈdʲiũ(ː)nʲəs,d̪əuəəsˠ
preab,,pʲɾʲabˠ,pɾʲɑbˠ
crosóg,Connacht,ˈkɾˠɔsˠoːɡ,kɾˠɔsˠəg
ar,,ɛɾʲ,ɑːɾˠ
luin,,l̪ˠɪnˠ,l̪ɪn̪
aoi,,iː,iː
díolta,,"ˈdʲiəl̪ˠt̪ˠə, ˈdʲiːl̪ˠt̪ˠə",d̪ɪl̪t̪ə
brá,Munster; Connacht,bˠɾˠɑː,bˠɾˠɑ
garmhac,,ˈɡaɾˠˌwak,gɑrvək
réim,,ɾˠeːmʲ,ɾʲiːmʲ
a chlog,Connacht,"oːˈxlˠoɡ, əˈxlˠoɡ",ɑ xl̪ɔg
croítí,,ˈkɾˠiːtʲiː,kɾʲɛtʲi
meana,,ˈmʲan̪ˠə,mʲɑn̪ə
Diarmaid,,ˈdʲiəɾˠmˠədʲ,dʲiərmʲidʲ
luide,,ˈl̪ˠɪdʲə,l̪ɪdʲi
min,Munster; Connacht,ˈmʲinʲ,mʲɪn̪
cluifí,,"ˈklˠifʲiː, ˈkl̪ˠifʲiː",kl̪ɪfʲi
Inis,,ˈɪnʲɪʃ,ɪn̪iʃ
bith,,"bʲɪ, bʲɪh",bʲɪç
spréach,,sˠpʲɾʲeːx,sˠpɾʲæx
snaga,,ˈsˠn̪ˠaɡə,sˠn̪ɑgə
sealg,Ulster; Connacht,ˈʃalˠəɡ,ʃɑl̪əg
ciseáin,Connacht,ˈcɪʃɑːnʲ,cɪʃən̪
bun ribe,,bˠʌnˠ ˈɾˠɨ̞bʲə,bˠɔn̪ ɾʲɪbʲi
chualathas,,ˈxuəlˠəhəsˠ,xual̪əhəsˠ
bhróga,Connacht,"ˈwɾˠoːɡiː, ˈwɾˠoːɡə",vɾˠɔgə
mheas,,vʲasˠ,vʲɑʃ
ardghlórach,Connacht,ˈɑːɾˠd̪ˠˌɣlˠoːɾˠəx,ɑɾˠd̪ɣl̪əɾˠəx
dráma,Munster; Connacht,ˈd̪ˠɾˠɑːmˠə,d̪ɾˠɑmˠə
gcanna,,"ˈɡan̪ˠə, ˈɡɑn̪ˠə",gɑn̪ˠə
luas,,l̪ˠuəsˠ,l̪uasˠ
amháin,Connacht,əˈwɑːnʲ,ɑvʲən̪
crosfaidh,,ˈkɾˠɔsˠə,kɾˠɔsfʲə
fíor,Munster; Connacht,fʲiːɾˠ,fˠaɾˠ
deasc,,dʲæsˠk,dʲɑsk
féarach,Connacht,ˈfʲeːrəx,fʲæɾˠəx
abhaill,,ˈəuwəl̠ʲ,ɑvʲəl̠ʲ
hairdí,,ˈhaːɾˠdʲiː,çaiɾʲdʲi
thráigh,Connacht,hɾˠɑː,hɾˠə
-imid,,əmʲɪdʲ,ɪmʲidʲ
dtaisce,,ˈd̪ˠaʃcɪ,d̪aisˠkə
aonghuthach,Connacht,ˈeːn̪ˠˌɣʊhəx,iːŋhəhəx
cealgaire,,ˈcalˠəɡəɾʲə,cɑlɟiɾʲi
riartha,,ˈɾˠiəɾˠhə,ɾʲiəɾˠhə
phonc,,fˠʊŋk,fˠɔnk
seilg,,"ˈʃelʲɪɟ, ˈʃɛlʲɪɟ",ʃɛl̪əg
dócúl,Connacht,"ˈd̪ˠoːkuːlˠ, ˈd̪ˠoːkuːl̪ˠ",d̪ɔkəl̪
tura,Munster; Connacht,ˈt̪ˠʊɾˠə,t̪ɔɾˠə
grást,,"ˈɡɾˠaːsˠt̪ˠ, ˈɡɾˠɑːsˠt̪ˠ",gɾˠɑsˠt̪
t-uisce,,ˈt̪ˠɪʃcɪ,tɪʃci
scoil,,sˠkɔlʲ,scɔl̪
t-amhras,,"ˈt̪ˠəuɾˠəsˠ, ˈt̪ˠə̃ũɾˠəsˠ",təuɾˠɾˠəsˠ
cumannachas,,ˈkʊmˠən̪ˠəxəs,kɔmˠən̪ˠəxəsˠ
bolscaire,Munster; Connacht,ˈbˠɔl̪ˠsˠkərʲə,bˠɔl̪sciɾʲi
bhacach,Connacht,ˈwakəx,wɑkəx
Dé Céadaoin,,dʲeː ˈceːd̪ˠiːnʲ,dʲɛ cɑdʲiːn̪
gruaim,,ɡɾˠuəmʲ,gɾʲuaimʲ
míonna,,ˈmʲiːn̪ˠə,mˠɪn̪ˠə
ballaí,,ˈbˠal̪ˠiː,bˠɑl̠ʲə
geir,,ɟɛɾʲ,ɟəiɾʲ
bailíonn brobh beart,,ˈbˠalʲiːn̪ˠ ˈbˠɾˠow ˈbʲaɾˠtʲ,bʲail̪ən̪ˠ bˠɾˠoː bʲɑːɾˠt̪
fear mire,,fʲaɾˠ ˈmʲiɾʲə,fʲɑːɾˠ mʲɪɾʲi
droma,,ˈd̪ˠɾˠɔmˠə,d̪ɾˠɔmˠə
det,,dʲɛt̪ˠ,dʲɛtʲ
dhuit,Connacht,ɣɪtʲ,ɣɪt̪
cúlaí,Connacht,"ˈkuːlˠiː, ˈkuːl̪ˠiː",kɔl̪ə
fíormhaith,,ˈfʲiːɾʲˌwãiç,fˠɪrvʲiç
altann,,ˈal̪ˠt̪ˠən̪ˠ,ɑl̪t̪ən̪ˠ
ucht,Connacht,ɔxt̪ˠ,ʊxt̪
sál,Connacht,sˠɑːlˠ,sˠɑl̪
os comhair,Connacht,əsˠˈkuːɾʲ,ɔsˠ kɔvʲiɾʲ
amhrán,Connacht,"ˈoːɾˠɑːnˠ, ˈoːɾˠɑːn̪ˠ",əuɾˠɾˠən̪
snáfa,Munster; Connacht,ˈsˠn̪ˠɑːfˠə,sˠn̪ɑfˠə
spás,Munster; Connacht,sˠpˠɑːsˠ,sˠpˠɑsˠ
feilméaraí,,ˈfʲɛlʲəmʲeːɾˠiː,fʲɛlmʲiɾʲi
optach,Connacht,ˈɔpˠt̪ˠəx,ɔpˠt̪əx
nocht,,n̪ˠɔxt̪ˠ,n̪ɔxt̪
fuisce,,ˈfˠɪʃcɪ,fˠɪʃci
aineolaí,Connacht,ˈan̪ˠoːl̪ˠiː,ain̪oːl̪ə
páiste,Munster; Connacht,ˈpˠɑːʃtʲə,pʲaiʃtʲi
óstach,Munster; Connacht,ˈoːsˠt̪ˠəx,ɔsˠt̪əx
eolach,Munster; Connacht,ˈoːl̪ˠəx,oːl̪əx
sní,,ʃn̠ʲiː,sˠn̪ɪ
pháirt,,fˠɑːɾˠtʲ,fʲ'aiɾʲtʲ
Seáinín,Connacht,ˈʃɑːnʲiːnʲ,ʃain̪ən̪
nia,,n̠ʲiə,n̪iə
déanaim,,ˈdʲeːnˠəmʲ,dʲɑn̪imʲ
flaithiúil,Connacht,"ˈfˠlˠæhuːlʲ, ˈfˠl̪ˠæhuːlʲ",fˠl̪aiçiəl̪
dúid,,d̪ˠuːdʲ,d̪ɪdʲ
Pheadar,,ˈfʲad̪ˠəɾˠ,fʲ'ɑdʲəɾˠ
bristear,,ˈbʲɾʲɪʃtʲəɾˠ,bɾʲɪʃtʲəɾˠ
buime,,ˈbˠɪmʲə,bˠɪmʲi
cruacha,,ˈkɾˠuəxə,kɾˠuaxə
tiomáint,Connacht,ˈtʲɪmˠɑːn̠ʲtʲ,t̪ɪmʲən̪t̪
geilt,Ulster; Connacht,ɟɛl̠ʲtʲ,ɟɛl̪t̪
bán,Munster; Connacht,bˠɑːn̪ˠ,bˠɑn̪
léas,,l̠ʲeːsˠ,l̪ɑsˠ
mo ghrá thú,,mˠə ɣɾˠɑː huː,mˠɔ ɣɾˠɑ hɔ
mhitheas,,ˈvʲɪhəsˠ,vʲɪçəsˠ
tuama,,ˈt̪ˠuəmˠə,t̪uamˠə
gcurach,Connacht,"ˈɡɔɾˠəx, ˈɡʊɾˠəx",gɔɾˠəx
ghníomh,Connacht,"jɾʲiːvˠ, ʝɾʲiːə̯vˠ",ɣn̪ɪoː
cúig déag,,kuːɟ dʲeːɡ,kɪɟ dʲɑg
hAlban,,ˈhaləbˠənˠ,hɑl̪bˠən̪
Bhaile Átha Cliath,Munster; Connacht,ˌvʲlʲɑː ˈclʲiə,vʲail̪ə ɑhə kl̪iə
áitiú,Connacht,ˈɑːtʲuː,aitʲiə
fill,,,fʲiːl̠ʲ
scafaire,,ˈsˠkafˠəɾʲə,sˠkɑfʲiɾʲi
dreach,,dʲɾʲax,dɾʲæx
stuaic,,sˠt̪ˠuəc,stʲuaic
gasúir,Connacht,ˈɡasˠuːɾʲ,gɑsˠiɾʲ
gaimbín,Ulster; Connacht,ˈɡamʲbʲiːnʲ,ɟaimʲən̪
míshásta,,ˈmʲiːhɑːsˠt̪ˠə,mʲɪhəsˠt̪ə
pearsana,,ˈpʲaɾˠsˠənˠə,pʲæɾˠsˠən̪ə
ith,,i(h),ɪç
umhlú,Connacht,ˈuːlˠuː,əuəə
ucht,,,ʊxt̪
nc,,"ŋk, ɲc",nk
cím,,ˈciːmʲ,ciːmʲ
fréamhshamhaltaigh,,ˈfʲɾʲeːvˠ.hawəl̪ˠt̪ˠiː,fɾʲəuəəəl̪t̪ə
cacht,,kaxt̪ˠ,kɑxt̪
dreoite,Munster; Connacht,ˈdʲɾʲoːtʲə,dɾʲoːtʲi
cuideachtúil,Connacht,ˈkudʲəxt̪ˠuːlʲ,kɪdʲəxt̪əl̪
tarbh,Ulster; Connacht,ˈt̪ˠaɾˠuː,t̪ɑrv
troime,,ˈt̪ˠɾˠɪmʲə,tɾʲɛmʲi
go raibh maith agaibh,,"ɡərəmˠəˈhaɡəvʲ, ɡərəˈmˠahəɡəvʲ",gɔ ɾʲaiː mʲaiç ɑɟiː
caraid,,"ˈkaɾˠədʲ, ˈkɑɾˠədʲ",kɑɾʲidʲ
Ghaelach,Connacht,ˈɣeːlˠəx,jeːl̪əx
leoraís,,lʲɔɾˠiːsˠ,l̪oːɾʲiʃ
nite,Munster; Connacht,ˈnʲɪtʲə,n̪ɪtʲi
láin,Munster; Connacht,l̪ˠɑːnʲ,l̪ain̪
béarla,Ulster; Connacht,ˈbʲeːɾˠl̪ˠə,bʲæɾˠl̪ə
n-áití,Connacht,ˈn̪ˠɑːtʲiː,naitʲi
feic,,fʲɛc,fʲɛc
beimid,,ˈbʲɛmʲədʲ,bʲɛmʲidʲ
d',,"dʲ, d̪ˠ",dʲ
ceird,Aran; Connacht,kaiɾʲdʲ,cəiɾʲd̪
falach,Connacht,"ˈfˠalˠəx, ˈfˠal̪ˠəx",fˠɑl̪əx
thóir,Munster; Connacht,hoːɾʲ,çəiɾʲ
ursan,Ulster; Connacht,ˈʊɾˠsˠənˠ,ɔɾˠsˠən̪
tric,,tʲɾʲɪc,tɾʲɪc
alta,,ˈal̪ˠt̪ˠə,ɑl̪t̪ə
seisc,,ʃɛʃc,ʃɛʃk
tirim,Connacht,tʲiɾʲəmʲ,tʲɪɾʲimʲ
amhráin,Connacht,ˈoːɾˠɑːnʲ,əurɾʲən̪
ceoil,Munster; Connacht,coːlʲ,coːl̪
phá,Munster; Connacht,fˠɑː,fˠɑ
báine,Munster; Connacht,ˈbˠɑːnʲə,bʲain̪ə
bheirir,,ˈvʲɛɾʲəɾʲ,vʲɛɾʲiɾʲ
fabht,,fˠəut̪ˠ,fˠəuə
dhéanfaí,,ˈjiːnfˠiː,jɑnfʲi
fórsa,,ˈfˠoːɾˠsˠə,fˠɔɾˠsˠə
ón,,oːnˠ,ɔn̪
déag,,dʲeːɡ,dʲɑg
córas,Munster; Connacht,ˈkoːɾˠəsˠ,kɔɾˠəsˠ
meánach,Munster; Connacht,ˈmʲɑːn̪ˠəx,mʲɑn̪əx
holaí,,ˈhɔlˠiː,hɔl̪ə
cuairt,Munster; Connacht,kuəɾˠtʲ,cuaiɾʲt̪
duine fásta,,ˈd̪ˠɪnʲə ˈfˠɑːsˠt̪ˠə,d̪ɪn̪ə fˠɑsˠt̪ə
grá,,"ɡɾˠaː, ɡɾˠɑː",gɾˠɑ
chiardhuibh,,ˈçiəɾˠɣɪvʲ,çiəɾˠɣəː
dtír,,dʲiːɾʲ,d̪aɾˠ
ciseal,,ˈcɪʃəlˠ,cɪʃəl̪
Gráinne,Connacht,ˈɡɾˠɑːn̠ʲə,gɾʲain̠ʲə
súgartha,,ˈsˠuːɡəɾˠhə,sˠʊgəɾˠhə
chirce,,ˈçɪɾʲcə,çɪɾʲci
Bablóinia,,bˠabˠˈlˠoːnʲiə,bˠɑbˠl̪ən̪ə
'spáin,,spˠɑːnʲ,'spʲain̪
fúinne,,ˈfˠuːn̠ʲə,fˠɪn̠ʲə
mheil,,vʲelʲ,vʲɛl̪
fianaise,Connacht,"ˈfʲiːnˠɪʃə, ˈfʲiːn̪ˠɪʃə",fʲiən̪iʃi
pras,,"pˠɾˠasˠ, pˠɾˠɑsˠ",pˠɾˠɑsˠ
thar sáile,Munster; Connacht,haɾˠ ˈsˠɑːlʲə,hɑːɾˠ ʃail̪ə
curach,Connacht,"ˈkɔɾˠəx, ˈkʊɾˠəx",kɔɾˠəx
haon déag,,heːn̠ʲ dʲeːɡ,hiːn̪ dʲɑg
riail,,ɾˠiəlʲ,ɾʲiəəl̪
ollbhua,,ˈɔl̪ˠˌwuə,ɔl̪ˠvə
stadfaidh,,ˈsˠt̪ˠat̪ˠə,sˠt̪ɑdfʲə
stoirm,,ˈsˠt̪ˠɪɾʲəmʲ,stʲɛɾʲmˠ
fáltas,Munster; Connacht,ˈfˠɑːl̪ˠt̪ˠəsˠ,fˠɑl̪t̪əsˠ
phléisiúr,Connacht,ˈfʲlʲeːʃuːɾˠ,fˠl̪ɛsˠəiɾʲ
cantalach,Connacht,ˈkan̪ˠt̪ˠəlˠəx,kɑn̪t̪əl̪əx
úinéara,Connacht,ˈuːnʲeːɾˠə,ɪn̪əɾˠə
chaogad,Ulster; Connacht,ˈxiːɡəd̪ˠ,xiːgəd̪
Carghais,Connacht,ˈkaɾˠiːʃ,kɑɾˠjiʃ
airc,,aɾʲc,ɑːɾʲk
uigneacha,,ˈɪɟn̠ʲaxə,ɪɟn̪əxə
díomhaoin,Connacht,ˈdʲiːwiːnʲ,d̪ɪvʲiːn̪
bheirid,,ˈvʲɛɾʲədʲ,vʲɛɾʲidʲ
cathain,,ˈkahənʲ,kɑçən̪
luaim,,l̪ˠuəmʲ,l̪uaimʲ
cuisneoir,Connacht,ˈkɪʃnʲoːɾʲ,kɪʃn̪oːɾʲ
cuimhnigh,Connacht,"ˈkiːnʲə, ˈkĩvʲnʲiː",cuimhnigh
eo,Munster; Connacht,oː,oː
nglas,,ŋlˠasˠ,ŋl̪ɑsˠ
clairnéid,Connacht,ˈklˠɑːɾˠnʲeːdʲ,kl̪aiɾʲn̪idʲ
díosal,,ˈdʲiːsˠəlˠ,d̪ɪsˠəl̪
ról,,ɾˠoːlˠ,ɾˠɔl̪
clais,Munster; Connacht,"klˠaʃ, kl̪ˠaʃ",kl̪aiʃ
beartach,Connacht,ˈbʲaɾˠt̪ˠəx,bʲæɾˠt̪əx
phearsa,,ˈfʲaɾˠsˠə,fʲ'æɾʲʃi
cuach,,kuəx,kuax
Cléire,,ˈclʲeːɾʲə,kl̪ɛɾʲi
fuip,,fˠɪpʲ,fˠɪpʲ
tréithe,,tʲɾʲeːhə,tɾʲɛçi
Máirtín,Connacht,ˈmˠɑːɾˠtʲiːnʲ,mʲaiɾʲtʲən̪
dréacht,,dʲɾʲeːxt̪ˠ,dɾʲɑxt̪
gliogar,,ˈɟlʲɪɡəɾˠ,gl̪ɪgəɾˠ
desean,,"ˈdʲɛʃənˠ, ˈdʲɛʃən̪ˠ",dʲɛʃən̪
bheireas,,ˈvʲɛɾʲəs̪ˠ,vʲɛɾʲiʃ
ceathair,,ˈcahəɾʲ,cɑçiɾʲ
seanmóirí,Connacht,"ˈʃanˠəmoːɾʲiː, ˈʃan̪ˠəmoːɾʲiː",ʃɑnmʲiɾʲi
pasta,,ˈpˠasˠt̪ˠə,pˠɑsˠt̪ə
fiachta,,ˈfʲiəxt̪ˠə,fʲiəxt̪ə
gruaig,,ɡɾˠuəɟ,gɾʲuaiɟ
lig do scíth,,ˌl̠ʲɪɟ də ˈʃciː,l̪ɪɟ d̪ɔ scɪç
bP,,"bʲ, bˠ",bˠ
speisialta,,ˈsˠpʲɛʃiəl̪ˠt̪ˠə,spʲɛʃəl̪t̪ə
deice,,ˈdʲɛcɪ,dʲɛci
scáth,Munster; Connacht,sˠkɑː,sˠkɑ
fual,,"fˠuəlˠ, fˠuəl̪ˠ",fˠual̪
cabaire,,"ˈkabˠəɾʲə, ˈkɑbˠəɾʲə",kɑbʲiɾʲi
gach,,"ɡax, ɡɑx",gɑx
cora,,ˈkɔɾˠə,kɔɾˠə
sáinn,Munster; Connacht,sˠɑːn̠ʲ,ʃan̠ʲ
ciaróg,Connacht,ˈciəɾˠoːɡ,ciəɾˠəg
obann,,"ˈɔbˠən̪ˠ, ˈɞbˠən̪ˠ",ɔbˠən̪ˠ
chuir,,xɪɾʲ,xəiɾʲ
caoire,,ˈkiːɾʲə,ciːɾʲi
fodhuine,,ˈfˠɔɣɪnʲə,fˠɔɣən̪ə
dhil,,ˈjɪlʲ,jɪl̪
búistéara,,ˈbˠuːʃtʲeːɾˠə,bˠɪʃtʲəɾˠə
ina,,ˈɪnˠə,ɪn̪ə
eile,,ˈɛlʲə,ɛl̪ə
Méibhín,,ˈmʲeːvʲiːnʲ,mʲɛvʲən̪
cheintiméadar,Connacht,ˈçɛn̠ʲtʲəmʲeːd̪ˠəɾˠ,çɛntʲimʲəd̪əɾˠ
píobaire,,ˈpʲiːbˠəɾʲə,pˠɪbʲiɾʲi
táin,Munster; Connacht,t̪ˠɑːnʲ,tʲain̪
mbriseanna,,ˈmʲɾʲɪʃən̪ˠə,mˠɾˠɪsˠən̪ˠə
haicmí,,ˈhacmʲiː,çaicmʲi
fial,,"fʲiəlˠ, fʲiəl̪ˠ",fʲiəl̪
dearnadar,,ˈdʲaːɾˠn̪ˠəd̪ˠəɾˠ,dʲæɾˠn̪əd̪əɾˠ
cardáil,Connacht,ˈkɑːɾˠd̪ˠɑːlʲ,kɑrdʲəl̪
féile,,ˈfʲeːlʲə,fʲɛl̪ə
subh,,"sˠuː, sˠʊvˠ, sˠʊw",sˠuː
fiartha,,ˈfʲiəɾˠhə,fʲiəɾˠhə
cárbh,,kaːɾˠvˠ,kɑrv
ábaltacht,Munster; Connacht,ˈɑːbˠəl̪ˠt̪ˠəxt̪ˠ,ɑbˠəl̪t̪əxt̪
díbir,,ˈdʲiːbʲəɾʲ,dʲɪbʲiɾʲ
líofa,Ulster; Connacht,ˈl̠ʲiːfˠə,l̪ɪfˠə
ghealach,Connacht,"ˈjalˠəx, ˈjal̪ˠəx",jɑl̪əx
fúinn,,fˠuːn̠ʲ,fˠiːn̠ʲ
anrud,,ˈan̪ˠɾˠʌd̪ˠ,ɑn̪ɾˠəd̪
seasc,,ʃasˠk,ʃɑsk
ithid,,ˈɪhɪdʲ,ɪçidʲ
dhuibh,,"ɣɨ̞vʲ, ɣɪvʲ",ɣuiː
comhionann,Connacht,ˈkuːˈan̪ˠən̪ˠ,kɔvən̪ən̪ˠ
fearúil,Connacht,ˈfʲaɾˠuːlʲ,fʲæɾˠəl̪
raimhre,,ˈɾˠavʲɾʲə,raimhre
car,,karˠ,kɑːɾˠ
máithreacha,Galway; Connacht,ˈmˠɑːɾʲəxiː,mʲaiçɾʲəxə
bhfeicfinn,,,vɛkfˠən̠ʲ
-ann,,ən̪ˠ,ɑn̪ˠ
deise,,ˈdʲɛʃə,dʲɛʃi
matrarc,,ˈmˠat̪ˠɾˠəɾˠk,mˠɑt̪ɾˠərk
seo caite,,ʃɔ ˈkatʲə,ʃoː caitʲi
tútach,Munster; Connacht,ˈt̪ˠuːt̪ˠəx,t̪ɔt̪əx
dúch,,d̪ˠuːx,d̪ʊx
crosáil,Connacht,ˈkɾˠɔsˠɑːlʲ,kɾˠɛʃəl̪
phrioc,,fʲɾʲʊk,fˠɾˠɪk
tambóirín,,ˈt̪ˠamˠbˠoːɾʲiːnʲ,t̪ɑmˠəɾˠən̪
glaise,,ˈɡlˠaʃə,gl̪aiʃi
pioc,,pʲʊk,pˠɪk
caithfidh,Connacht,kaː,cɪçfʲiː
seomraí,,"ˈʃoːmˠɾˠiː, ˈʃuːmˠɾˠiː",ʃoːmɾʲi
céile,,ˈceːlʲə,cɛl̪ə
spúnóg,Connacht,ˈsˠpˠuːnˠoːɡ,sˠpˠɔn̪əg
muirnín,Connacht,ˈmˠuːɾˠn̠ʲiːnʲ,mˠɪɾʲn̪ən̪
bialann,,ˈbʲiəl̪ˠən̪ˠ,bʲiəl̪ən̪ˠ
móide,Connacht,ˈmˠuːdʲə,mʲɛdʲi
gairid,Connacht,ˈɡaɾʲədʲ,ɟaiɾʲidʲ
n-uaireanta,,ˈn̪ˠuəɾʲən̪ˠt̪ˠə,nuaiɾʲən̪t̪ə
oidhre,Munster; Connacht,ˈaiɾʲə,oidhre
luaith,,l̪ˠuə,l̪uaiç
críochnaím,Connacht,ˈcɾʲiəxn̪ˠiːmʲ,kɾˠɪxn̪imʲ
réasún,Connacht,"ˈɾˠeːsˠuːnˠ, ˈɾˠeːsˠuːn̪ˠ",ɾʲɑsˠən̪
cónaigh,Connacht,"ˈkoːnˠiː, ˈkoːnˠə",kɔn̪ə
imithe,Mayo; Connacht,əˈmʲiçə,ɪmʲiçi
géibheannach,Munster; Connacht,ˈɟeːvʲən̪ˠəx,ɟɛvʲən̪ˠəx
fánach,Munster; Connacht,ˈfˠɑːnˠəx,fˠɑn̪əx
coirp,,kɪɾʲpʲ,cəiɾʲpˠ
maithiúnas,Connacht,ˈmˠahuːn̪ˠəsˠ,mʲaiçiən̪iʃ
féin-,,"fʲeːnʲ, heːnʲ",fʲɛn
Fódhla,,"ˈfˠoːlˠə, ˈfˠoːl̪ˠə",fˠɔɣl̪ə
feadh,Cois-Fharraige; Connacht,fʲæː,fʲuː
briosca,,ˈbʲɾʲɪsˠkə,bˠɾˠɪsˠkə
sáith,Munster; Connacht,sˠɑː(h),ʃaiç
airgeadúla,Connacht,ˈaɾʲɪɟəd̪ˠuːlˠə,aiɾʲɟəd̪əl̪ə
pota,,ˈpˠɔt̪ˠə,pˠɔt̪ə
talamh,Mayo; Connacht,ˈt̪ˠalˠuː,t̪ɑl̪ə
deifre,,ˈdʲɛfʲrʲə,dʲɛfʲɾʲi
léann,,l̠ʲeːn̪ˠ,l̪ɑːn̪ˠ
iarracht,Munster; Connacht,ˈiəɾˠəxt̪ˠ,iəɾˠəxt̪
oibreacha,,ˈɛbʲrʲəxə,ɛbʲɾʲəxə
chonaic,Mayo; Connacht,ˈhanʲic,xɔn̪ic
ithir,,"ˈihəɾʲ, ˈihɪɾʲ",ɪçiɾʲ
bheatha,,ˈvʲahə,vʲɑçi
píb,Munster; Connacht,pʲiːbʲ,pʲɪbʲ
dona,Munster; Connacht,ˈd̪ˠɔn̪ˠə,d̪ɔn̪ə
deasú,Connacht,ˈdʲasˠuː,dʲɑsˠə
ruthag,,ˈɾˠʊhəɡ,ɾˠɔhəg
sleá,Munster; Connacht,ˈʃl̠ʲɑː,sˠl̪ɑ
anagheairid,,ɑnɑˈjaɾʲədʲ,ɑn̪ijiɾʲidʲ
láir,,l̪ˠɑːɾʲ,l̪ɑːɾʲ
ríúil,Connacht,ˈɾˠiːuːlʲ,ɾʲɪəl̪
crap,,kɾˠapˠ,kɾˠɑpˠ
reicteam,,ˈɾˠɛctʲəmˠ,ɾʲɛctʲəmˠ
toighe,,t̪ˠiə,tʲɔji
sileog,Connacht,ˈʃɪlʲoːɡ,ʃɪl̪oːg
Nic,,nʲɪc,n̪ɪc
scóp,Munster; Connacht,sˠkoːpˠ,sˠkɔpˠ
clabhta,,ˈklˠaut̪ˠə,kl̪əuəə
codail,Munster; Connacht,ˈkod̪ˠəlʲ,kɛdʲəl̪
chaill,Connacht,"xal̠ʲ, xɑːl̠ʲ",çail̠ʲ
síoda,,ˈʃiːd̪ˠə,sˠɪd̪ə
brionglóid,Connacht,"ˈbʲɾʲɪŋlˠoːdʲ, ˈbʲɾʲɪŋl̪ˠoːdʲ",bˠɾˠɪŋl̪əd̪
fíon dearg,,ˌfʲiːnˠ ˈdʲaɾˠəɡ,fˠɪn̪ dʲæɾˠəg
cóiriú,Connacht,ˈkoːɾʲuː,cɛɾʲiə
chuathas,,ˈxuəhəsˠ,xuahəsˠ
mílte,,ˈmʲiːl̠ʲtʲə,mʲɪltʲi
tharta,,ˈhaɾˠt̪ˠə,hɑɾˠt̪ə
rinnis,,ˈɾˠɪnʲəʃ,ɾʲɪn̠ʲəsˠ
leas,,l̠ʲasˠ,l̪ɑsˠ
sacán,Connacht,ˈsˠɑkɑːn̪ˠ,sˠɑkən̪
agaibh,Mayo; Connacht,əɡiː,ɑɟiː
stróicthe,Munster; Connacht,ˈsˠt̪ˠɾˠoːcə,sˠtɾʲɛcçi
deinir,,ˈdʲɪnʲəɾʲ,dʲɛn̪iɾʲ
ndol,,n̪ˠɔlˠ,n̪ɔl̪
punt,,pˠʊnˠt̪ˠ,pˠɔn̪t̪
d'fhás,Munster; Connacht,dˠɑːsˠ,dʲmˠKɾˠ_FHInˠITlˠEnˠɑsˠ
foghar,Munster; Connacht,fˠauɾˠ,fˠɔɣəɾˠ
chapaill,,ˈxapˠəl̪ʲ,xɑpʲəl̠ʲ
feictear,,ˈfʲɛctʲəɾˠ,fʲɛctʲəɾˠ
soipín,Connacht,ˈsˠɛpʲiːnʲ,ʃɛpʲən̪
freagairt,,ˈfʲɾʲaɡəɾˠtʲ,fɾʲɑɟiɾʲt̪
suíonn,,sˠiːn̪ˠ,sˠɔən̪ˠ
aos,Ulster; Connacht,iːsˠ,iːsˠ
huaisle,Ulster; Connacht,ˈhuəʃl̠ʲə,çuaiʃl̪ə
ar dtúis,,ɛɾˠˈd̪ˠuːʃ,ɑːɾˠ d̪ɪsˠ
n-ae,,n̪ˠeː,neː
deiridís,,ˈdʲɛɾʲədʲiːʃ,dʲɛɾʲidʲiʃ
ghníomhaíocht,Connacht,ˈɣɾˠiːwiəxt̪ˠ,ɣn̪əuəəxt̪
ab,,"abˠ, əbˠ",ɑbˠ
le haghaidh,,lʲɛˈhiː,l̪ɛ həi
litreach,,ˈlʲitʲɾʲəx,l̪ɪtʲɾʲəx
salach,Connacht,"ˈsˠalˠəx, ˈsˠɑlˠəx",sˠɑl̪əx
