bhlas	vˠlˠasˠ
gealtacht	ˈɟal̪ˠt̪ˠəxt̪ˠ
nÍ	nʲiː
tabhair	ˈt̪ˠəuəɾʲ
lúba	ˈlˠuːbˠə
mbeanna	ˈmʲan̪ˠə
mamaí	ˈmˠamˠiː
ná tráchtaigí air	n̪ˠɑː t̪ˠɾˠɑːxt̪ˠəɟiː ˈaɾʲ
choil	xɛlʲ
uí	ˈuiː
géire	ˈɟeːɾʲə
sí	ʃiː
tí	tʲiː
i dtosach	əˈd̪ˠɔsˠəx
rí	ɾˠiː
Gaeil	ˈɟeːlʲ
Afganastáin	ˈafˠɡən̪ˠəsˠt̪ˠɑːnʲ
mí	mʲiː
ní	nʲiː
tacar	ˈt̪ˠakəɾˠ
lí	lʲiː
dtaenna	ˈdʲeːnʲə
mórtas	ˈmˠoːɾˠt̪ˠəsˠ
tslis	tʲʃlʲɪʃ
marbh	mˠaɾˠw
Roibeárd	ˈɾˠɛbʲeɑːɾˠd̪ˠ
gorún	ˈɡɔɾˠuːnˠ
Protastúnach	ˈpˠɾˠɔt̪ˠəsˠt̪ˠuːn̪ˠəx
Deireadh Fómhair	ˌdʲɛɾʲɪ ˈfˠoːəɾʲ
cha	xa
níor	nʲiːɾʲ
Bolcáin	ˈbˠɔl̪ˠkɑːnʲ
scáth	sˠkɑː
bearr	bʲaːɾˠ
uaigneas	ˈuəɟnʲəsˠ
nóinín	ˈn̪ˠónʲiːnʲ
seoid	ʃoːdʲ
fearr	fʲaːɾˠ
millim	ˈmʲɪlʲəmʲ
nóta	ˈn̪ˠoːt̪ˠə
craobhach	ˈkɾˠiːwəx
inneall dóiteáin	ˌɪnʲəlˠ ˈd̪ˠótʲeɑːnʲ
-úint	-ún̪ʲtʲ
buailim	ˈbˠuəlʲəmʲ
circe	ˈcɪɾʲcɪ
tséabra	ˈtʲʃeːbˠɾˠə
faoisean	ˈfˠiːʃən̪ˠ
ciseal	ˈcɪʃəlˠ
gearb	ɟaɾˠbˠ
ochtó	ˈɔxt̪ˠoː
mála	ˈmˠɑːlˠə
Éireannaigh	ˈeːɾʲən̪ˠə
oireacht	ˈɛɾʲəxt̪ˠ
mairbh	mˠaɾʲvʲ
bóithrín	ˈbˠóhɾʲiːnʲ
bacacha	ˈbˠakəxə
bitheach	ˈbʲɪhəx
cibeal	ˈcɪbʲəlˠ
h-Éirinn	h-ˈeːɾʲən̪ˠ
Ceilteach	ˈcɛl̠ʲtʲəx
aicme	ˈacmʲə
ngaranna	ˈŋaɾˠən̪ˠə
ceolmhar	ˈcoːl̪ˠwəɾˠ
súil ribe	ˌsˠúlʲ ˈɾʲɪbʲə
bard	bˠaɾˠd̪ˠ
griandó	ˈɟɾʲiən̪ˠd̪ˠoː
aon duine	iːn̪ˠ ˈd̪ˠɪnʲə
tairbh	t̪ˠaɾʲvʲ
miadh	ˈmʲiə
oiltear	ˈɛl̠ʲtʲəɾˠ
meithle	ˈmʲɛhlʲə
buaileann	ˈbˠuəlʲən̪ˠ
oinniún	ˈɪnʲuːnˠ
cion	ˈciən̪ˠ
oirnis	ˈɛɾʲnʲəʃ
crosóg	ˈkɾˠɔsˠoːɡ
yé	yeː
olc	ɔl̪ˠk
go dtí gur	ɡədʲiː ˈɡʊɾˠ
braistint	ˈbˠɾˠaʃtʲən̪ʲtʲ
dúradar	ˈd̪ˠuːɾˠəd̪ˠəɾˠ
-í	-iː
dearcaim	ˈdʲaɾˠkəmʲ
ós	oːsˠ
oráiste	ˈɔɾˠɑːʃtʲə
íoc	iːc
goilliúnach	ˈɡɛlʲuːn̪ˠəx
cuirimid	ˈkɪɾʲɪmʲɪdʲ
preas	pʲɾʲasˠ
deoise	ˈdʲoːʃə
lile	ˈlʲɪlʲə
dtíortha	ˈdʲiːɾˠə
fomhuireán	ˈfˠəuəɾʲeɑːnˠ
briseann	ˈbʲɾʲɪʃən̪ˠ
os coinne	əsˠ ˈkɪnʲə
duilliúr	ˈd̪ˠɪlʲuːɾˠ
gharda	ˈɣaɾˠəd̪ˠə
punta	ˈpˠʊn̪ˠt̪ˠə
casfar	ˈkasˠfˠəɾˠ
snas	sˠn̪ˠasˠ
gairmiúlacht	ˈɡaɾʲmʲuːlˠəxt̪ˠ
dó dhéag	d̪ˠoː jeːɡ
fuinneoig	ˈfˠɪnʲoːɟ
reoiteog	ˈɾˠoːtʲoːɡ
taoide	ˈt̪ˠiːdʲə
pardún	ˈpˠaɾˠəd̪ˠuːnˠ
rudaí	ˈɾˠʊd̪ˠiː
míos	mʲiːʃ
líos	lʲiːʃ
gaige	ˈɡaɟɪ
níos	nʲiːʃ
pastae	ˈpˠaʃtʲeː
daoibh	d̪ˠiːvʲ
síos	ʃiːʃ
ára	ˈɑːɾˠə
Ciarán	ˈciəɾˠɑːnˠ
cadhnraí	ˈkain̪ˠɾˠiː
donasach	ˈd̪ˠɔn̪ˠəsˠəx
fheadh	ɪ
polla	ˈpˠɔlˠə
aoiligh	ˈiːlʲə
pingine	ˈpʲɪɲənʲə
pearsana	ˈpʲaɾˠsˠən̪ˠə
-íteá	-ˈiːtʲeɑː
íocfaidh	ˈiːkfˠə
stadfaidh	ˈsˠt̪ˠad̪ˠfˠə
ar cuaird	əɾˠˈkuəɾʲdʲ
gcodlaíonn	ˈɡɔd̪ˠlˠiːən̪ˠ
cupáin	ˈkʊpˠɑːnʲ
innealta	ˈɪnʲəl̪ˠt̪ˠə
buail an t-iarann te	ˌbˠuəlˠ ənˠ tʲ-iəɾˠaːn̪ˠ ˈtʲɛ
Béarlach	ˈbʲeːɾˠlˠəx
diúraic	ˈdʲuːɾˠɪc
díslí	ˈdʲiːʃlʲiː
goidtear	ˈɡɛdʲtʲəɾˠ
ghuigh	ɣə
phearsa	ˈfʲaɾˠsˠə
seilide	ˈʃɛlʲədʲə
aois	iːʃ
laisteas	ˈlˠaʃtʲəsˠ
dreas	dʲɾʲasˠ
téaltó	ˈtʲeːl̠ˠt̪ˠoː
teicni-	ˈtʲɛcnʲə-
feadaíl	ˈfʲad̪ˠəlʲ
lonnaithe	ˈlˠʊn̪ˠəhə
Catalóin	ˈkat̪ˠəlˠónʲ
náireach	ˈn̪ˠɑːɾʲəx
cruitchlár	ˈkɾˠʊt̪ˠxlˠɑːɾˠ
suite	ˈsˠɪtʲə
aonghuthach	ˈɪŋhəhəx
ur-	ʊɾˠ-
ngaiscíoch	ˈŋaʃciː
Toirdhealbhach	ˈt̪ˠɛɾʲjəl̪ˠwəx
úrscéal	ˈuːɾˠʃceːlˠ
gcónaí	ˈɡoːn̪ˠiː
gleomhar	ˈɟlʲoːəɾˠ
gcuairt	ˈɡuəɾˠtʲ
tús	t̪ˠuːsˠ
caillim	ˈkalˠəmʲ
-ítear	-ˈiːtʲəɾˠ
fána	ˈfˠɑːn̪ˠə
sneachta	ˈʃnʲaxt̪ˠə
armas	ˈaɾˠmˠəsˠ
dréimire	ˈdʲɾʲeːmʲəɾʲə
bhaist	waʃtʲ
píob	pʲiːbʲ
puint	pˠən̪ʲtʲ
uaigh	ˈuə
chuarta	ˈxuəɾˠt̪ˠə
pianfaidh	ˈpʲiən̪ˠfˠə
mhadraí	ˈwad̪ˠɾˠiː
Seapáin	ˈʃapˠɑːnʲ
dharna	ˈɣaɾˠn̪ˠə
farraigí	ˈfˠaɾˠəɟiː
ghoid	ɣɪdʲ
crích	cɾʲiː
dúide	ˈd̪ˠúdʲə
pilibín	ˈpʲɪlʲəbʲiːnʲ
Éamann	ˈeːmˠən̪ˠ
pillín	ˈpʲɪlʲiːnʲ
carbad	ˈkaɾˠəbˠəd̪ˠ
ciliméadar	ˈcɪlʲəmʲeːd̪ˠəɾˠ
céide	ˈceːdʲə
chroí	ˈxɾˠoiː
Éireann	ˈeːɾʲən̪ˠ
pinc	pʲɪn̠ʲc
iasc	ˈiəsˠk
pingin	ˈpʲɪɲənʲ
dhe	jɛ
Baile Meánach	ˌbˠalʲə ˈmʲeɑːn̪ˠəx
tagaim	ˈt̪ˠaɡəmʲ
trach	t̪ˠɾˠax
duadh	d̪ˠə
lampa	ˈlˠamˠpˠə
chomh maith	xəu ˈmˠa
crúca	ˈkɾˠuːkə
adharca	ˈaiəɾˠkə
pioc	ˈpʲjʊk
meacan	ˈmʲakən̪ˠ
slisne	ˈʃlʲɪʃnʲə
síthe	ˈʃiːhə
dánlann	ˈd̪ˠɑːn̪ˠlˠən̪ˠ
cítear	ˈciːtʲəɾˠ
seamra	ˈʃamˠɾˠə
-ne	-nʲɛ
blian	ˈbʲlʲiən̪ˠ
inghlactha	ˈɪŋhlˠəkə
plána	ˈpˠlˠɑːn̪ˠə
garr	ɡaːɾˠ
dearmadacha	ˈdʲaɾˠmˠəd̪ˠəxə
Vín	viːnʲ
rialtas	ˈɾˠiəl̪ˠt̪ˠəsˠ
plátaí	ˈpˠlˠɑːt̪ˠiː
loime	ˈlˠɪmʲə
collaíocht	ˈkɔlˠiːəxt̪ˠ
mairg	mˠaɾʲɟ
ús	uːsˠ
fulaing	ˈfˠʊlˠəŋ
rugais	ˈɾˠʊɡəʃ
-óidís	-ˈódʲiːʃ
diamant	ˈdʲiəmˠən̪ˠt̪ˠ
gháire	ˈɣɑːɾʲə
stróicthe	ˈsˠt̪ˠɾˠócə
chneasta	ˈçɾʲasˠt̪ˠə
tairg	t̪ˠaɾʲɟ
clós	klˠoːsˠ
liopard	ˈlʲiəpˠəɾˠd̪ˠ
n-each	nʲ-ax
giorraím	ˈɟiəɾˠəmʲ
Ocsatánais	ˈɔksˠət̪ˠɑːn̪ˠəʃ
flaitheas	ˈfˠlˠahəsˠ
meánscoil	ˈmʲeɑːn̪ˠsˠkəlʲ
sead	ʃad̪ˠ
lite	ˈlʲɪtʲə
d'oileadh	d̪ˠ'ˈɛlʲə
fite	ˈfʲɪtʲə
eite	ˈɛtʲə
smigín	ˈʃmʲɪɟiːnʲ
-aí	-iː
cearc	caɾˠk
dearc	dʲaɾˠk
bhímis	ˈvʲiːmʲəʃ
sruth	sˠɾˠʊ
sochraid	ˈsˠɔxɾˠədʲ
n-ae	nʲ-eː
portaireacht	ˈpˠɔɾˠt̪ˠəɾʲəxt̪ˠ
feascar	ˈfʲasˠkəɾˠ
cadhnra	ˈkain̪ˠɾˠə
slán a bheas tú	sˠlˠɑːn̪ˠ əvʲasˠ ˈt̪ˠuː
Alban	ˈalˠəbˠən̪ˠ
praiseach	ˈpˠɾˠaʃəx
cén fáth	ceːn̪ˠˈfˠɑː
breacán	ˈbʲɾʲakɑːnˠ
mbá	mˠɑː
gréasáin	ˈɟɾʲeːsˠɑːnʲ
rite	ˈɾˠɪtʲə
aird	aɾʲdʲ
lastoir	ˈlˠasˠt̪ˠəɾʲ
torann	ˈt̪ˠɔɾˠən̪ˠ
muilinn	ˈmˠɪlʲən̪ˠ
leomh	lʲoː
pite	ˈpʲɪtʲə
duadar	ˈd̪ˠuəd̪ˠəɾˠ
leoraí	ˈlʲoːɾˠiː
ocht déag	ɔhtʲ dʲeːɡ
scoth	sˠkɔ
spraoi	sˠpˠɾˠiː
beir	bʲɛɾʲ
deir	dʲɛɾʲ
geala	ˈɟalˠə
saoil	sˠiːlʲ
bhFionlainnis	ˈvʲiən̪ˠlˠən̪ˠəʃ
madra alla	ˌmˠad̪ˠɾˠə ˈalˠə
seala	ˈʃalˠə
Connachtach	ˈkʊn̪ˠəxt̪ˠəx
scaoth	sˠkiː
reacht	ɾˠaxt̪ˠ
smidiríní	ˈʃmʲɪdʲəɾʲiːnʲiː
brachán	ˈbˠɾˠaxɑːnˠ
t'	t̪ˠ'
deirfiúracha	ˈdʲɛɾʲfʲuːɾˠəxə
casóg	ˈkasˠoːɡ
mionta	ˈmʲiən̪ˠt̪ˠə
easóg	ˈasˠoːɡ
ise	ˈɪʃə
ro-	ɾˠɔ-
bír	bʲiːɾʲ
ghustal	ˈɣʊsˠt̪ˠəlˠ
dónna	ˈd̪ˠoːn̪ˠə
mapaí	ˈmˠapˠiː
dhorcha	ˈɣɔɾˠxə
nuaíocht	ˈn̪ˠuəiːçtʲ
a'	ə
gaoith	ɡiː
duibh	d̪ˠɪvʲ
d'	d̪ˠ'
oileánach	ˈɛlʲeɑːn̪ˠəx
páirt	pˠɑːɾˠtʲ
tseanbhean	ˈtʲʃan̪ʲvʲən̪ˠ
fairsing	ˈfˠaɾˠʃəɲ
draíodóir	ˈd̪ˠɾˠiːəd̪ˠóɾʲ
úth	uː
díogacha	ˈdʲiːɡəxə
lúthchleas	ˈlˠuːhçlʲəsˠ
dúinne	ˈd̪ˠún̪ˠə
stáisiún	ˈsˠt̪ˠɑːʃuːnˠ
i ngrá	əˈŋɾˠɑː
geimhreadh	ˈɟɛvʲɾʲə
banda	ˈbˠan̪ˠəd̪ˠə
muna	ˈmˠʊn̪ˠə
mban	mˠan̪ˠ
chileagram	ˈçɪlʲəɡɾˠəmˠ
díomhaoin	ˈdʲiːiːnʲ
fhearthainn	ˈaɾˠən̪ˠ
atáim	ˈat̪ˠɑːmʲ
péinteáilte	ˈpʲeːn̠ʲtʲeɑːl̪ʲtʲə
Beannchar	ˈbʲan̪ˠxəɾˠ
mara	ˈmˠaɾˠə
péiste	ˈpʲeːʃtʲə
siúinéir	ˈʃúnʲeːɾʲ
teip	tʲɛpʲ
práta	ˈpˠɾˠɑːt̪ˠə
hursa	ˈhʊɾˠsˠə
draíochta	ˈd̪ˠɾˠiːəxt̪ˠə
pras	pˠɾˠasˠ
tráta	ˈt̪ˠɾˠɑːt̪ˠə
cá háit	kɑːˈhɑːtʲ
dara	ˈd̪ˠaɾˠə
sáinn	sˠɑːn̪ˠ
feide	ˈfʲɛdʲə
éiclips	ˈeːclʲɪpʲʃ
do-	d̪ˠɔ-
sleá	ˈʃlʲeɑː
is fuath le	əsˠ ˈfˠuəh lʲə
drochshúil	ˈd̪ˠɾˠɔxhúlʲ
lúibín	ˈlˠúbʲiːnʲ
pící	ˈpʲiːciː
neide	ˈnʲɛdʲə
cara	ˈkaɾˠə
breithiúnas	ˈbʲɾʲɛhuːn̪ˠəsˠ
píoba	ˈpʲiːbˠə
píopa	ˈpʲiːpˠə
píosa	ˈpʲiːsˠə
thú	huː
donas	ˈd̪ˠɔn̪ˠəsˠ
Cásca	ˈkɑːsˠkə
harda	ˈhaɾˠəd̪ˠə
árasán	ˈɑːɾˠəsˠɑːnˠ
pósfadsa	ˈpˠoːsˠfˠəd̪ˠsˠə
fíoraíocht	ˈfʲiːɾˠiːəxt̪ˠ
loite	ˈlˠɪtʲə
mír	mʲiːɾʲ
phlúch	fˠlˠuːx
codlaím	ˈkɔd̪ˠlˠəmʲ
amanna	ˈamˠən̪ˠə
inste	ˈɪn̠ʲʃtʲə
bhuntáiste	ˈwʊn̪ˠt̪ˠɑːʃtʲə
bráithre	ˈbˠɾˠɑːhɾʲə
tír	tʲiːɾʲ
goirim	ˈɡɛɾʲəmʲ
dearg	dʲaɾˠɡ
túr	t̪ˠuːɾˠ
goradh	ˈɡɔɾˠə
amhrán	ˈəuɾˠɑːnˠ
tostad	ˈt̪ˠɔsˠt̪ˠəd̪ˠ
gearg	ɟaɾˠɡ
feá	ˈfʲeɑː
dearna	ˈdʲaɾˠn̪ˠə
puball	ˈpˠʊbˠəlˠ
spleách	ˈʃpʲlʲeɑːx
turas	ˈt̪ˠʊɾˠəsˠ
gram	ɡɾˠamˠ
reatha	ˈɾˠahə
bóthar	ˈbˠoːhəɾˠ
ópalach	ˈoːpˠəlˠəx
bhídís	ˈvʲiːdʲiːʃ
geal	ɟalˠ
uath	uə
i bhfad	əˈwad̪ˠ
deochanna	ˈdʲoːxən̪ˠə
cumha	ˈkəuə
cúlaí	ˈkuːlˠiː
pláta	ˈpˠlˠɑːt̪ˠə
cheárta	ˈçeɑːɾˠt̪ˠə
breoite	ˈbʲɾʲoːtʲə
ciumhais	ˈcəuəʃ
dair	d̪ˠaɾʲ
istigh	ˈɪʃtʲə
aoibheallach	ˈiːvʲəlˠəx
cuirfidh	ˈkɪɾʲfʲə
glaise	ˈɡlˠaʃə
ceil	cɛlʲ
múinid	ˈmˠúnʲɪdʲ
cáide	ˈkɑːdʲə
iascaireacht	ˈiəsˠkəɾʲəxt̪ˠ
fiar	ˈfʲiəɾˠ
uinge	ˈɪɲə
bpingin	ˈbʲɪɲənʲ
Risteard	ˈɾˠɪʃtʲəɾˠd̪ˠ
tuí	ˈt̪ˠuiː
earráideach	ˈaɾˠɑːdʲəx
ois	ɛʃ
cuach	kuəx
biatach	ˈbʲiət̪ˠəx
beirtear	ˈbʲɛɾˠtʲəɾˠ
fuarán	ˈfˠuəɾˠɑːnˠ
Ceatharlach	ˈcahəɾˠlˠəx
Spáinnis	ˈsˠpˠɑːn̪ˠəʃ
tuite	ˈt̪ˠɪtʲə
toighe	ˈt̪ˠɛjə
gaoth	ɡiː
thuigeas	ˈhɪɟəsˠ
Chonnachta	ˈxʊn̪ˠəxt̪ˠə
thráigh	hɾˠə
sacsafón	ˈsˠaksˠəfˠoːnˠ
spleáchas	ˈʃpʲlʲeɑːxəsˠ
cruinne	ˈkɾˠɪnʲə
bheidh	vʲɪ
salachar	ˈsˠalˠəxəɾˠ
campa	ˈkamˠpˠə
siar	ˈʃiəɾˠ
chodlata	ˈxɔd̪ˠlˠət̪ˠə
Franca	ˈfˠɾˠan̪ˠkə
mbriseanna	ˈmʲɾʲɪʃən̪ˠə
deiridís	ˈdʲɛɾʲədʲiːʃ
guite	ˈɡɪtʲə
beiridís	ˈbʲɛɾʲədʲiːʃ
leisciúil	ˈlʲɛʃcúlʲ
longa	ˈlˠʊŋə
scin	ʃcɪnʲ
cé gur	ceːˈɡʊɾˠ
áibhirseoir	ˈɑːvʲɪɾˠʃoːɾʲ
luite	ˈlˠɪtʲə
ngoid	ŋɪdʲ
dínne	ˈdʲiːnʲə
facabhair	ˈfˠakəuəɾʲ
néaltach	ˈnʲeːl̠ˠt̪ˠəx
d'fhulaing	d̪ˠ'ˈʊlˠəŋ
ronnach	ˈɾˠʊn̪ˠəx
in éindí le	ɪnʲ ˈeːn̠ʲdʲiː lʲə
in aice le	ɪn̪ˠ ˈacɪ lʲə
plódaithe	ˈpˠlˠoːd̪ˠəhə
búistéara	ˈbˠúʃtʲeːɾˠə
cillín	ˈcɪlʲiːnʲ
hachar	ˈhaxəɾˠ
ruacan	ˈɾˠuəkən̪ˠ
geallaim	ˈɟalˠəmʲ
chol	xɔlˠ
Dónall	ˈd̪ˠoːn̪ˠəlˠ
Domhnach	ˈd̪ˠəun̪ˠəx
dein	dʲɛnʲ
rugabhair	ˈɾˠʊɡəuəɾʲ
áthas	ˈɑːhəsˠ
cleas	clʲasˠ
sléibh	ʃlʲeːvʲ
diúl	ˈdʲuːlˠ
ndísc	nʲiːʃc
seasca	ˈʃasˠkə
Mumhain	ˈmˠəuənʲ
cunlach	ˈkʊn̪ˠlˠəx
scoil	sˠkɛlʲ
ruán	ˈɾˠuɑːnˠ
faide	ˈfˠadʲə
líonta	ˈlʲiːn̠̪ˠt̪ˠə
maoth	mˠiː
thor	hɔɾˠ
bhíomar	ˈvʲiːmˠəɾˠ
Mháire	ˈwɑːɾʲə
duille	ˈd̪ˠɪlʲə
cearnóg	ˈcaɾˠn̪ˠoːɡ
cléibh	clʲeːvʲ
hurais	ˈhʊɾˠəʃ
fiach	ˈfʲiəx
riabhaí	ˈɾˠiəuiː
ceannann	ˈcan̪ˠən̪ˠ
tiocfaid	ˈtʲjʊkfˠədʲ
fianna	ˈfʲiən̪ˠə
ciach	ˈciəx
dath	d̪ˠa
tobac	ˈt̪ˠɔbˠək
croíúil	ˈkɾˠoíúlʲ
teilg	tʲɛl̠ʲɟ
síofra	ˈʃiːfˠɾˠə
deifreach	ˈdʲɛfʲɾʲəx
lenar	ˈlʲɛn̪ˠəɾˠ
ré	ɾˠeː
lianna	ˈlʲiən̪ˠə
Múscraí	ˈmˠuːsˠkɾˠiː
réaltra	ˈɾˠeːl̠ˠt̪ˠɾˠə
réama	ˈɾˠeːmˠə
i measc	əˈmʲasˠk
éirím	ˈeːɾʲiːmʲ
crochta	ˈkɾˠɔxt̪ˠə
thairstise	ˈhaɾˠʃtʲəʃə
cneas	cɾʲasˠ
réir	ɾˠeːɾʲ
fhiche	ˈɪçə
aonad	ˈiːn̪ˠəd̪ˠ
cíocrach	ˈciːkɾˠəx
dolaí	ˈd̪ˠɔlˠiː
lug	lˠʊɡ
clogaide	ˈklˠɔɡədʲə
maidin	ˈmˠadʲənʲ
ceoil	coːlʲ
tógaim	ˈt̪ˠoːɡəmʲ
scil	ʃcɪlʲ
gliocais	ˈɟlʲiəkəʃ
i ngeall ar	əˈŋaːlˠ əɾˠ
lear	lʲaɾˠ
rópa	ˈɾˠoːpˠə
mbristeacha	ˈmʲɾʲɪʃtʲəxə
iomas	ˈʊmˠəsˠ
aneas	ˈanʲəsˠ
Cléire	ˈclʲeːɾʲə
léitheoireacht	ˈlʲeːhoːɾʲəxt̪ˠ
fearann	ˈfʲaɾˠən̪ˠ
spuaic	ˈsˠpˠuəc
tsnátha	ˈt̪ˠsˠn̪ˠɑːhə
cúramach	ˈkuːɾˠəmˠəx
tuiscint	ˈt̪ˠɪʃcɪn̠ʲtʲ
comhrá	ˈkəuɾˠɑː
rún	ɾˠuːnˠ
cumann	ˈkʊmˠən̪ˠ
obann	ˈɔbˠən̪ˠ
riach	ˈɾˠiəx
dhíotsa	ˈjiːt̪ˠsˠə
chúng	xəŋ
beirbhiughadh	ˈbʲɛɾʲvʲəə
léite	ˈlʲeːtʲə
rúnaí	ˈɾˠuːn̪ˠiː
goideann	ˈɡɛdʲən̪ˠ
rúsc	ɾˠuːsˠk
rúta	ˈɾˠuːt̪ˠə
siúinéaraí	ˈʃúnʲeːɾˠiː
liach	ˈlʲiəx
dhona	ˈɣɔn̪ˠə
moch	mˠɔx
loch	lˠɔx
doras	ˈd̪ˠɔɾˠəsˠ
bhoid	wɪdʲ
arú amárach	ˌaɾˠuː ˈamˠɑːɾˠəx
dosanna	ˈd̪ˠɔsˠən̪ˠə
sa mbaile	sˠə ˈmˠalʲə
siúil	ˈʃúlʲ
mine	ˈmʲɪnʲə
dhruid	ɾˠɪdʲ
láithreach	ˈlˠɑːhɾʲəx
téarma	ˈtʲeːɾˠmˠə
gcanna	ˈɡan̪ˠə
naetha	ˈnʲeːhə
taenna	ˈtʲeːnʲə
agam	aɡəmˠ
gearach	ˈɟaɾˠəx
miúil	ˈmʲúlʲ
umhal	ˈəuəlˠ
t-	t̪ˠ-
cleasach	ˈclʲasˠəx
marfach	ˈmˠaɾˠfˠəx
deileanna	ˈdʲɛlʲən̪ˠə
Bhrasaíl	ˈvˠɾˠasˠəlʲ
cóir	ˈkóɾʲ
stuif	sˠt̪ˠɪfʲ
haenna	ˈheːnʲə
bearach	ˈbʲaɾˠəx
cruaidh	ˈkɾˠuə
Baile Brigín	ˌbˠalʲə ˈbʲɾʲɪɟiːnʲ
theach	hax
taoi	t̪ˠiː
ite	ˈɪtʲə
piocóid	ˈpʲiəkódʲ
stua	sˠt̪ˠuə
bunús	ˈbˠʊn̪ˠuːsˠ
críochnaím	ˈcɾʲiːxɾˠəmʲ
dte	dʲɛ
báine	ˈbˠɑːnʲə
goirín	ˈɡɛɾʲiːnʲ
shúil	ˈhúlʲ
fiachta	ˈfʲiəxt̪ˠə
imigh	ˈɪmʲə
linn	lʲɪnʲ
éileamh	ˈeːlʲəu
gréine	ˈɟɾʲeːnʲə
hail	halʲ
ról	ɾˠoːlˠ
deirim	ˈdʲɛɾʲəmʲ
minicí	ˈmʲɪnʲɪciː
beirim	ˈbʲɛɾʲəmʲ
cúlach	ˈkuːlˠəx
mól	mˠoːlˠ
ginideach	ˈɟɪnʲədʲəx
éidí	ˈeːdʲiː
luasanna	ˈlˠuəsˠən̪ˠə
tithe ósta	ˌtʲɪhə ˈoːsˠt̪ˠə
dhúil	ˈɣúlʲ
cliath	ˈclʲiə
saol	sˠiːlˠ
geimhriú	ˈɟɛvʲɾʲuː
Inide	ˈɪnʲədʲə
Ruairí	ˈɾˠuəɾʲiː
minc	mʲɪn̠ʲc
b'	bˠ'
Sord	sˠɔɾˠd̪ˠ
ceanna	ˈcan̪ˠə
deirtear	ˈdʲɛɾˠtʲəɾˠ
uaisle	ˈuəʃlʲə
crosáil	ˈkɾˠɔsˠɑːlʲ
go dtí go	ɡəˈdʲiː ɡə
coisin	ˈkɛʃənʲ
gasúir	ˈɡasˠúɾʲ
deachaigh	ˈdʲaxə
seám	ˈʃeɑːmˠ
ruaigim	ˈɾˠuəɟɪmʲ
riarann	ˈɾˠiəɾˠən̪ˠ
scamhóga	ˈsˠkəuoːɡə
amach	ˈamˠəx
-tá	-t̪ˠɑː
croith	kɾˠɔ
thuairim	ˈhuəɾʲəmʲ
leithead	ˈlʲɛhəd̪ˠ
m'	mˠ'
cúng	kəŋ
caoimhe	ˈkiːvʲə
stócáil	ˈsˠt̪ˠoːkɑːlʲ
ithimid	ˈɪhɪmʲɪdʲ
scaraid	ˈsˠkaɾˠədʲ
Liam	ˈlʲiəmˠ
dheá-	ˈjeɑː-
Daingean	ˈd̪ˠɪŋən̪ˠ
marcáil	ˈmˠaɾˠkɑːlʲ
lige	ˈlʲɪɟɪ
haon	hiːnˠ
ionad	ˈiən̪ˠəd̪ˠ
sceamhaíl	ˈʃcəuəlʲ
thig	hɪɟ
sceiche	ˈʃcɛçə
ndoirse	ˈn̪ˠɔɾˠʃə
tige	ˈtʲɪɟɪ
cluain	ˈklˠuənʲ
Muiris	ˈmˠɪɾʲəʃ
ndearnas	ˈnʲaɾˠn̪ˠəsˠ
grást	ɡɾˠɑːsˠt̪ˠ
dúrt	d̪ˠuːɾˠt̪ˠ
againne	ˈaɡən̪ˠə
anagheairid	ˈan̪ˠəaɾʲədʲ
caol	kiːlˠ
bricfeasta	ˈbʲɾʲɪcfʲəsˠt̪ˠə
sciorta	ˈʃciəɾˠt̪ˠə
gaol	ɡiːlˠ
dord	d̪ˠɔɾˠd̪ˠ
shnámh	hn̪ˠáiː
bord	bˠɔɾˠd̪ˠ
réidhleán	ˈɾˠeːlʲeɑːnˠ
chros	xɾˠɔsˠ
starr	sˠt̪ˠaːɾˠ
scoláireacht	ˈsˠkɔlˠɑːɾʲəxt̪ˠ
gliocacht	ˈɟlʲiəkəxt̪ˠ
druidim	ˈd̪ˠɾˠɪdʲəmʲ
i bhfad ó shin	əwad̪ˠ oː ˈhɪnʲ
bhligh	vʲlʲɪ
chuireas	ˈxɪɾʲəsˠ
oide	ˈɛdʲə
scrúdú	ˈsˠkɾˠuːd̪ˠuː
óige	ˈóɟɪ
thóg	hoːɡ
gabha	ˈɡəuə
scéala	ˈʃceːlˠə
uirlis	ˈɪɾʲlʲəʃ
ligthe	ˈlʲɪcə
oileáin	ˈɛlʲeɑːnʲ
scéim	ʃceːmʲ
greamú	ˈɟɾʲamˠuː
capall	ˈkapˠəlˠ
lorga	ˈlˠɔɾˠəɡə
cé nach	ceːˈn̪ˠax
scóip	ˈsˠkópʲ
bhig	vʲɪɟ
mairim	ˈmˠaɾʲəmʲ
led	lʲɪdʲ
bhfeaca	ˈvʲakə
throsc	hɾˠɔsˠk
trínar	ˈtʲɾʲiːn̪ˠəɾˠ
seachtar	ˈʃaxt̪ˠəɾˠ
seachtó	ˈʃaxt̪ˠoː
bóithre	ˈbˠóhɾʲə
géagláidir	ˈɟeːɡlˠɑːdʲɪɾʲ
Polainn	ˈpˠɔlˠən̪ˠ
-ídís	-ˈiːdʲiːʃ
loingis	ˈlˠɛɲəʃ
seachain	ˈʃaxənʲ
pléisiúr	ˈpʲlʲeːʃuːɾˠ
buille	ˈbˠɪlʲə
tuigim	ˈt̪ˠɪɟɪmʲ
