,word,sounds,tags_
610972,mothasán,"[{""tags"": [""Ulster""], ""note"": ""as if spelled mochasán"", ""ipa"": ""/ˈmˠʌxəsˠanˠ/""}, {""tags"": [""Ulster""], ""note"": ""as if spelled mochasán"", ""ipa"": ""/ˈmˠʌxəsˠan̪ˠ/""}]",[]
610996,lá arna mhárach,"[{""tags"": [""Cork""], ""note"": ""as if spelled lar na mháireach"", ""ipa"": ""/ˌl̪ˠɑɾˠ n̪ˠə ˈvˠɑːɾʲəx/""}, {""tags"": [""Ulster""], ""note"": ""as if spelled lach arna mhárach"", ""ipa"": ""/ˌl̪ˠaxəɾˠn̪ˠə ˈwaːɾˠa(x)/""}]",[]
610997,boichte,"[{""tags"": [""Munster""], ""ipa"": ""/ˈbˠɔxtʲə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈbˠɞçtʲə/""}]",[]
611002,chluais,"[{""ipa"": ""/xl̪ˠuəʃ/""}, {""ipa"": ""/xlˠuəʃ/""}]",[]
611003,ghnó,"[{""tags"": [""Munster""], ""ipa"": ""/ɣn̪ˠoː/""}, {""tags"": [""Connacht""], ""ipa"": ""/ɣɾˠoː/""}, {""tags"": [""Connacht""], ""ipa"": ""/ɣɾˠuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɣɾˠẽːhə/""}]",[]
611308,Inis Meáin,"[{""ipa"": ""/ˌɪnʲəʃ ˈmʲɑːnʲ/""}]",[]
611315,hInis Meáin,"[{""ipa"": ""/ˌhɪnʲəʃ ˈmʲɑːnʲ/""}]",[]
611316,beoichte,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈbʲɔːxtʲə/""}]",['Ulster']
611321,dhruid,"[{""ipa"": ""/ɣɾˠɪdʲ/""}]",[]
611322,dhruid,"[{""ipa"": ""/ɣɾˠɪdʲ/""}]",[]
611323,cíb,"[{""ipa"": ""/ˈciːbʲ/""}]",[]
611341,cíb dhubh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈci(ː)bʲ ˈɣʊh/""}]",[]
611365,ghalar,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɣɑl̪ˠəɾˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɣɑl̪ˠd̪ˠɾˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɣɔlˠəɾˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɣɔl̪ˠəɾˠ/""}]",[]
611366,ghlún,"[{""tags"": [""Munster""], ""ipa"": ""/ɣl̪ˠuːn̪ˠ/""}, {""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/ɣlˠuːnˠ/""}, {""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/ɣl̪ˠuːn̪ˠ/""}]",[]
611367,fiagaire,"[{""tags"": [""Ulster""], ""note"": ""corresponding to the form fiadhaire"", ""ipa"": ""/ˈfʲiəɣəɾʲə/""}]",[]
611392,dídhóigh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈdʲiːɣɔ(ː)j/""}]",[]
611409,scraiste,"[{""tags"": [""Munster""], ""ipa"": ""/ˈsˠkɾˠɑʃtʲə/""}, {""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/ˈsˠkɾˠaʃtʲə/""}]",[]
611430,ceard,"[{""ipa"": ""/cɑːɾˠd̪ˠ/""}, {""ipa"": ""/caːɾˠd̪ˠ/""}]",[]
611450,ceard,"[{""ipa"": ""/cɑːɾˠd̪ˠ/""}, {""ipa"": ""/caːɾˠd̪ˠ/""}]",[]
611496,tútach,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈt̪ˠuːt̪ˠəx/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈt̪ˠuːt̪ˠa(x)/""}]",[]
611603,n-airí,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈn̪ˠæɾʲiː/""}]",[]
611604,n-airí,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈn̪ˠæɾʲiː/""}]",[]
611613,n-aithníodh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈn̪ˠa(h)nʲiːɡ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈn̪ˠænʲiːvˠ/""}, {""tags"": [""Mayo""], ""ipa"": ""/ˈn̪ˠa(h)nʲiːfˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈn̪ˠa(h)nʲiːw/""}, {""tags"": [""Munster""], ""ipa"": ""/ˈn̪ˠa(h)nʲiːx/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""before sé, sí, sibh, siad"", ""ipa"": ""/ˈn̪ˠænʲiːtʲ/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""elsewhere"", ""ipa"": ""/ˈhænʲiːx/""}, {""tags"": [""Mayo""], ""note"": ""before sé, sí, sibh, siad"", ""ipa"": ""/ˈn̪ˠa(h)nʲiːtʲ/""}, {""tags"": [""Mayo""], ""note"": ""elsewhere"", ""ipa"": ""/ˈha(h)nʲiːfˠ/""}, {""tags"": [""Ulster""], ""note"": ""before sé, sí, sibh, siad"", ""ipa"": ""/ˈn̪ˠa(h)nʲiːtʲ/""}, {""tags"": [""Ulster""], ""note"": ""elsewhere"", ""ipa"": ""/ˈha(h)nʲiːw/""}]",[]
611614,n-aithníonn,"[{""ipa"": ""/ˈn̪ˠa(h)nʲiːn̪ˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈn̪ˠænʲiːn̪ˠ/""}]",[]
611630,n-éidí,"[{""tags"": [""Munster""], ""ipa"": ""/nʲeːˈdʲiː/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈn̠ʲeːdʲiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈn̠ʲeːdʲi/""}]",[]
611631,n-éidí,"[{""tags"": [""Munster""], ""ipa"": ""/nʲeːˈdʲiː/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈn̠ʲeːdʲiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈn̠ʲeːdʲi/""}]",[]
611641,ngalraí,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈŋalˠɾˠiː/""}, {""tags"": [""Ulster""], ""ipa"": ""[ˈŋalˠrˠiː]""}]",[]
611642,ngalraí,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈŋalˠɾˠiː/""}, {""tags"": [""Ulster""], ""ipa"": ""[ˈŋalˠrˠiː]""}]",[]
611643,ngeanntracha,"[{""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈɲɑːn̪ˠt̪ˠɾˠəxiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɲan̪ˠt̪ˠɾˠaxə/""}]",[]
611644,ngloiní,"[{""ipa"": ""/ˈŋl̪ˠɪnʲiː/""}, {""ipa"": ""/ˈŋlˠɪnʲiː/""}]",[]
611645,ngloiní,"[{""ipa"": ""/ˈŋl̪ˠɪnʲiː/""}, {""ipa"": ""/ˈŋlˠɪnʲiː/""}]",[]
611649,mífhonnmhar,"[{""tags"": [""Munster""], ""ipa"": ""/ˈmʲiːˌɔn̪ˠəvˠəɾˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/ˈmʲiːˌɞn̪ˠəvˠəɾˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈmʲiːˌuːn̪ˠwəɾˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈmʲiːˌoːn̪ˠuːɾˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈmʲiːˌoːnˠuːɾˠ/""}]",[]
611823,gloine aimsire,"[{""tags"": [""Aran""], ""ipa"": ""/ˌɡlænˈæmʃəɾʲə/""}]",[]
611830,graeipe,"[{""ipa"": ""/ˈɡɾˠeːpʲə/""}]",[]
611857,dhoirn,"[{""tags"": [""Ulster""], ""ipa"": ""/ɣɨ̞ɾˠn̠ʲ/""}]",[]
611858,fonsa,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈfˠʌn̪ˠsˠə/""}]",[]
611886,fhonsa,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈʌn̪ˠsˠə/""}]",[]
611887,chearc,"[{""ipa"": ""/çaɾˠk/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/çæːɾˠk/""}]",[]
611888,chliabh,"[{""tags"": [""Galway"", ""Munster""], ""ipa"": ""/çlʲiəvˠ/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/çlʲiəw/""}]",[]
611889,ar shiúl,"[{""ipa"": ""/ɛɾʲˈçuːlˠ/""}, {""ipa"": ""/ɛɾʲˈçuːl̪ˠ/""}]",[]
611890,sheabhac,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/hauk/""}, {""tags"": [""Ulster""], ""ipa"": ""/hoːk/""}]",[]
611891,sheamra,"[{""ipa"": ""/ˈhamˠɾˠə/""}]",[]
611894,Thiarna,"[{""ipa"": ""/ˈhiəɾˠn̪ˠə/""}]",[]
611895,thiarna,"[{""ipa"": ""/ˈhiəɾˠn̪ˠə/""}]",[]
611969,banrach,"[{""tags"": [""Connemara""], ""ipa"": ""/ˈbɑːn̪ˠt̪ˠɾəx/""}, {""tags"": [""Munster""], ""ipa"": ""/ˈbɑun̪ˠd̪ˠɾəx/""}]",[]
612025,stuaic,"[{""ipa"": ""/sˠt̪ˠuəc/""}]",[]
612044,seasc,"[{""ipa"": ""/ʃasˠk/""}]",[]
612125,gluaisim,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɡl̪ˠuəʃəmʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɡlˠuəʃəmʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɡl̪ˠuəʃəmʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡlˠuəʃəmˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡl̪ˠuəʃəmˠ/""}]",[]
612130,ghluaiseas,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɣluəʃəsˠ/""}]",[]
612131,ngluaisfeá,"[{""tags"": [""Aran""], ""ipa"": ""/ˈŋluəʃɑː/""}]",[]
612132,dóiche,"[{""ipa"": ""/ˈd̪ˠɔ(ː)içɪ/""}]",[]
612137,chruaidh,"[{""tags"": [""Munster""], ""ipa"": ""/xɾˠuəɟ/""}, {""tags"": [""Munster""], ""ipa"": ""[xɾˠuɛ̯ɟ]""}, {""tags"": [""Connacht""], ""ipa"": ""/xɾˠuə/""}, {""tags"": [""Ulster""], ""ipa"": ""/xɾˠuəj/""}, {""tags"": [""Ulster""], ""ipa"": ""[xɾˠui̯]""}]",[]
612139,fionnscoth,"[{""tags"": [""Ulster""], ""note"": ""corresponding to the form fionnscoith"", ""ipa"": ""/ˈfʲɨ̞n̪ˠˌsˠkaiç/""}]",[]
612167,tiargáil,"[{""tags"": [""Munster""], ""note"": ""as if spelled tíorgáilt"", ""ipa"": ""/tʲiː(ə)ɾˠˈɡɑːlʲtʲ/""}]",[]
612184,shílfí,"[{""tags"": [""Munster""], ""ipa"": ""/hiːlʲˈfˠiː/""}]",[]
612185,gearrfar,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈɟɑːɾˠfˠəɾˠ/""}]",[]
612190,sealbhú,"[{""tags"": [""Munster""], ""ipa"": ""/ʃɑl̪ˠəˈvˠuː/""}]",[]
612208,caolchuid,"[{""tags"": [""Munster""], ""ipa"": ""/ˈkeːl̪ˠˌxɪdʲ/""}]",[]
612225,cíorláil,"[{""tags"": [""Munster""], ""ipa"": ""/ciː(ə)ɾˠˈl̪ˠɑːlʲ/""}]",[]
612237,cíorláil,"[{""tags"": [""Munster""], ""ipa"": ""/ciː(ə)ɾˠˈl̪ˠɑːlʲ/""}]",[]
612381,mhuir,"[{""tags"": [""Munster""], ""ipa"": ""/vˠɪɾʲ/""}, {""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/wɪɾʲ/""}]",[]
612432,Caiseal,"[{""ipa"": ""/ˈkaʃəl̪ˠ/""}, {""ipa"": ""/ˈkaʃəlˠ/""}]",[]
612466,méithe,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈmʲeːçə/""}, {""tags"": [""Ulster""], ""ipa"": ""[ˈmeiçɪ]""}]",[]
612477,méithe,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈmʲeːçə/""}, {""tags"": [""Ulster""], ""ipa"": ""[ˈmeiçɪ]""}]",[]
612482,suaitheadh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈsˠuəhuː/""}]",[]
612494,suaitheadh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈsˠuəhuː/""}]",[]
612501,suaithim,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈsˠuəhəmˠ/""}]",[]
612507,shuaith,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈhuəç/""}]",[]
612508,suaite,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈsˠuətʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""[ˈsˠui̯tʲə]""}]",[]
612509,suaite,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈsˠuətʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""[ˈsˠui̯tʲə]""}]",[]
612515,scoithfidh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈsˠkaiçɪ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈsˠkaihə/""}]",[]
612516,báfaidh,"[{""tags"": [""Ulster""], ""note"": ""corresponding to the form báithfidh"", ""ipa"": ""/ˈbˠaːçɪ/""}]",[]
612521,cráfaidh,"[{""tags"": [""Ulster""], ""note"": ""as if spelled cráichfidh"", ""ipa"": ""/ˈkɾˠaːçɪ/""}]",[]
612526,táthóidh,"[{""tags"": [""Ulster""], ""note"": ""as if spelled táichfidh"", ""ipa"": ""/ˈt̪ˠaːçɪ/""}]",[]
612531,treabhtar,"[{""tags"": [""Ulster""], ""note"": ""as if spelled treabhthar"", ""ipa"": ""/ˈtʲɾʲoːhəɾˠ/""}]",[]
612532,bhrúigh,"[{""tags"": [""Ulster""], ""ipa"": ""/wɾˠuːj/""}]",[]
612533,súfaidh,"[{""tags"": [""Ulster""], ""note"": ""as if spelled súichfidh"", ""ipa"": ""/ˈsˠuːçi/""}]",[]
612539,bladhmsach,"[{""tags"": [""Munster""], ""ipa"": ""/ˈbˠl̪ˠɑɪ(ə)mˠsˠəx/""}]",[]
612551,pinsean,"[{""tags"": [""Munster""], ""ipa"": ""/ˈpʲɪnʲʃɯn̪ˠ/""}]",[]
612577,léimfear,"[{""tags"": [""Munster""], ""ipa"": ""/ˈlʲeːmʲfʲər/""}]",[]
612578,líonfar,"[{""tags"": [""Munster""], ""ipa"": ""/ˈlʲiː(ə)n̪ˠfˠəɾˠ/""}]",[]
612579,dianmhaith,"[{""tags"": [""Munster""], ""ipa"": ""/ˈdʲiən̪ˠˌvah/""}]",[]
612580,ainliú,"[{""tags"": [""Munster""], ""ipa"": ""/ɑinʲˈlʲuː/""}]",[]
612587,conlaigh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈkuːn̪ˠl̪ˠɪɟ/""}]",[]
612912,gabháilte,"[{""tags"": [""Connacht""], ""ipa"": ""/ˈɡɔwɑːlʲtʲə/""}]",[]
612917,crosfaidh,"[{""ipa"": ""/ˈkɾˠɔsˠə/""}]",[]
612922,dreasóchaidh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈdʲɾʲasˠaxə/""}]",['Ulster']
612927,dreasaim,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈdʲɾʲasˠəmˠ/""}]",[]
612932,iomrascáil,"[{""tags"": [""Munster""], ""ipa"": ""/ˈuːmˠəɾˠəsˠkɑː(i̯)lʲ/""}]",[]
612948,laprachán,"[{""tags"": [""Munster""], ""ipa"": ""/ˈl̪ˠɑpˠəɾˠəxɑ̃ːn̪ˠ/""}]",[]
612967,láidreacht,"[{""tags"": [""Munster""], ""ipa"": ""/ˈl̪ˠɑː(i̯)dʲəɾʲəxt̪ˠ/""}]",[]
612981,priaclach,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form piaclach"", ""ipa"": ""/ˈpʲiəkəl̪ˠəx/""}]",[]
613013,tagraím,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form tagraim"", ""ipa"": ""/ˈt̪ˠɑɡəɾˠəmʲ/""}]",[]
613065,bod gaoithe,"[{""ipa"": ""/ˈbˠɔd̪ˠ ˈɡiːhə/""}]",[]
613118,taisme,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈt̪ˠæʃmʲə/""}]",[]
613142,siolastrach,"[{""tags"": [""Ulster""], ""note"": ""as if spelled sileastrach"", ""ipa"": ""/ˈʃɨ̞lʲəsˠt̪ˠɾˠa(x)/""}]",[]
613170,siúnta,"[{""ipa"": ""/ˈʃuːn̪ˠt̪ˠə/""}, {""tags"": [""Ulster""], ""note"": ""as if spelled súnta"", ""ipa"": ""/ˈsˠuːn̪ˠt̪ˠə/""}]",[]
613195,deargnáire,"[{""tags"": [""Munster""], ""ipa"": ""/ˈdʲɑɾˠəɡˌn̪ˠɑː(i̯)ɾʲə/""}]",[]
613212,clismirt,"[{""ipa"": ""/ˈclʲiʃmʲəɾˠtʲ/""}, {""note"": ""corresponding to the form cliosmairt"", ""ipa"": ""/ˈclʲɨsˠmˠəɾˠtʲ/""}, {""note"": ""corresponding to the form gliosmairt"", ""ipa"": ""/ˈɟlʲɨsˠmˠəɾˠtʲ/""}]",[]
613230,tógfar,"[{""ipa"": ""/ˈt̪ˠoːkfˠəɾˠ/""}]",[]
613235,titfear,"[{""tags"": [""Munster""], ""ipa"": ""/ˈtʲɪtʲfˠəɾˠ/""}]",[]
613240,brisfear,"[{""tags"": [""Munster""], ""ipa"": ""/ˈbʲɾʲɪʃfˠəɾˠ/""}]",[]
613245,casfar,"[{""ipa"": ""/ˈkɑsˠfˠəɾˠ/""}]",[]
613252,laistíos,"[{""tags"": [""Munster""], ""ipa"": ""/l̪ˠɑʃˈtʲiːsˠ/""}]",[]
613253,méireasta,"[{""ipa"": ""/ˈmʲeːɾʲəsˠt̪ˠə/""}]",['Kerry']
613258,coráiste,"[{""tags"": [""Munster""], ""ipa"": ""/kəˈɾˠɑːʃtʲə/ ~ /ˈkɾˠɑːʃtʲə/""}]",[]
613403,a thuilleadh,"[{""tags"": [""Munster""], ""ipa"": ""/əˈhɪlʲə/""}, {""tags"": [""Galway""], ""ipa"": ""/əˈhil̠ʲə/""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/əˈhil̠ʲuː/""}]",[]
613472,grása,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈɡɾˠɑːsˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡɾˠaːsˠə/""}]",[]
613478,grásta,"[{""ipa"": ""/ˈɡɾˠɑːsˠt̪ˠə/""}, {""ipa"": ""/ˈɡɾˠaːsˠt̪ˠə/""}]",[]
613503,gróite,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɡɾˠoːtʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɡɾˠoːtʲiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡɾˠɔːtʲə/""}]",[]
613508,cheal,"[{""ipa"": ""/çalˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/çæl̪ˠ/""}]",[]
613509,cheal,"[{""ipa"": ""/çalˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/çæl̪ˠ/""}]",[]
613510,fothram,"[{""tags"": [""Munster""], ""ipa"": ""/ˈfˠɔhəɾˠəmˠ/""}]",[]
613528,fothragadh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈfˠɔhəɾˠəɡə/""}, {""tags"": [""Connacht""], ""note"": ""corresponding ot the form fothracadh"", ""ipa"": ""/ˈfˠoɾˠəkə/""}]",[]
613557,bathlach,"[{""tags"": [""Kerry""], ""ipa"": ""/ˈbˠɑhəl̪ˠəx/""}]",[]
613586,dithneas,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form deithneas or deithineas"", ""ipa"": ""/ˈdʲɛhənʲəsˠ/""}]",[]
613605,cinstear,"[{""tags"": [""Munster""], ""ipa"": ""/ˈcɪnʲʃtʲəɾˠ/""}]",['Munster']
613606,urtlach,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form iarthlach"", ""ipa"": ""/ˈiəɾˠhl̪ˠəx/""}]",[]
613634,ceisneamh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈcɛʃnʲəvˠ/""}]",[]
613651,loiscfear,"[{""tags"": [""Munster""], ""ipa"": ""/ˈl̪ˠɞʃcfˠəɾˠ/""}]",[]
613652,taosctar,"[{""tags"": [""Munster""], ""ipa"": ""/ˈt̪ˠeːsˠkt̪ˠəɾˠ/""}]",[]
613653,scoiltfí,"[{""tags"": [""Munster""], ""ipa"": ""/sˠkɞlʲ(tʲ)fˠiː/""}]",[]
613654,spól,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/sˠpˠoːl̪ˠ/""}, {""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/sˠpˠoːlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/sˠpˠɔːlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/sˠpˠɔːl̪ˠ/""}]",[]
613758,spól,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/sˠpˠoːl̪ˠ/""}, {""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/sˠpˠoːlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/sˠpˠɔːlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/sˠpˠɔːl̪ˠ/""}]",[]
613760,tuthóg,"[{""ipa"": ""/ˈt̪ˠʊhoːɡ/""}]",[]
613966,paidrín,"[{""tags"": [""Munster""], ""note"": ""corresponding also to the form paidirín"", ""ipa"": ""/pˠadʲəˈɾʲiːnʲ/""}, {""tags"": [""Galway""], ""ipa"": ""/ˈpˠɑːdʲɾʲiːnʲ/""}, {""tags"": [""Galway""], ""note"": ""corresponding to the form paidirín"", ""ipa"": ""/ˈpˠɑːdʲəɾʲiːnʲ/""}, {""tags"": [""Mayo""], ""ipa"": ""/ˈpˠadʲɾʲiːnʲ/""}, {""tags"": [""Mayo""], ""note"": ""corresponding to the form paidirín"", ""ipa"": ""/ˈpˠadʲəɾʲiːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈpˠædʲɾʲiːnʲ/""}]",[]
613995,práiscín,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈpˠɾˠaːʃciːnʲ/""}]",[]
614022,pronnaim,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈpˠɾˠʌn̪ˠəmˠ/""}]",[]
614027,pronntanas,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈpˠɾˠʌn̪ˠt̪ˠənˠəsˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈpˠɾˠʌn̪ˠt̪ˠən̪ˠəsˠ/""}]",['Ulster']
614051,tuigtear,"[{""tags"": [""Munster""], ""ipa"": ""/ˈt̪ˠɪct̪ˠəɾˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/ˈt̪ˠɪctʲəɾˠ/""}]",[]
614056,tuigfear,"[{""tags"": [""Munster""], ""ipa"": ""/ˈt̪ˠɪcfʲəɾˠ/""}]",[]
614061,thuigfeá,"[{""tags"": [""Munster""], ""ipa"": ""/ˈhɪcfˠɑː/""}]",[]
614062,thuigfí,"[{""tags"": [""Munster""], ""ipa"": ""/ˈhɪcfˠiː/""}]",[]
614063,lomcheart,"[{""tags"": [""Munster""], ""ipa"": ""/ˈl̪ˠɑumˠçɑɾˠt̪ˠ/""}]",[]
614074,maolbhriste,"[{""tags"": [""Munster""], ""ipa"": ""/ˈmˠeːl̪ˠˌvʲɾʲɪʃtʲə/""}]",[]
614346,clochán,"[{""tags"": [""Connacht""], ""ipa"": ""/ˈklˠoxɑːnˠ/""}]",[]
614371,gearba,"[{""ipa"": ""/ˈɟaɾˠəbˠə/""}, {""tags"": [""Aran""], ""note"": ""as if spelled gearbaí"", ""ipa"": ""/ˈɟaɾˠəbˠiː/""}]",[]
614397,leadhbthacha,"[{""tags"": [""Ulster""], ""ipa"": ""/l̠ʲeːpˠaxə/""}, {""tags"": [""Ulster""], ""ipa"": ""[l̠ʲɛə̯pˠaxə]""}]",['Ulster']
614398,lúbfaidh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈl̪ˠuːpˠi/""}]",[]
614399,taobh thall de,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈt̪ˠiːpˠal̪ˠ dʲə/""}]",[]
614415,taobh thuas de,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈt̪ˠiːpˠuəsˠ dʲə/""}]",[]
614456,Múscraí,"[{""ipa"": ""/mˠuːz̪ˠˈɡɾˠiː/""}]",[]
614475,Cóbh,"[{""ipa"": ""/koːvˠ/""}]",[]
614496,Bandan,"[{""ipa"": ""/bˠɑn̪ˠd̪ˠən̪ˠ/""}]",[]
614510,géabha,"[{""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈɟeːwə/""}]",['Cois-Fharraige']
614515,géagán,"[{""tags"": [""Connacht""], ""ipa"": ""/ˈɟeːɡɑːnˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɟeːɡɑːn̪ˠ/""}]",[]
614540,pilleadh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈpʲɪl̠ʲuː/""}]",['Ulster']
614541,pilleadh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈpʲɪl̠ʲuː/""}]",[]
614546,priáil,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈpʲɾʲiælʲ/""}]",['Ulster']
614675,priáil,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈpʲɾʲiælʲ/""}]",['Ulster']
614692,báthadh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈbˠaːhuː/""}]",['Ulster']
614698,bpógadh,"[{""tags"": [""Galway"", ""Munster""], ""ipa"": ""/ˈbˠoːɡə/""}, {""tags"": [""Mayo""], ""ipa"": ""/ˈbˠoːɡuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈbˠɔːɡuː/""}]",[]
614699,bpógadh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈbˠoːɡəx/""}, {""tags"": [""Galway""], ""note"": ""before sé, sí, sibh, siad"", ""ipa"": ""/ˈbˠoːɡətʲ/""}, {""tags"": [""Galway""], ""note"": ""elsewhere"", ""ipa"": ""/ˈbˠoːɡəx/""}, {""tags"": [""Mayo""], ""note"": ""before sé, sí, sibh, siad"", ""ipa"": ""/ˈbˠoːɡətʲ/""}, {""tags"": [""Mayo""], ""note"": ""elsewhere"", ""ipa"": ""/ˈbˠoːɡuː/""}, {""tags"": [""Ulster""], ""note"": ""before sé, sí, sibh, siad"", ""ipa"": ""/ˈbˠɔːɡətʲ/""}, {""tags"": [""Ulster""], ""note"": ""elsewhere"", ""ipa"": ""/ˈbˠɔːɡuː/""}]",[]
614700,punannacha,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈpˠʌn̪ˠən̪ˠaxə/""}]",[]
614705,bpunannacha,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈbˠʌn̪ˠən̪ˠaxə/""}]",[]
614812,scabadh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈsˠkabˠuː/""}]",[]
614813,scabadh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈsˠkabˠuː/""}]",[]
