,word,sounds,tags_
76457,ádh,"[{""tags"": [""Galway"", ""Munster""], ""ipa"": ""/ɑː/""}, {""tags"": [""Mayo""], ""ipa"": ""/aː/""}, {""tags"": [""Ulster""], ""ipa"": ""/aː(w)/""}]",[]
76474,aerfort,"[{""ipa"": ""/ˈeːɾˠfɔɾˠt̪ˠ/""}]",[]
76500,aibí,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form aibidh"", ""ipa"": ""/ˈɑbʲɪɟ/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form apaidh"", ""ipa"": ""/ˈapˠiː/""}]",[]
76549,Aifreann,"[{""tags"": [""Munster""], ""ipa"": ""/ˈafʲ(ə)ɾʲən̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈafʲɾʲən̪ˠ/""}, {""tags"": [""Aran"", ""rare""], ""ipa"": ""/ˈɪfʲɾʲən̪ˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈæfʲɾʲən̪ˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""[ˈæːfʲɾʲən̪ˠ]""}, {""tags"": [""Mayo"", ""Ulster""], ""ipa"": ""/ˈafʲɾʲən̪ˠ/""}, {""homophone"": ""ifreann (one Aran pronunciation)""}]",[]
76580,aimsir,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɑimʲʃəɾʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈæmʲʃəɾʲ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈæːmʲʃəɾʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈamʲʃəɾʲ/""}]",[]
76606,ainmhí,"[{""tags"": [""Munster""], ""ipa"": ""/anʲəˈvʲĩː/""}, {""tags"": [""Munster""], ""ipa"": ""/anʲəˈṽʲĩː/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈanʲəvʲiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɛnʲəvʲi/""}]",[]
76626,ainmhí,"[{""tags"": [""Munster""], ""ipa"": ""/anʲəˈvʲĩː/""}, {""tags"": [""Munster""], ""ipa"": ""/anʲəˈṽʲĩː/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈanʲəvʲiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɛnʲəvʲi/""}]",[]
76633,áirid,"[{""ipa"": ""/ˈɑːɾʲədʲ/""}]",['Aran']
76639,áirithe,"[{""tags"": [""Mayo"", ""Munster""], ""ipa"": ""/ˈɑːɾʲəhə/""}, {""tags"": [""Galway""], ""ipa"": ""/ˈɑːɾʲiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈæːɾʲəhə/""}]",[]
76640,áirithe,"[{""tags"": [""Mayo"", ""Munster""], ""ipa"": ""/ˈɑːɾʲəhə/""}, {""tags"": [""Galway""], ""ipa"": ""/ˈɑːɾʲiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈæːɾʲəhə/""}]",[]
76652,áirithe,"[{""tags"": [""Mayo"", ""Munster""], ""ipa"": ""/ˈɑːɾʲəhə/""}, {""tags"": [""Galway""], ""ipa"": ""/ˈɑːɾʲiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈæːɾʲəhə/""}]",[]
76653,áirithe,"[{""tags"": [""Mayo"", ""Munster""], ""ipa"": ""/ˈɑːɾʲəhə/""}, {""tags"": [""Galway""], ""ipa"": ""/ˈɑːɾʲiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈæːɾʲəhə/""}]",[]
76659,aisce,"[{""ipa"": ""/ˈaʃcɪ/""}]",[]
76678,aisce,"[{""ipa"": ""/ˈaʃcɪ/""}]",[]
76684,aisteach,"[{""tags"": [""Galway""], ""ipa"": ""/ˈæʃtʲəx/""}, {""tags"": [""Mayo""], ""ipa"": ""/ˈaʃtʲəx/""}]",[]
76714,aithne,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɑhənʲə/""}, {""tags"": [""Munster""], ""ipa"": ""/ˈahənʲə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈæn̠ʲə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈænə/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈæːnʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɛhnʲə/""}]",[]
76750,álainn,"[{""tags"": [""Cork"", ""Waterford""], ""ipa"": ""/ˈɑːl̪ˠɪɲ/""}, {""tags"": [""Kerry""], ""ipa"": ""/ˈɑːl̪ˠənʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɑːliːn̠ʲ/""}, {""tags"": [""Connemara"", ""Mayo""], ""ipa"": ""/ˈɑːlˠən̠ʲ/""}, {""tags"": [""Connemara"", ""Mayo""], ""ipa"": ""/ˈɑːl̪ˠən̠ʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈaːlˠən̠ʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈaːl̪ˠən̠ʲ/""}]",[]
76778,Albain,"[{""ipa"": ""/ˈal̪ˠəbˠənʲ/""}, {""ipa"": ""/ˈalˠəbˠənʲ/""}]",[]
76795,amháin,"[{""tags"": [""Munster""], ""ipa"": ""/əˈvˠɑːnʲ/""}, {""tags"": [""Munster""], ""ipa"": ""[əˈvɑ̃ːi̯nʲ]""}, {""tags"": [""Connacht""], ""ipa"": ""/əˈwɑːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈwãːnʲ/""}]",[]
76801,amhlaidh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɑ̃ũl̪ˠɪɟ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɑvl̪ˠə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɑul̪ˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈãulˠi/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈãul̪ˠi/""}]",[]
76802,amhlaidh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɑ̃ũl̪ˠɪɟ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɑvl̪ˠə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɑul̪ˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈãulˠi/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈãul̪ˠi/""}]",[]
76803,amhrán,"[{""tags"": [""Munster""], ""note"": ""as if spelled umhrán"", ""ipa"": ""/ɑ̃ũˈɾˠɑ̃ːn̪ˠ/""}, {""tags"": [""Munster""], ""note"": ""as if spelled umhrán"", ""ipa"": ""/ouˈɾˠɑːn̪ˠ/""}, {""tags"": [""Munster""], ""note"": ""Dunquin"", ""ipa"": ""/ũːˈɾˠɑ̃ːn̪ˠ/""}, {""tags"": [""Munster""], ""note"": ""as if spelled umhrán"", ""ipa"": ""/uːˈɾˠɑːn̪ˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈoːɾˠɑːnˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈoːɾˠɑːn̪ˠ/""}, {""tags"": [""Connacht"", ""Aran"", ""also""], ""ipa"": ""/ˈɑːɾˠɑːnˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɔːɾˠanˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɔːɾˠan̪ˠ/""}, {""tags"": [""Ulster""], ""note"": ""Tory Island, Gweedore"", ""ipa"": ""/ˈuəɾˠanˠ/""}]",[]
76854,amhras,"[{""tags"": [""Munster"", ""Ulster""], ""ipa"": ""/ˈauɾˠəsˠ/""}, {""tags"": [""Munster"", ""Ulster""], ""ipa"": ""/ˈãũɾˠəsˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈavˠɾˠəsˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈãvˠɾˠəsˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈanˠvˠɾˠəsˠ/""}]",[]
76872,amú,"[{""ipa"": ""/əˈmˠuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈmʊwə/""}]",[]
76877,anall,"[{""tags"": [""Munster""], ""ipa"": ""/əˈn̪ˠɑul̪ˠ/""}, {""tags"": [""Galway""], ""ipa"": ""/əˈn̪ˠɑːl̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈn̪ˠal̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈn̪ˠɔl̪ˠ/""}]",[]
76878,m'anam,"[{""ipa"": ""/ˈmˠanˠəmˠ/""}]",[]
76881,anraith,"[{""ipa"": ""/ˈan̪ˠɾˠəh/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈaːnˠɾˠɪ/""}, {""tags"": [""Ulster""], ""ipa"": ""[ˈaːnˠrˠɪ]""}]",[]
76908,anonn,"[{""tags"": [""Aran""], ""ipa"": ""/əˈnuːn̪ˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/əˈn̪ˠuːn̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈn̪ˠʌn̪ˠ/""}]",[]
76909,aois,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/iːʃ/""}, {""tags"": [""Ulster""], ""ipa"": ""/iːʃ/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/ɯːʃ/""}]",[]
76935,aontaím,"[{""tags"": [""Munster""], ""ipa"": ""/eːn̪ˠˈt̪ˠiːmʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈiːn̪ˠt̪ˠiːmʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈiːn̪ˠt̪ˠimˠ/""}]",[]
76941,araon,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/əˈɾˠeːnˠ/""}, {""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/əˈɾˠeːn̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ɛˈɾˠeːnˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ɛˈɾˠeːn̪ˠ/""}, {""tags"": [""Ulster""], ""other"": ""/ɛˈɾˠɤːnˠ/""}, {""tags"": [""Ulster""], ""other"": ""/əˈɾˠɯːn/""}]",[]
76942,atá,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/əˈt̪ˠɑː/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈt̪ˠaː/""}]",[]
76943,atá,"[{""tags"": [""Munster""], ""ipa"": ""/əˈt̪ˠɑː/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈat̪ˠɑː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈat̪ˠa/""}]",[]
76949,athraím,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɑɾˠiːmʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈaɾˠiːmʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈæɾˠiːmʲ/""}]",[]
76955,athrú,"[{""ipa"": ""/ˈahɾˠuː/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɑɾˠuː/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈaːɾˠuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈaːhɾˠu/""}]",[]
77006,aibidh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈabʲɪɟ/""}]",[]
77033,abaidh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɑbʲɪɟ/""}]",['Munster']
77077,snaidhm,"[{""tags"": [""Cois-Fharraige""], ""ipa"": ""/sˠn̪ˠiːmʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/sˠn̪ˠĩːmʲ/""}]",[]
77115,snaidhm,"[{""tags"": [""Cois-Fharraige""], ""ipa"": ""/sˠn̪ˠiːmʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/sˠn̪ˠĩːmʲ/""}]",[]
77249,pluc,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/pˠl̪ˠuk/""}, {""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/pˠlˠuk/""}, {""tags"": [""Ulster""], ""ipa"": ""/pˠlˠʌk/""}, {""tags"": [""Ulster""], ""ipa"": ""/pˠl̪ˠʌk/""}]",[]
77271,pluc,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/pˠl̪ˠuk/""}, {""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/pˠlˠuk/""}, {""tags"": [""Ulster""], ""ipa"": ""/pˠlˠʌk/""}, {""tags"": [""Ulster""], ""ipa"": ""/pˠl̪ˠʌk/""}]",[]
77414,géibheann,"[{""ipa"": ""/ˈɟeːvʲən̪ˠ/""}, {""tags"": [""Cork""], ""ipa"": ""/ˈɟeːvʲɪɲ/""}]",[]
77439,cholla,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈxʌl̪ˠə/""}]",[]
77440,stuic,"[{""ipa"": ""[sˠt̪ˠɪc]""}]",[]
77441,romham,"[{""tags"": [""Munster""], ""ipa"": ""/rũːm/""}, {""tags"": [""Munster""], ""ipa"": ""/ɾˠõːmˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ɾˠõːmˠ/""}]",[]
77442,romhaibh,"[{""tags"": [""Ulster""], ""ipa"": ""/ɾˠõːvʲ/""}]",[]
77443,roimhe,"[{""tags"": [""Waterford""], ""ipa"": ""/ɾˠaiɟ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɾˠivʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɾˠĩvʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɾˠɨ̃vʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɾˠɨvʲə/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form roime"", ""ipa"": ""/ˈɾˠɨmʲə/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form roimhis"", ""ipa"": ""/ˈɾˠɨvʲɪʃ/""}]",[]
77447,roimhe,"[{""tags"": [""Waterford""], ""ipa"": ""/ɾˠaiɟ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɾˠivʲə/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɾˠĩvʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɾˠɨ̃vʲə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɾˠɨvʲə/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form roime"", ""ipa"": ""/ˈɾˠɨmʲə/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form roimhis"", ""ipa"": ""/ˈɾˠɨvʲɪʃ/""}]",[]
77450,romhainn,"[{""tags"": [""Ulster""], ""ipa"": ""/ɾˠõːn̠ʲ/""}]",[]
77454,chuig,"[{""ipa"": ""/xɪɟ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ɛɟ/""}]",[]
77471,bogach,"[{""tags"": [""Munster""], ""ipa"": ""/bˠəˈɡɑx/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈbˠɔɡəx/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈbˠʌɡa(h)/""}]",[]
77495,muice,"[{""ipa"": ""/ˈmˠɪcɪ/""}]",[]
77502,buille,"[{""tags"": [""Munster""], ""ipa"": ""/ˈbˠɪlʲə/""}, {""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/ˈbˠɪl̠ʲə/""}, {""homophone"": ""buile (Munster)""}]",[]
77526,taobh,"[{""tags"": [""Munster""], ""ipa"": ""/t̪ˠeːvˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/t̪ˠiːvˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/t̪ˠiːw/""}, {""tags"": [""Ulster""], ""ipa"": ""/t̪ˠiːw/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/t̪ˠɯːw/""}]",[]
77569,catha,"[{""ipa"": ""/ˈkɑhə/""}, {""ipa"": ""/ˈkahə/""}, {""ipa"": ""/ˈkæhə/""}]",[]
77593,dhuibh,"[{""ipa"": ""/ɣɪvʲ/""}, {""ipa"": ""/ɣɨ̞vʲ/""}]",[]
77599,dhi,"[{""ipa"": ""/jɪ/""}, {""tags"": [""Aran"", ""also""], ""ipa"": ""/jiː/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ɣiː/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/iː/""}]",[]
77602,domh,"[{""tags"": [""Ulster""], ""ipa"": ""/d̪ˠʊ̃h/""}]",['Ulster']
77603,dhuit,"[{""tags"": [""Munster""], ""ipa"": ""/ɣɞtʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ɣɪtʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ɣɪdʲ/""}]",[]
77610,duibh,"[{""ipa"": ""/d̪ˠɪvʲ/""}, {""ipa"": ""/d̪ˠɨ̞vʲ/""}]",[]
77611,duibh,"[{""ipa"": ""/d̪ˠɪvʲ/""}, {""ipa"": ""/d̪ˠɨ̞vʲ/""}]",[]
77616,fís,"[{""ipa"": ""/fʲiːʃ/""}]",[]
77654,fís,"[{""ipa"": ""/fʲiːʃ/""}]",[]
77679,dhise,"[{""ipa"": ""/ˈjɪʃə/""}]",[]
77688,ciaróg,"[{""tags"": [""Munster""], ""ipa"": ""/ciəˈɾˠoːɡ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈciəɾˠoːɡ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈciəɾˠaɡ/""}]",[]
77736,gaiscíoch,"[{""tags"": [""Munster""], ""ipa"": ""/ɡaʃˈciːx/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɡɑʃciəx/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɡaʃciəx/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡaʃcix/""}]",[]
77810,maol,"[{""tags"": [""Munster""], ""ipa"": ""/mˠeːl̪ˠ/""}, {""tags"": [""Munster""], ""ipa"": ""[mˠëːə̯l̪ˠ]""}, {""tags"": [""Connacht""], ""ipa"": ""/mˠiːlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/mˠiːlˠ/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/mˠɯːlˠ/""}]",[]
77835,maol,"[{""tags"": [""Munster""], ""ipa"": ""/mˠeːl̪ˠ/""}, {""tags"": [""Munster""], ""ipa"": ""[mˠëːə̯l̪ˠ]""}, {""tags"": [""Connacht""], ""ipa"": ""/mˠiːlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/mˠiːlˠ/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/mˠɯːlˠ/""}]",[]
77873,maol,"[{""tags"": [""Munster""], ""ipa"": ""/mˠeːl̪ˠ/""}, {""tags"": [""Munster""], ""ipa"": ""[mˠëːə̯l̪ˠ]""}, {""tags"": [""Connacht""], ""ipa"": ""/mˠiːlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/mˠiːlˠ/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/mˠɯːlˠ/""}]",[]
77884,maol,"[{""tags"": [""Munster""], ""ipa"": ""/mˠeːl̪ˠ/""}, {""tags"": [""Munster""], ""ipa"": ""[mˠëːə̯l̪ˠ]""}, {""tags"": [""Connacht""], ""ipa"": ""/mˠiːlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/mˠiːlˠ/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/mˠɯːlˠ/""}]",[]
78020,seachnadh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈʃaxnˠuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈʃaxn̪ˠuː/""}]",[]
78021,seachnadh,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈʃaxnˠuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈʃaxn̪ˠuː/""}]",[]
78027,tumadh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈt̪ˠɞmˠə/""}]",[]
78028,tumadh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈt̪ˠɞmˠə/""}]",[]
78033,lachan,"[{""ipa"": ""[ˈl̪ˠaxənˠ]""}]",[]
78034,lacha,"[{""ipa"": ""/ˈl̪ˠaxə/""}]",[]
78057,chon,"[{""ipa"": ""[xɔnˠ]""}]",[]
78059,thugainn,"[{""ipa"": ""[ˈhʊɡən̠ʲ]""}, {""tags"": [""Waterford""], ""ipa"": ""[ˈhʊɡəɲ]""}]",[]
78060,chugaibh,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form chughaibh"", ""ipa"": ""/xuːvʲ/""}, {""tags"": [""Aran""], ""note"": ""conflated with agaibh"", ""ipa"": ""/ˈɑɡiː/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""conflated with agaibh"", ""ipa"": ""/ˈaɡiː/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""as an interjection"", ""ipa"": ""/ˈ(h)uɡiː/""}]",[]
78062,chugaibh,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form chughaibh"", ""ipa"": ""/xuːvʲ/""}, {""tags"": [""Aran""], ""note"": ""conflated with agaibh"", ""ipa"": ""/ˈɑɡiː/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""conflated with agaibh"", ""ipa"": ""/ˈaɡiː/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""as an interjection"", ""ipa"": ""/ˈ(h)uɡiː/""}]",[]
78064,chugainn,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form chughainn"", ""ipa"": ""/xuːnʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈhʊɡən̠ʲ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈaɡən̠ʲ/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""conflated with againn"", ""ipa"": ""/æn̠ʲ/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""in the phrase seo chugainn"", ""ipa"": ""/ˈ(h)ʊɡən̠ʲ/""}]",[]
78066,chuige,"[{""tags"": [""Munster""], ""ipa"": ""/ˈxɪɟɪ/""}, {""tags"": [""Galway""], ""note"": ""conflated with aige"", ""ipa"": ""/ˈɛɟɪ/""}]",[]
78068,chugam,"[{""tags"": [""Munster""], ""note"": ""reflecting the form chugham"", ""ipa"": ""/xuːmˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈhʊɡəmˠ/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""conflated with agam"", ""ipa"": ""/ˈaɡəmˠ/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""conflated with agam"", ""ipa"": ""/amˠ/""}]",[]
78070,chugaibhse,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form chughaibhse"", ""ipa"": ""/ˈxuːvʲʃə/""}, {""tags"": [""Aran""], ""note"": ""conflated with agaibhse"", ""ipa"": ""/ˈɑɡiːʃə/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""conflated with agaibhse"", ""ipa"": ""/ˈaɡiːʃə/""}]",[]
78072,chugainne,"[{""tags"": [""Munster""], ""note"": ""corresponding to the form chughainne"", ""ipa"": ""/ˈxuːnʲə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈhɞn̠ʲə/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈaɡən̠ʲə/""}, {""tags"": [""Cois-Fharraige""], ""note"": ""conflated with againne"", ""ipa"": ""/ˈæn̠ʲə/""}]",[]
78073,chugamsa,"[{""tags"": [""Aran""], ""ipa"": ""/ˈhɞɡəmˠsˠə/""}]",[]
78138,tón,"[{""tags"": [""Munster""], ""ipa"": ""/t̪ˠuːn̪ˠ/""}, {""tags"": [""Munster""], ""ipa"": ""[t̪ˠũːn̪ˠ]""}, {""ipa"": ""/t̪ˠoːn̪ˠ/"", ""tags"": [""Munster""]}, {""ipa"": ""[t̪ˠõːn̪ˠ]"", ""tags"": [""Munster""]}]",['Munster']
78145,glacadh,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɡlˠɑkə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡlˠakuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡl̪ˠakuː/""}]",[]
78156,glacadh,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɡlˠɑkəvˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡlˠakuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡl̪ˠakuː/""}, {""tags"": [""Aran""], ""note"": ""before sé, sí, sibh, siad"", ""ipa"": ""/ˈɡlˠɑkətʲ/""}, {""tags"": [""Aran""], ""note"": ""elsewhere"", ""ipa"": ""/ˈɡlˠɑkəx/""}, {""tags"": [""Ulster""], ""note"": ""before sé, sí, sibh, siad"", ""ipa"": ""/ˈɡlˠakətʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɡl̪ˠakətʲ/""}, {""tags"": [""Ulster""], ""note"": ""elsewhere"", ""ipa"": ""/ˈɡlˠakuː/""}]",[]
78325,bagairt,"[{""ipa"": ""/ˈbˠaɡəɾˠtʲ/""}]",[]
78355,cionn,"[{""tags"": [""Munster""], ""ipa"": ""/cuːn̪ˠ/""}]",[]
78360,giorra,"[{""tags"": [""Munster"", ""Ulster""], ""ipa"": ""/ˈɟɨ̞ɾˠə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɟɞɾˠə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɟɛɾˠə/""}]",[]
78371,giorra,"[{""tags"": [""Munster"", ""Ulster""], ""ipa"": ""/ˈɟɨ̞ɾˠə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɟɞɾˠə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɟɛɾˠə/""}]",[]
78376,daoine,"[{""ipa"": ""/ˈd̪ˠiːnʲə/""}]",[]
78381,pearsanta,"[{""ipa"": ""/ˈpʲaɾˠsˠən̪ˠt̪ˠə/""}]",[]
78386,rian,"[{""ipa"": ""/ɾˠiən̪ˠ/""}, {""ipa"": ""/ɾˠiənˠ/""}]",[]
78405,fireann,"[{""ipa"": ""/ˈfʲɪɾʲən̪ˠ/""}]",[]
78435,spairt,"[{""ipa"": ""/sˠpˠaɾˠtʲ/""}]",[]
78455,Micheál,"[{""ipa"": ""/ˈmʲɪçaːlˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈmʲiːɑːl̪ˠ/""}]",['Judaism']
