bard	bˠaɾˠd̪ˠ
foirfe	ˈfˠɛɾʲfʲə
sia	ˈʃiə
fír	fʲiːɾʲ
críonna	ˈcɾʲiːnʲə
tairg	t̪ˠaɾʲɟ
mairg	mˠaɾʲɟ
idirghuí	ˈɪdʲəɾˠɣuiː
ithir	ˈɪhəɾʲ
nia	ˈnʲiə
mír	mʲiːɾʲ
lia	ˈlʲiə
Taoiseach	ˈt̪ˠiːʃəx
cóstaí	ˈkoːsˠt̪ˠiː
foghar	ˈfˠaiəɾˠ
bosca	ˈbˠɔsˠkə
teaghlach	ˈtʲəilˠəx
fadú	ˈfˠad̪ˠuː
hairdí	ˈhaɾʲədʲiː
shir	hɪɾʲ
tóraíocht	ˈt̪ˠoːɾˠiːəxt̪ˠ
ar an ásc sin	əɾˠ ənˠ ɑːʃc ˈʃɪnʲ
bítear	ˈbʲiːtʲəɾˠ
clog	klˠɔɡ
cladhaire	ˈklˠaiəɾʲə
Cholm Cille	xɪl̠ʲmʲ ˈcɪlʲə
taidhleoir	ˈt̪ˠɑːlʲoːɾʲ
ain-	anʲ-
nóta	ˈn̪ˠoːt̪ˠə
n-áití	n̪ˠ-ˈɑːtʲiː
taoiseach	ˈt̪ˠiːʃəx
trosc	t̪ˠɾˠɔsˠk
n-oileadh	n̪ˠ-ˈɛlʲə
ardchlár	ˈaɾˠəd̪ˠxlˠɑːɾˠ
crógach	ˈkɾˠoːɡəx
múinteora	ˈmˠún̪ʲtʲoːɾˠə
Dhia	ˈjiə
bhuntáiste	ˈwʊn̪ˠt̪ˠɑːʃtʲə
tuairim	ˈt̪ˠuəɾʲəmʲ
geansaí	ˈɟan̪ˠsˠiː
Aoife	ˈiːfʲə
deisceart	ˈdʲɛʃcəɾˠt̪ˠ
fágfar	ˈfˠɑːɡfˠəɾˠ
ar maidin	əɾˠˈmˠadʲɪnʲ
dhul	ɣʊlˠ
i gcoinne	əˈɡɪnʲə
comhairle	ˈkəuəɾʲlʲə
