,word,tags,ipa,results,match
4063,in aice le,,əˈn̪ˠacɪlʲə,ˈiːnʲ ˈaicɛ lʲɛ,0.75
4064,in ainneoin,Connacht,əˈn̪ˠan̠ʲoːnʲ,ˈiːnʲ ˈain̠ʲmʲKɾʲ_EOITɾʲIGOlˠnˠGnʲ,0.8571428571428572
4066,in éindí,Connacht,"ə ˈn̠ʲeːn̠ʲdʲi, ə ˈn̠ʲeːn̠ʲdʲiː",ˈiːnʲ ˈeːnʲiː,0.8333333333333334
4067,in éindí le,Connacht,ə ˈn̠ʲeːn̠ʲdʲiː lʲə,ˈiːnʲ ˈeːnʲiː lʲɛ,0.875
4068,in éineacht,,əˈn̠ʲeːnʲəxt̪ˠ,ˈiːnʲ ˈeːnʲɑkht̪ˠ,1.0
4069,in éineacht le,,əˈn̠ʲeːnʲəxt̪ˠ lʲə,ˈiːnʲ ˈeːnʲɑkht̪ˠ lʲɛ,1.0
4076,inis,,"ˈinʲiʃ, ˈɪn̠ʲiʃ",ˈɪnʲɪʃ,1.0
4080,inneach,Galway; Mayo; Connacht,ˈin̠ʲəx,ˈɪn̠ʲəx,1.0
4084,innealtóir,,ˈinʲəlˠt̪ˠoːɾʲ,ˈɪn̠ʲalˠtmʲKɾʲ_SUFFIX_OOIɾʲJ,1.0
4086,inneoin,Connacht,ˈin̠ʲuːnʲ,ˈɪn̠ʲmʲKɾʲ_EOITɾʲIGOlˠnˠGnʲ,1.0
4088,inniu,Connacht,əˈn̠ʲu,ˈɪn̠ʲɪʊ,0.75
4089,inné,Ulster; Connacht,"əˈn̠ʲeː, ɪˈn̠ʲeː",ˈɪn̠ʲeː,1.0
4091,ins,,ɪnˠsˠ,ˈiːnʲʃ,1.0
4093,inseoidh,Connacht,"ˈinʲʃoː, ˈinʲʃɔə̯",ˈɪnʲʃmʲKɾʲ_EOITɾʲIGOlˠnˠGj',1.0
4094,insim,,"ˈinʲʃəmʲ, ˈin̠ʲʃəmʲ, ˈiːnʲʃəmʲ",ˈɪnʲʃɪmʲ,1.0
4096,insíonn,Connacht,ˈiːnʲʃiːn̪ˠ,ˈɪnʲʃmʲKɾʲ_SUFFIX_IInˠ_VEɾˠB,1.0
4099,inár gcoinne,Connacht,ən̪ˠɑːɾˠ ˈɡɪn̠ʲə,ˈɪnʲɑːɾˠ ˈɡkɔn̠ʲɛ,1.0
4101,iníon,Connacht,"nʲiːnˠ, ˈinʲiːnʲ",ˈɪnʲiːʊnˠ,0.8
4102,iníona,Connacht,ˈinʲiːnˠiː,ˈɪnʲiːʊnˠa,0.8333333333333334
4105,iomad,Munster; Connacht,ˈʊmˠəd̪ˠ,ˈɪmˠad̪ˠ,1.0
4106,iomaire,Munster; Connacht,ˈʊmˠəɾʲə,ˈɪmˠaiɾʲɛ,0.8333333333333334
4107,iomas,Munster; Connacht,ˈʊmˠəsˠ,ˈɪmˠasˠ,1.0
4108,iomlán,Connacht,"ˈʊmˠlˠɑːnˠ, ˈʊmˠl̪ˠɑːn̪ˠ",ˈɪmˠlˠɑːnˠ,1.0
4109,iompair,,ˈʊmˠpˠəɾʲ,ˈɪmˠpˠaiɾʲ,0.8333333333333334
4110,iompar,Munster; Connacht,ˈʊmˠpˠəɾˠ,ˈɪmˠpˠaɾˠ,1.0
4111,iomrall,,ˈʊmˠəɾˠəl̪ˠ,ˈɪmˠɾˠal̪ˠ,0.8333333333333334
4112,iomrá,Connacht,ˈʊmɾˠɑː,ˈɪmˠɾˠɑː,1.0
4113,iománaíocht,,əˈmˠɑːn̪ˠiəxt̪ˠ,ˈɪmˠɑːnmʲKɾʲ_AIACTlˠnˠGʊkht̪ˠ,1.0
4114,ionad,Connacht,ˈinˠəd̪ˠ,ˈɪnˠad̪ˠ,1.0
4115,ionadaí,,"ˈi.ɴˠə.dˠiː, ˌi.nˠə.ˈdˠiː",ˈɪnˠadmʲKɾʲ_SUFFIX_A_II,1.0
4116,ionaidh,Connacht,ˈiːnˠiː,ˈɪnmʲKɾʲ_SUFFIX_IGH,1.0
4117,ionsaí,Connacht,ˈɔnˠsˠiː,ˈɪnˠsmʲKɾʲ_SUFFIX_A_II,1.0
4118,iontach,Connacht,"ˈiən̪ˠt̪ˠəx, ˈiːn̪ˠt̪ˠəx",ˈɪnˠt̪ˠəx,1.0
4119,iontas,Connacht,ˈiən̪ˠt̪ˠəsˠ,ˈɪnˠt̪ˠasˠ,0.8333333333333334
4120,iontas,Ulster; Connacht,ˈiːn̪ˠt̪ˠəsˠ,ˈɪnˠt̪ˠasˠ,1.0
4121,iontráil,Connacht,ˈʊn̪ˠt̪ˠɾˠɑːlʲ,ˈɪnˠt̪ˠrmʲKɾʲ_SUFFIX_AAlˠ'J,1.0
4122,iontrálacha,Connacht,ˈʊn̪ˠt̪ˠɾˠɑːlˠəxə,ˈɪnˠt̪ˠɾˠɑːlˠakha,1.0
4124,is,,"sˠ, ɪsˠ, ʃ",ɪʃ,1.0
4125,is cuma,,əsˠ ˈkʊmˠə,ɪʃ ˈkʊmˠa,1.0
4126,is fearr,,(ə)sˠˈfʲɑːɾˠ,ɪʃ ˈfˠɑːɾˠ,1.0
4127,is fuath le,,"sˠfˠuə lʲə, ɪsˠ fˠuə lʲə",ɪʃ ˈfˠuaç lʲɛ,1.0
4128,is éigean,,ˈʃeːɟənˠ,ɪʃ ˈeːɡanˠ,0.8333333333333334
4130,isteach,,əʃˈtʲax,ˈɪʃtʲmʲKɾʲ_SUFFIX_ƏX,1.0
4131,istigh,Connacht,əʃˈtʲiː,ˈɪʃtʲmʲKɾʲ_SUFFIX_IGH,1.0
4133,ite,,ˈitʲə,ˈɪtʲɛ,1.0
4135,ith,,i(h),ˈɪç',0.5
4137,itheann,,"ˈihən̪ˠ, ˈiːn̪ˠ",ˈɪçmʲKɾʲ_SUFFIX_Ənˠ_VEɾˠB,1.0
4140,ithir,,"ˈihəɾʲ, ˈihɪɾʲ",ˈɪçɪɾʲ,1.0
4141,iógart,,ˈjoː.ɡˠʊɾˠt̪ˠ,ˈɪoːɡaɾˠt̪ˠ,0.8333333333333334
4142,iúr,,uːɾˠ,ˈɔɾˠ,1.0
4143,jé,,d͡ʒeː,ˈj'eː,0.5
4280,lig do scíth,,ˌl̠ʲɪɟ də ˈʃciː,ˈlʲɪɡ d̪ˠʊ ˈʃciːç',0.875
4330,lom láithreach,Connacht,ˌlˠɔmˠ ˈl̪ˠɑːɾʲəx,ˈlˠuːmˠ ˈlˠɑːçɾʲmʲKɾʲ_SUFFIX_ƏX,0.8888888888888888
4375,lá féile,,ˌl̪ˠɑː ˈfʲeːlʲə,ˈlˠɑː ˈfʲeːlʲɛ,1.0
4384,láithreach baill,Connacht,ˌl̪ˠɑːɾʲəx ˈbˠɑl̠ʲ,ˈlˠɑːçɾʲmʲKɾʲ_SUFFIX_ƏX ˈbˠail̠ʲ,0.8
4385,láithreach stairiúil,Connacht,ˌl̪ˠɑːɾʲʲəx ˈsˠtˠaɾʲuːlʲ,ˈlˠɑːçɾʲmʲKɾʲ_SUFFIX_ƏX ˈsˠt̪ˠaiɾʲɪmʲKɾʲ_SUFFIX_UUlˠ'J,0.7857142857142857
4454,mac léinn,,ˌmˠak ˈl̠ʲeːn̠ʲ,ˈmˠak ˈlʲeːmʲKɾʲ_SUFFIX_Inˠ'nˠ'_VEɾʲB,0.8571428571428572
4455,mac tíre,,ˌmˠak ˈtʲiːɾʲə,ˈmˠak ˈtʲiːɾʲɛ,1.0
4466,maide briste,,ˌmˠædʲə ˈbʲɾʲɪʃtʲə,ˈmˠaidʲɛ ˈbʲɾʲɪʃtʲɛ,0.9090909090909091
4617,meá,,"æ(h), ɑː",ˈmʲɛɑː,0.33333333333333337
4630,mh,,"vʲ, w",w,1.0
4663,mhná,Connacht,vˠɾˠɑː,ˈwnˠɑː,0.33333333333333337
4899,nG,,"ŋ, ŋɡ, ɲ, ɲɟ",ˈnɡ,1.0
4900,nGréigis,,ˈɲɾʲeːɟɪʃ,ˈnʲɡɾʲeːɡɪʃ,1.0
4919,nc,,"ŋk, ɲc",ˈnk,1.0
4956,ng,,"ŋ, ŋɡ, ɲ, ɲɟ",ˈnɡ,1.0
4957,ngabha,Connacht,ŋɑu,ˈnɡaua,0.75
4958,ngabhar,Connacht,ˈŋɑuəɾˠ,ˈnɡauaɾˠ,1.0
4959,ngabhas,,ˈŋauəsˠ,ˈnɡauasˠ,1.0
4960,ngad,,"ŋad̪ˠ, ŋɑd̪ˠ",ˈnɡad̪ˠ,1.0
4961,ngair,,ŋaɾʲ,ˈnɡaiɾʲ,1.0
4962,ngairdín,Connacht,ˈŋɑːɾˠdʲiːnʲ,ˈnɡaiɾʲdʲmʲKɾʲ_SUFFIX_IInˠ'J,1.0
4963,ngaiscíoch,Connacht,ˈŋaʃciːx,ˈnɡaiʃciːʊk,0.5714285714285714
4964,ngaoith,,ŋiːh,ˈnɡiːç',0.6666666666666667
4965,ngar,,ŋaɾˠ,ˈnɡaɾˠ,1.0
4966,ngaranna,,ˈŋaɾˠən̪ˠə,ˈnɡaɾˠan̪ˠa,1.0
4967,ngarda,Munster; Connacht,ˈŋɑːɾˠd̪ˠə,ˈnɡaɾˠd̪ˠa,1.0
