duadar	ˈd̪ˠuəd̪ˠəɾˠ
diúil	ˈdʲúlʲ
siolla	ˈʃiəlˠə
gaiscígh	ˈɡaʃcɪ
paiteanta	ˈpˠatʲən̪ˠt̪ˠə
bun	bˠʊn̪ˠ
siúil	ˈʃúlʲ
leomh	lʲoː
le fáil	lʲə ˈfˠɑːlʲ
tráthanna	ˈt̪ˠɾˠɑːhən̪ˠə
háidí	ˈhɑːdʲiː
greas	ɟɾʲasˠ
uain	ˈuənʲ
chruit	xɾˠɪtʲ
traenálaí	ˈtʲɾʲeːn̪ˠɑːlˠiː
Rúisis	ˈɾˠúʃəʃ
preas	pʲɾʲasˠ
feiceálach	ˈfʲɛceɑːlˠəx
snoíodóireacht	ˈsˠn̪ˠoiːd̪ˠóɾʲəxt̪ˠ
réam	ɾˠeːmˠ
díomá	ˈdʲiːmˠɑː
ligthe	ˈlʲɪcə
seabhac	ˈʃəuək
Uíbh Fhailí	ˌuiːw ˈalʲiː
uasghrádaigh	ˈuəsˠɾˠɑːd̪ˠə
bláthnaid	ˈbˠlˠɑːhn̪ˠədʲ
ngoile	ˈŋɛlʲə
pluma	ˈpˠlˠʊmˠə
éadroma	ˈeːd̪ˠɾˠəmˠə
farraige	ˈfˠaɾˠəɟɪ
cíora	ˈciːɾˠə
éiclips	ˈeːclʲɪpʲʃ
diúracas	ˈdʲuːɾˠəkəsˠ
práta	ˈpˠɾˠɑːt̪ˠə
otair	ˈɔt̪ˠəɾʲ
deiseal	ˈdʲɛʃəlˠ
stair	sˠt̪ˠaɾʲ
crannóg	ˈkɾˠan̪ˠoːɡ
buairt	ˈbˠuəɾˠtʲ
prios	ˈpʲɾʲiəsˠ
caithirín	ˈkahəɾʲiːnʲ
ducht	d̪ˠʊxt̪ˠ
grianmhar	ˈɟɾʲiən̪ˠwəɾˠ
sínid	ˈʃiːnʲɪdʲ
aríst	ˈaɾʲiːʃtʲ
ar dtúis	əɾˠˈd̪ˠúʃ
líonra	ˈlʲiːn̠̪ˠɾˠə
chlóis	ˈxlˠóʃ
úsáideoirí	ˈuːsˠɑːdʲoːɾʲiː
batar	ˈbˠat̪ˠəɾˠ
Albain Nua	ˌalˠəbˠən̪ˠ ˈn̪ˠuə
carr patróil	kaɾˠ ˈpˠat̪ˠɾˠólʲ
deor	dʲoːɾˠ
gabhaidís	ˈɡəuədʲiːʃ
sionnach	ˈʃiən̪ˠəx
bheidh	vʲɪ
mucár	ˈmˠʊkɑːɾˠ
Seoirse	ˈʃoːɾˠʃə
cóiste	ˈkóʃtʲə
bícéips	ˈbʲiːceːpʲʃ
gluaisim	ˈɡlˠuəʃɪmʲ
óga	ˈoːɡə
go dtí	ɡəˈdʲiː
gealacán	ˈɟalˠəkɑːnˠ
pláta	ˈpˠlˠɑːt̪ˠə
mhairbh	waɾʲvʲ
bard	bˠaɾˠd̪ˠ
cíocrach	ˈciːkɾˠəx
garr	ɡaːɾˠ
théas	heːsˠ
bhrád	wɾˠɑːd̪ˠ
gCeanada	ˈɟan̪ˠəd̪ˠə
ndearnadar	ˈnʲaɾˠn̪ˠəd̪ˠəɾˠ
halla	ˈhalˠə
laghairt	ˈlˠaiəɾˠtʲ
slios	ˈʃlʲiəsˠ
gabhal	ˈɡəuəlˠ
dtigh	dʲɪ
cead	cad̪ˠ
fead	fʲad̪ˠ
gága	ˈɡɑːɡə
fága	ˈfˠɑːɡə
bead	bʲad̪ˠ
in ainneoin	ɪn̪ˠ ˈan̪ˠoːnʲ
bhfeoil	vʲoːlʲ
n-anman	n̪ˠ-ˈan̪ˠmˠən̪ˠ
sábháil	ˈsˠáiːɑːlʲ
sead	ʃad̪ˠ
barr	bˠaːɾˠ
ardú	ˈaɾˠəd̪ˠuː
gceist	ɟɛʃtʲ
cófra	ˈkoːfˠɾˠə
fréamhshamhaltaigh	ˈfʲɾʲeːwhəuəl̪ˠt̪ˠə
Dún Dealgan	d̪ˠuːnʲ ˈdʲalˠəɡən̪ˠ
thor	hɔɾˠ
d'áitigh	d̪ˠ'ˈɑːtʲə
ópalach	ˈoːpˠəlˠəx
iarraim	ˈiəɾˠəmʲ
Fearghas	ˈfʲaɾˠɣəsˠ
phíoba	ˈfʲiːbˠə
ghor	ɣɔɾˠ
cruachan	ˈkɾˠuəxən̪ˠ
caiseal	ˈkaʃəlˠ
chor	xɔɾˠ
imeall	ˈɪmʲəlˠ
Nás na Ríogh	n̪ˠɑːsˠ n̪ˠə ˈɾʲiː
deasc	dʲasˠk
gnéas	ɟɾʲeːsˠ
Cásc	kɑːsˠk
Ocsatánais	ˈɔksˠət̪ˠɑːn̪ˠəʃ
géibheann	ˈɟeːvʲən̪ˠ
Spáinne	ˈsˠpˠɑːn̪ˠə
ghobtha	ˈɣɔpˠə
tréith	tʲɾʲeː
fuilim	ˈfˠɪlʲɪmʲ
beacha	ˈbʲaxə
spúnóg	ˈsˠpˠuːn̪ˠoːɡ
foclóirí	ˈfˠɔklˠóɾʲiː
chealg	çal̪ˠɡ
parasól	ˈpˠaɾˠəsˠoːlˠ
Caiseal	ˈkaʃəlˠ
fireann	ˈfʲɪɾʲən̪ˠ
tógáil	ˈt̪ˠoːɡɑːlʲ
tochail	ˈt̪ˠɔxəlʲ
cuirim	ˈkɪɾʲɪmʲ
miosúr	ˈmʲiəsˠuːɾˠ
drochshúil	ˈd̪ˠɾˠɔxhúlʲ
seagal	ˈʃaɡəlˠ
gróite	ˈɡɾˠótʲə
gallán	ˈɡalˠɑːnˠ
adhlaic	ˈailˠəc
badhbh	bˠəw
chluich	xlˠʊx
uafásach	ˈuəfˠɑːsˠəx
gar	ɡaɾˠ
litir	ˈlʲɪtʲəɾʲ
timpiste	ˈtʲɪmʲpʲəʃtʲə
tá ocras orm	t̪ˠɑː ɔkɾˠəsˠ ˈəɾˠmˠ
bhfuiltear	ˈwɪl̠ʲtʲəɾˠ
