word,tags,ipa,results,match
bhíonn,,vʲiːn̪ˠ,ˈvʲiːn̪ˠ,100
bhíonns,,vʲiːn̪ˠsˠ,ˈvʲiːn̪ˠsˠ,100
bhíos,,ˈvʲiːsˠ,ˈvʲiːsˠ,100
bhíothas,,ˈvʲiːhəsˠ,ˈvʲiːçəsˠ,89
bhís,,ˈvʲiːʃ,ˈvʲiːʃ,100
bhíteá,,ˈvʲiːtʲaː,ˈvʲiːtʲɪɑː,78
bhítí,,ˈvʲiːtʲiː,ˈvʲiːtʲiː,100
bhó,Connacht,woː,ˈwoː,100
bia,,bʲiə,ˈbʲiə,100
biachlár,,ˈbʲiəxlˠɑːɾˠ,ˈbʲiəxlˠɑːɾˠ,100
biail,,bʲiəlʲ,ˈbʲiəɪlʲ,83
bialann,,ˈbʲiəl̪ˠən̪ˠ,ˈbʲiəlˠən̪ˠ,91
bialann,Ulster; also; Connacht,ˈbʲiəlˠən̪ˠ,ˈbʲiəlˠən̪ˠ,100
biatach,Munster; Connacht,ˈbʲiət̪ˠəx,ˈbʲiət̪ˠəx,100
big,,bʲɪɟ,ˈbʲɪɟ,100
bige,,ˈbʲɪɟɪ,ˈbʲɪɟɪ,100
bigil,,ˈbʲɪɟɪlʲ,ˈbʲɪɟɪlʲ,100
bile,,ˈbʲɪlʲə,ˈbʲɪlʲɪ,86
bileogach,Connacht,ˈbʲɪlʲoːɡəx,ˈbʲɪlʲoːɡəx,100
bille,,ˈbʲɪlʲə,ˈbʲɪl̠ʲə,86
billiún,,ˈbʲil̠ʲuːnˠ,ˈbʲɪl̠ʲuːnˠ,91
billí,,ˈbʲɪlʲiː,ˈbʲɪl̠ʲiː,88
binde,,ˈbʲɪn̠ʲdʲə,ˈbʲɪnʲɪ,86
bindealán,Connacht,ˈbʲin̠ʲdʲəlˠɑːnˠ,ˈbʲɪnʲɪlˠɑːnˠ,62
binid,,ˈbʲɪnʲədʲ,ˈbʲɪnʲɪdʲ,89
binne,Ulster; Connacht,ˈbʲɪn̠ʲə,ˈbʲɪn̠ʲə,100
biseach,Connacht,ˈbʲɪʃəx,ˈbʲɪʃəx,100
bith,,"bʲɪ, bʲɪh",ˈbʲɪç,60
bitheach,Connacht,ˈbʲi(h)əx,ˈbʲɪhəx,57
bithiúnta,Connacht,ˈbʲɪhuːn̪ˠt̪ˠə,ˈbʲɪçuːnˠt̪ˠə,85
blagaid,,ˈbˠlˠaɡədʲ,ˈbˠlˠaɡɪdʲ,90
blais,,bˠlˠaʃ,ˈbˠlˠaʃ,100
blaoisce,Ulster; Connacht,ˈbˠlˠiːʃcɪ,ˈblʲiːʃcɪ,78
blaosc,Ulster; Connacht,bˠlˠiːsˠk,ˈblʲiːsk,62
bleacht,,bʲlʲaxt̪ˠ,ˈbˠlˠəxt̪ˠ,67
bleaist,,bʲlʲaʃtʲ,ˈbʲlʲɑʃtʲ,88
bleidhmhíol,,ˈbʲlʲɛjvʲiːl̪ˠ,ˈbʲlʲaivʲiːlˠ,77
bleácach,,ˈbʲlʲɑːkəx,ˈbʲlʲɛɑːkəx,90
bleán,Munster; Connacht,bʲlʲɑːnˠ,ˈbʲlʲɛɑːnˠ,88
bleánach,Connacht,ˈbʲlʲaːnˠəx,ˈbʲlʲɛɑːnˠəx,82
bleánach,Munster; Connacht,ˈbʲlʲaːn̪ˠəx,ˈbʲlʲɛɑːnˠəx,83
bliain,,bʲlʲiənʲ,ˈbʲlʲiəɪnʲ,88
blian,,"bʲlʲiənˠ, bʲlʲiən̪ˠ",ˈbʲlʲiənˠ,89
bliana,,ˈbʲlʲiən̪ˠə,ˈbʲlʲiənˠə,90
blianta,,ˈbʲlʲiən̪ˠt̪ˠə,ˈbʲlʲiənˠt̪ˠə,92
bligh,Ulster; Connacht,bʲlʲiː,ˈbʲlʲiː,100
bliosán,Connacht,ˈbʲlʲɪsˠɑːnˠ,ˈbʲlʲɪsˠɑːnˠ,100
blite,,ˈbʲlʲɪtʲə,ˈbʲlʲɪtʲɪ,89
blitear,,ˈbʲlʲɪtʲəɾˠ,ˈbʲlʲɪtʲɪɾˠ,91
bláfar,Munster; Connacht,ˈbˠlˠɑːfˠəɾˠ,ˈbˠlˠɑːfˠəɾˠ,100
bláith,Connacht,bˠlˠɑː,ˈbˠlˠɑː,100
bláth,Connacht,"bˠlˠɑː, bˠl̪ˠɑː",ˈbˠlˠɑː,86
bláthach,Connacht,"ˈbˠlˠɑːx, ˈbˠl̪ˠɑːx",ˈbˠlˠɑːçəx,80
bláthmhar,Munster; Connacht,ˈbˠlˠɑːfˠəɾˠ,ˈbˠlˠɑːçwəɾˠ,83
bláthnaid,Connacht,ˈbˠlˠɑːnˠədʲ,ˈbˠlˠɑːçnˠɪdʲ,83
bláthnaid,Munster; Connacht,ˈbˠl̪ˠɑːn̪ˠədʲ,ˈbˠlˠɑːçnˠɪdʲ,77
bléan,,"bʲlʲeːnˠ, bʲlʲeːn̪ˠ",ˈbʲlʲeːnˠ,89
bléin,,bʲlʲeːnʲ,ˈbʲlʲeːnʲ,100
bobaireacht,Munster; Connacht,ˈbˠɔbˠəɾʲəxt̪ˠ,ˈbˠʊbˠɪɾʲɪxt̪ˠ,79
boc,,"bˠok, bˠɔk, bˠʌk",ˈbˠʊk,60
bocht,,bˠɔxt̪ˠ,ˈbˠʊxt̪ˠ,86
bochtaineacht,Munster; Connacht,ˈbˠɔxt̪ˠənʲəxt̪ˠ,ˈbˠʊxt̪ˠɪnʲɪxt̪ˠ,81
bod,Munster; Connacht,bˠɔd̪ˠ,ˈbˠʊd̪ˠ,83
bod gaoithe,,ˈbˠɔd̪ˠ ˈɡiːhə,ˈbˠʊd̪ˠ ˈɡiːəhə,86
bodach,Connacht,ˈbˠɔd̪ˠəx,ˈbˠʊd̪ˠəx,89
bodhrán,Connacht,ˈbˠəuɾˠɑːn̪ˠ,ˈbˠʊɣɾˠɑːnˠ,73
bog,Munster; Connacht,bˠɔɡ,ˈbˠʊɡ,75
boga,,ˈbˠɔɡə,ˈbˠʊɡə,83
bogach,Connacht,ˈbˠɔɡəx,ˈbˠʊɡəx,86
bogaigh,Connacht,ˈbɔɡiː,ˈbˠʊɡiː,67
bogearraí,,ˈbˠoɟəɾˠiː,ˈbˠɛɟɪɾˠiː,80
bogha,Connacht,bˠau,ˈbˠəu,75
bogha báistí,Connacht,ˈbˠau ˈbˠaːʃtʲiː,ˈbˠəu ˈbˠɑːʃtʲiː,88
boid,,bˠɪdʲ,ˈbˠɛdʲ,80
boig,,bˠɪɟ,ˈbˠɛɟ,75
boige,,ˈbˠɛɟə,ˈbˠɛɟɪ,83
boird,,bˠoːɾˠdʲ,ˈbˠəiɾʲdʲ,62
boireannach,Munster; Connacht,ˈbˠɛɾʲən̪ˠəx,ˈbˠɛɾʲɪn̪ˠəx,92
boiriceach,Munster; Connacht,ˈbˠɛɾʲɪcəx,ˈbˠɛɾʲɪcɪx,90
boladh,,"ˈbˠalˠ(h)uː, ˈbˠɔlˠu(ː), ˈbˠɔlˠu, ˈbˠɔl̪ˠhu, ˈbˠɔl̪ˠu ~ ˈbˠɑl̪ˠu, ˈbˠʌlˠhu, ˈbˠʌlˠu",ˈbˠʊlˠuːə,67
bolcáin,Connacht,ˈbɔlˠkɑːnʲ,ˈbˠʊlˠkɑːnʲ,80
bolcán,Connacht,ˈbɔlˠkɑːnˠ,ˈbˠʊlˠkɑːnˠ,80
bolcánach,Connacht,ˈbˠɔlˠkɑːnˠəx,ˈbˠʊlˠkɑːnˠəx,92
bolg,,"ˈbˠɔlˠəɡ, ˈbˠɔl̪ˠəɡ",ˈbˠʊlˠəɡ,88
bolscaire,Munster; Connacht,ˈbˠɔl̪ˠsˠkərʲə,ˈbˠʊlˠsˠkɪɾʲɪ,69
bonnán,Connacht,ˈbˠun̪ˠɑːnˠ,ˈbˠʊn̪ˠɑːnˠ,91
bord,,bˠoːɾˠd̪ˠ,ˈbˠɔɾˠd̪ˠ,78
bosca,,ˈbˠɔsˠkə,ˈbˠʊsˠkə,88
boscaí,Connacht,ˈbˠɔsˠkiː,ˈbˠʊsˠkiː,89
both,,bˠɔ(h),ˈbˠʊç,40
bothán,Connacht,ˈbˠɔhɑːnˠ,ˈbˠʊçɑːnˠ,78
bothóg,Connacht,ˈbˠɔhoːɡ,ˈbˠʊçoːɡ,75
bp,,"bʲ, bˠ",ˈbˠ,67
bpeacaí,Connacht,ˈbʲakiː,ˈbʲɑkiː,86
bpeata,,ˈbʲat̪ˠə,ˈbʲɑt̪ˠə,88
bpian,,bʲiənˠ,ˈbʲiənˠ,100
bpianta,,ˈbʲiən̪ˠt̪ˠə,ˈbʲiənˠt̪ˠə,91
bpingin,Ulster; Connacht,bʲiːn̠ʲ,ˈbʲɪŋɪnʲ,57
bpáipéar,Connacht,ˈbˠɑːpʲeːɾˠ,ˈbˠɑːpʲeːɾˠ,100
bpáiste,Munster; Connacht,ˈbˠɑːʃtʲə,ˈbˠɑːʃtʲɪ,89
bpáistí,Connacht,ˈbˠɑːʃtʲiː,ˈbˠɑːʃtʲiː,100
bpéin,,bʲeːnʲ,ˈbʲeːnʲ,100
brabúsach,Connacht,ˈbˠɾˠabˠuːsˠəx,ˈbˠɾˠabˠuːsˠəx,100
brac,,bˠɾˠak,ˈbˠɾˠak,100
brachán,Connacht,"ˈbˠɾˠaxɑːnˠ, ˈbˠɾˠaxɑːn̪ˠ",ˈbˠɾˠʊxɑːnˠ,91
brad,,bˠɾˠad̪ˠ,ˈbˠɾˠad̪ˠ,100
bradach,Connacht,ˈbˠɾˠad̪ˠəx,ˈbˠɾˠad̪ˠəx,100
braichlis,,ˈbˠɾˠaiç.lʲɪʃ,ˈbˠɾˠaçlʲɪʃ,82
braistint,,ˈbˠɾˠɑʃtʲənʲtʲ,ˈbˠɾˠaʃtʲɪnʲtʲ,86
braiteach,Connacht,ˈbˠɾˠatʲəx,ˈbˠɾˠatʲəx,100
branda,Ulster; Connacht,ˈbˠɾˠan̪ˠd̪ˠə,ˈbˠɾˠanˠə,89
brandaí,,ˈbˠɾˠan̪ˠd̪ˠiː,ˈbˠɾˠanˠiː,80
branra,,ˈbˠɾˠan̪ˠɾˠə,ˈbˠɾˠanˠɾˠə,91
braon,Ulster; Connacht,bˠɾˠiːnˠ,ˈbˠɾˠiːnˠ,100
brata,,ˈbˠɾˠat̪ˠə,ˈbˠɾˠat̪ˠə,100
breab,,bʲɾʲabˠ,ˈbʲɾʲɑbˠ,86
breac,,bʲɾʲak,ˈbʲɾʲɑk,83
breaca,,ˈbʲɾʲakə,ˈbʲɾʲɑkə,88
breactar,,ˈbʲɾʲakt̪ˠəɾˠ,ˈbʲɾʲɑkt̪ˠəɾˠ,92
breacán,Connacht,"ˈbʲɾʲakɑːnˠ, ˈbʲɾʲakɑːn̪ˠ",ˈbʲɾʲʊkɑːnˠ,91
breall,,bʲɾʲal̪ˠ,ˈbˠɾˠal̪ˠ,75
breilsce,,ˈbʲɾʲɪl̠ʲʃcɪ,ˈbʲɾʲɛlʲʃcɪ,82
breis,,bʲɾʲɛʃ,ˈbʲɾʲɛʃ,100
breise,,ˈbʲɾʲɛʃə,ˈbʲɾʲɛʃɪ,88
breithiúnais,Connacht,ˈbʲɾʲɛhuːnˠəʃ,ˈbʲɾʲɛçuːnˠɪʃ,85
breithiúnas,Connacht,ˈbʲɾʲɛhuːnˠəsˠ,ˈbʲɾʲɛçuːnˠəsˠ,93
breo,Munster; Connacht,bʲɾʲoː,ˈbʲɾʲoː,100
breoim,Munster; Connacht,bʲɾʲoːmʲ,ˈbʲɾʲoːmʲ,100
breoite,Munster; Connacht,ˈbʲɾʲoːtʲə,ˈbʲɾʲoːtʲɪ,90
breoiteacht,Munster; Connacht,ˈbʲɾʲoːtʲəxt̪ˠ,ˈbʲɾʲoːtʲəxt̪ˠ,100
breá,Munster; Connacht,bʲɾʲɑː,ˈbʲɾʲɛɑː,83
bric,,bʲɾʲɪc,ˈbʲɾʲɪc,100
brice,,ˈbʲɾʲɪcɪ,ˈbʲɾʲɪcɪ,100
bricfeasta,,ˈbʲɾʲɪcˌfʲasˠt̪ˠə,ˈbʲɾʲɪcfʲɪsˠt̪ˠə,88
bricfásta,,ˈbʲɾʲɪcfˠɑːsˠt̪ˠə,ˈbʲɾʲɪcfʲɑːsˠt̪ˠə,94
brionglóid,Connacht,"ˈbʲɾʲɪŋlˠoːdʲ, ˈbʲɾʲɪŋl̪ˠoːdʲ",ˈbʲɾʲɪŋlˠoːdʲ,100
briosc,,bʲɾʲɪsˠk,ˈbʲɾʲɪsk,88
briosca,,ˈbʲɾʲɪsˠkə,ˈbʲɾʲɪsˠkə,100
briota,,ˈbʲɾʲɨ̞t̪ˠə,ˈbʲɾʲɪt̪ˠə,80
bris,,bʲɾʲɪʃ,ˈbʲɾʲɪʃ,100
brise,,ˈbʲɾʲɪʃə,ˈbʲɾʲɪʃɪ,88
briseann,,ˈbʲɾʲɪʃən̪ˠ,ˈbʲɾʲɪʃən̪ˠ,100
briseanna,,ˈbʲɾʲɪʃən̪ˠə,ˈbʲɾʲɪʃɪn̪ˠə,92
brisfidh,Connacht,"ˈbʲɾʲɪʃiː, ˈbʲɾʲɪʃə",ˈbʲɾʲɪʃiː,100
brisid,,ˈbʲɾʲɪʃɪdʲ,ˈbʲɾʲɪʃɪdʲ,100
brisim,Munster; Connacht,ˈbʲɾʲɪʃəmʲ,ˈbʲɾʲɪʃɪmʲ,90
briste,,ˈbʲɾʲɪʃtʲə,ˈbʲɾʲɪʃtʲɪ,90
bristeacha,,ˈbʲɾʲɪʃtʲəxə,ˈbʲɾʲɪʃtʲɪxə,92
bristear,,ˈbʲɾʲɪʃtʲəɾˠ,ˈbʲɾʲɪʃtʲɪɾˠ,92
broc,,bˠɾˠɔk,ˈbˠɾˠʊk,83
broc-chú,,ˈbˠɾˠɔkˌxuː,ˈbˠɾˠʊkxuː,80
brocach,Connacht,ˈbˠɾˠokəx,ˈbˠɾˠʊkəx,89
brod,,bˠɾˠod̪ˠ,ˈbˠɾˠʊd̪ˠ,88
broic,,bˠɾˠɪc,ˈbˠɾˠɛc,83
brollach,Connacht,ˈbˠɾˠɔl̪ˠəx,ˈbˠɾˠʊl̪ˠəx,91
bromach,Connacht,"ˈbˠɾˠɔmˠəx, ˈbˠɾˠʊmˠəx",ˈbˠɾˠʊːmˠəx,95
bronnaim,Munster; Connacht,"ˈbˠɾˠɔn̪ˠəmʲ, ˈbˠɾˠʌn̪ˠəmʲ",ˈbˠɾˠʊn̪ˠɪmʲ,83
bronntanas,Connacht,"ˈbˠɾˠuːn̪ˠt̪ˠənˠəsˠ, ˈbˠɾˠuːn̪ˠt̪ˠən̪ˠəsˠ",ˈbˠɾˠʊn̪ˠt̪ˠənˠəsˠ,89
brosna,,ˈbˠɾˠɔsˠn̪ˠə,ˈbˠɾˠʊsˠnˠə,82
brostaigh,Connacht,ˈbˠɾˠʊsˠt̪ˠə,ˈbˠɾˠʊsˠt̪ˠiː,92
bruach,Ulster; Munster; Connacht,bˠɾˠuəx,ˈbˠɾˠʊəx,86
bruig,,bˠɾˠɪɟ,ˈbˠɾˠɪɟ,100
bruis,,bˠɾˠɪʃ,ˈbˠɾˠɪʃ,100
bruite,,ˈbˠɾˠɪtʲə,ˈbˠɾˠɪtʲɪ,89
bruscar,,ˈbˠɾˠʊsˠkəɾˠ,ˈbˠɾˠʊsˠkəɾˠ,100
bruth,,bˠɾˠʊ(h),ˈbˠɾˠʊç,71
bruíon,,bˠɾˠiːnˠ,ˈbˠɾˠiːənˠ,88
brá,Munster; Connacht,bˠɾˠɑː,ˈbˠɾˠɑː,100
brách,Munster; Connacht,bˠɾˠɑːx,ˈbˠɾˠɑːx,100
brád,Munster; Connacht,bˠɾˠɑːd̪ˠ,ˈbˠɾˠɑːd̪ˠ,100
brádán,Connacht,"ˈbˠɾˠɑːd̪ˠɑːnˠ, ˈbˠɾˠɑːd̪ˠɑːn̪ˠ",ˈbˠɾˠɑːd̪ˠɑːnˠ,100
bráid,Munster; Connacht,bˠɾˠɑːdʲ,ˈbˠɾˠɑːdʲ,100
bráithre,,ˈbˠɾˠɑːɾʲə,ˈbˠɾˠɑːhɾʲɪ,90
bráthair,,ˈbˠɾˠɑːhəɾʲ,ˈbˠɾˠɑːçɪɾʲ,82
bréag,Ulster; Connacht,bʲɾʲeːɡ,ˈbʲɾʲeːɡ,100
bréagach,Connacht,ˈbʲɾʲeːɡəx,ˈbʲɾʲeːɡəx,100
bréagfholt,,ˈbʲɾʲeːɡˌɔl̪ˠt̪ˠ,ˈbʲɾʲeːɡfˠhəlˠt̪ˠ,75
bréagán,Connacht,ˈbʲɾʲeːɡɑːnˠ,ˈbʲɾʲeːɡɑːnˠ,100
bréan,Ulster; Connacht,bʲɾʲeːnˠ,ˈbʲɾʲeːnˠ,100
bréidín,Ulster; Connacht,ˈbʲɾʲeːdʲiːnʲ,ˈbʲɾʲeːdʲiːnʲ,100
bréig,,bʲɾʲeːɟ,ˈbʲɾʲeːɟ,100
bréige,,ˈbʲɾʲeːɟɪ,ˈbʲɾʲeːɟɪ,100
brí,,bʲɾʲiː,ˈbʲɾʲiː,100
bríce,,ˈbʲɾʲiːcɪ,ˈbʲɾʲiːcɪ,100
bríste,,ˈbʲɾʲiːʃtʲə,ˈbʲɾʲiːʃtʲɪ,91
bró,Munster; Connacht,bˠɾˠoː,ˈbˠɾˠoː,100
bród,,ˈbˠɾˠoːd̪ˠ,ˈbˠɾˠoːd̪ˠ,100
bródúil,Connacht,ˈbˠɾˠoːd̪ˠuːlʲ,ˈbˠɾˠoːd̪ˠuːlʲ,100
bróg,Munster; Connacht,bˠɾˠoːɡ,ˈbˠɾˠoːɡ,100
bróga,Connacht,ˈbˠɾˠoːɡiː,ˈbˠɾˠoːɡə,89
bróga,Munster; Connacht,ˈbˠɾˠoːɡə,ˈbˠɾˠoːɡə,100
bróig,,bˠɾˠoːɟ,ˈbˠɾˠoːɟ,100
bróige,,ˈbˠɾˠoːɟɪ,ˈbˠɾˠoːɟɪ,100
bróin,,bˠɾˠoːnʲ,ˈbˠɾˠʊːnʲ,88
brú,,bˠɾˠuː,ˈbˠɾˠuː,100
brúim,,bˠɾˠuːmʲ,ˈbˠɾˠuːmʲ,100
brúite,,ˈbˠɾˠuːtʲə,ˈbˠɾˠuːtʲɪ,90
brúitín,Connacht,ˈbˠɾˠuːtʲiːnʲ,ˈbˠɾˠuːtʲiːnʲ,100
brúnn,,bˠɾˠuːn̪ˠ,ˈbˠɾˠuːn̪ˠ,100
bua,,bˠuə,ˈbˠua,75
buabhall,Ulster; Connacht,ˈbˠuəwəl̪ˠ,ˈbˠuawəl̪ˠ,90
buachaill,Connacht,ˈbˠuəxəl̠ʲ,ˈbˠuaxəl̠ʲ,90
buachaillí,,ˈbuəxəlʲiː,ˈbˠuaxəl̠ʲiː,70
buachalla,,ˈbˠuəxəl̪ˠə,ˈbˠuaxəl̪ˠə,91
buachalán,Connacht,"ˈbˠuəxəlˠɑːnˠ, ˈbˠuəxəl̪ˠɑːn̪ˠ",ˈbˠuaxəlˠɑːnˠ,92
buaf,,bˠuəfˠ,ˈbˠuafˠ,83
buail,,"bˠuəlʲ, bˠɔlʲ",ˈbˠʊɪlʲ,62
buail an t-iarann te,,bˠuəlʲ ə tʲiəɾˠən̪ˠ tʲɛ,ˈbˠʊɪlʲ anˠ ˈtiəɾˠən̪ˠ ˈtʲɛ,74
buaile,,ˈbˠuəlʲə,ˈbˠʊɪlʲɪ,62
buaileann,,ˈbˠuəlʲən̪ˠ,ˈbˠʊɪlʲɪn̪ˠ,73
buailim,Munster; Connacht,ˈbˠuəlʲəmʲ,ˈbˠʊɪlʲɪmʲ,70
buailte,,ˈbˠuəl̠ʲtʲə,ˈbˠʊɪlʲtʲɪ,70
buailteacha,,ˈbˠuəlʲtʲəxə,ˈbˠʊɪlʲtʲɪxə,75
buain,,ˈbˠuənʲ,ˈbˠʊɪnʲ,71
buaine,Munster; Connacht,ˈbˠuənʲə,ˈbˠʊɪnʲɪ,62
buairt,,bˠuəɾˠtʲ,ˈbˠʊɪɾʲtʲ,62
bualadh,,ˈbˠɔl̪ˠə,ˈbˠualˠə,75
buan,Connacht,bˠuənˠ,ˈbˠuanˠ,83
buan,Munster; Connacht,bˠuən̪ˠ,ˈbˠuanˠ,71
buana,,ˈbˠuənˠə,ˈbˠuanˠə,88
buanfas,Connacht,ˈbˠuənˠfˠəsˠ,ˈbˠuanˠhəsˠ,73
buarach,Munster; Connacht,ˈbˠuəɾˠəx,ˈbˠuaɾˠəx,89
buartha,Munster; Connacht,ˈbˠuəɾˠhə,ˈbˠuaɾˠçə,78
buarán,,ˈbˠuəɾˠaːnˠ,ˈbˠuaɾˠɑːnˠ,82
buatais,,ˈbˠuət̪ˠəʃ,ˈbˠuat̪ˠɪʃ,80
buataisí,,ˈbˠuət̪ˠəʃiː,ˈbˠuat̪ˠɪʃiː,83
buicéad,Connacht,ˈbˠʊceːd̪ˠ,ˈbˠɪceːd̪ˠ,90
buidéal,Connacht,"ˈbˠɪdʲeːlˠ, ˈbˠɪdʲeːl̪ˠ, ˈbˠʊdʲeːlˠ, ˈbˠʊdʲeːl̪ˠ",ˈbˠɪdʲeːlˠ,100
buidéil,Connacht,ˈbˠɪdʲeːlʲ,ˈbˠɪdʲeːlʲ,100
buile,,ˈbˠɪlʲə,ˈbˠɪlʲɪ,86
buille,,,ˈbˠɪl̠ʲə,0
buille,Ulster; Connacht,ˈbˠɪl̠ʲə,ˈbˠɪl̠ʲə,100
buime,,ˈbˠɪmʲə,ˈbˠɪmʲɪ,86
buin,,bˠɪnʲ,ˈbˠɪnʲ,100
buinne,,ˈbˠɪn̠ʲə,ˈbˠɪn̠ʲə,100
buinneach,Connacht,ˈbˠɪn̠ʲəx,ˈbˠɪn̠ʲəx,100
bun,Munster; Connacht,bˠun̪ˠ,ˈbˠʊnˠ,67
bun ribe,,bˠʌnˠ ˈɾˠɨ̞bʲə,ˈbˠʊnˠ ˈɾʲɪbʲɪ,64
bunadh,Connacht,ˈbˠunˠuː,ˈbˠʊnˠə,71
bunaigh,,bˠʊnˠiː,ˈbˠʊnˠiː,100
bunaitheoir,Connacht,ˈbˠunˠahoːɾʲ,ˈbˠʊnˠəhoːɾʲ,83
bunscoil,,ˈbˠʊnˠˌsˠkɛlʲ,ˈbˠʊnˠsˠkɪlʲ,83
buntáiste,Connacht,ˈbˠʊn̪ˠt̪ˠɑːʃtʲə,ˈbˠʊnˠt̪ˠɑːʃtʲɪ,93
buntús,,ˈbˠunˠ.ˈtˠuːsˠ,ˈbˠʊnˠt̪ˠuːsˠ,77
bunábhar,Connacht,ˈbˠʊnˠˌɑːwəɾˠ,ˈbˠʊnˠɑːwəɾˠ,92
bunú,,bˠʊn̪uː,ˈbˠʊnˠuː,86
bunús,Connacht,ˈbʊnˠuːsˠ,ˈbˠʊnˠuːsˠ,89
bunúsach,Connacht,ˈbʊn̪ˠuːsˠəx,ˈbˠʊnˠuːsˠəx,92
burla,,ˈbˠuːrˠl̪ˠə,ˈbˠʊɾˠlˠə,56
bus,,bˠʊsˠ,ˈbˠʊsˠ,100
busanna,,ˈbˠʊsˠən̪ˠə,ˈbˠʊsˠən̪ˠə,100
busta,,ˈbˠʊsˠt̪ˠə,ˈbˠʊsˠt̪ˠə,100
buí,,,ˈbˠiː,0
buí,Munster; Connacht,bˠiː,ˈbˠiː,100
buíoch,Ulster; Connacht,bˠiːx,ˈbˠiːəx,80
buíocha,,ˈbˠiːxə,ˈbˠiːəxə,86
buíochas,Ulster; Connacht,"ˈbˠiəxəsˠ, ˈbˠiːxəsˠ",ˈbˠiːəxəsˠ,90
buíocháin,Connacht,ˈbˠiəxɑːnʲ,ˈbˠiːəxɑːnʲ,90
buíochán,Connacht,ˈbˠiəxɑːnˠ,ˈbˠiːəxɑːnˠ,90
buíocán,Connacht,"ˈbˠiːkɑːnˠ, ˈbˠiːkɑːn̪ˠ",ˈbˠiːəkɑːnˠ,91
buíon,,bˠiːnˠ,ˈbˠiːənˠ,83
buíonna,,ˈbˠiːn̪ˠə,ˈbˠiːən̪ˠə,89
bá,Munster; Connacht,bˠɑː,ˈbˠɑː,100
bácáil,Connacht,ˈbˠɑːkɑːlʲ,ˈbˠɑːkɑːlʲ,100
bácús,Connacht,ˈbˠɑːkuːsˠ,ˈbˠɑːkuːsˠ,100
bád,Munster; Connacht,bˠɑːd̪ˠ,ˈbˠɑːd̪ˠ,100
bádóir,Connacht,ˈbˠɑːd̪ˠoːɾʲ,ˈbˠɑːd̪ˠoːɾʲ,100
bádóireacht,Connacht,ˈbˠɑːdoːɾʲəxt̪ˠ,ˈbˠɑːd̪ˠoːɾʲəxt̪ˠ,87
bádóra,Connacht,ˈbˠɑːd̪ˠoːɾˠə,ˈbˠɑːd̪ˠoːɾˠə,100
báid,Munster; Connacht,bˠɑːdʲ,ˈbˠɑːdʲ,100
báille,,ˈbˠɑːl̠ʲə,ˈbˠɑːl̠ʲə,100
báine,Munster; Connacht,ˈbˠɑːnʲə,ˈbˠɑːnʲɪ,88
báinín,Connacht,ˈbˠɑːnʲiːnʲ,ˈbˠɑːnʲiːnʲ,100
báire,Munster; Connacht,ˈbˠɑːɾʲə,ˈbˠɑːɾʲɪ,88
báirseach,,ˈbˠaːɾˠʃəx,ˈbˠɑːɾʲʃəx,80
báis,Munster; Connacht,bˠɑːʃ,ˈbˠɑːʃ,100
báisteach,Munster; Connacht,ˈbˠɑːʃtʲəx,ˈbˠɑːʃtʲəx,100
báistí,,ˈbˠaːʃtʲiː,ˈbˠɑːʃtʲiː,90
báisín,Connacht,ˈbˠɑːʃiːnʲ,ˈbˠɑːʃiːnʲ,100
báite,Munster; Connacht,ˈbˠɑːtʲə,ˈbˠɑːtʲɪ,88
bál,Munster; Connacht,bˠɑːlˠ,ˈbˠɑːlˠ,100
bámhar,Connacht,ˈbˠɑːwəɾˠ,ˈbˠɑːwəɾˠ,100
bán,Connacht,bˠɑːnˠ,ˈbˠɑːnˠ,100
bán,Munster; Connacht,bˠɑːn̪ˠ,ˈbˠɑːnˠ,86
bánaigh,Connacht,"ˈbˠɑːnˠə, ˈbˠɑːn̪ˠə",ˈbˠɑːnˠiː,78
bás,Munster; Connacht,bˠɑːsˠ,ˈbˠɑːsˠ,100
báthair,,ˈbɑːhəɾʲ,ˈbˠɑːçɪɾʲ,62
bé,,bʲeː,ˈbʲeː,100
béala,Ulster; Connacht,ˈbʲeːlˠə,ˈbʲeːlˠə,100
béar,,bʲeːɾˠ,ˈbʲeːɾˠ,100
béarla,Ulster; Connacht,ˈbʲeːɾˠl̪ˠə,ˈbʲeːɾˠlˠə,90
béas,Ulster; Connacht,bʲeːsˠ,ˈbʲeːsˠ,100
béasach,Connacht,ˈbʲeːsˠəx,ˈbʲeːsˠəx,100
béic,,bʲeːc,ˈbʲeːc,100
béil,,bʲeːlʲ,ˈbʲeːlʲ,100
béile,,ˈbʲeːlʲə,ˈbʲeːlʲɪ,88
béim,,bʲeːmʲ,ˈbʲeːmʲ,100
bí,,bʲiː,ˈbʲiː,100
bíchearb,,ˈbʲiːçəɾˠəbˠ,ˈbʲiːçəɾˠbˠ,91
bícéips,Connacht,ˈbʲiːceːpʲʃ,ˈbʲiːceːpʲʃ,100
bíd,,bʲiːdʲ,ˈbʲiːdʲ,100
bídís,,ˈbʲiːdʲiːʃ,ˈbʲiːdʲiːʃ,100
bígí,,ˈbʲi(ː)ɟiː,ˈbʲiːɟiː,75
bím,Munster; Connacht,bʲiːmʲ,ˈbʲiːmʲ,100
bímid,,bʲiːmʲədʲ,ˈbʲiːmʲədʲ,100
bímis,,ˈbʲiːmʲəʃ,ˈbʲiːmʲɪʃ,89
