word,tags,ipa,results,match
Idirlíon,,"-ˌl̠ʲiːnˠ, ˈɪdʲəɾʲˌl̠ʲiːn̪ˠ",ˈɪdʲɪɾʲlʲiːnˠ,77
Imánál,,ɪˈmˠɑːn̪ɑːl̪ˠ,ˈɪmʲɑːnˠɑːlˠ,75
India,,ˈɪnʲdʲiə,ˈɪnʲɪ,80
Indiacha,Connacht,ˈinʲiəxə,ˈɪnʲɪxə,57
Inid,,ˈɪnʲədʲ,ˈɪnʲɪdʲ,86
Inide,,ˈɪnʲədʲə,ˈɪnʲɪdʲɪ,75
Inis,,ˈɪnʲɪʃ,ˈɪnʲɪʃ,100
Inis Meáin,,ˌɪnʲəʃ ˈmʲɑːnʲ,ˈɪnʲɪʃ ˈmʲɛɑːnʲ,86
Iodáil,Connacht,ˈɪd̪ˠɑːlʲ,ˈɪd̪ˠɑːlʲ,100
Iodáilis,,"ɪˈdˠaːlʲɪʃ, ˈɪdˠaːlʲɪʃ",ˈɪd̪ˠɑːlʲɪʃ,86
Iorua,Ulster; Connacht,ˈɪɾˠuə,ˈɪɾˠə,80
Iúil,,uːlʲ,ˈɪuːlʲ,100
Iúr,Ulster; Connacht,ən̠ʲˈtʲuːɾˠ,ˈuːɾˠ,80
Laighin,,l̪ˠəinʲ,ˈlˠajɪnʲ,57
Laoghaire,Ulster; Connacht,ˈl̪ˠiːɾʲə,ˈlʲiːɣɪɾʲɪ,67
Laois,,l̪ˠiːʃ,ˈlʲiːʃ,67
Laoise,,ˈl̪ˠiːʃə,ˈlʲiːʃɪ,71
Latharna,,ˈl̪ˠahəɾˠn̪ˠə,ˈlˠaçəɾˠnˠə,73
Leitir Ceanainn,Ulster; Connacht,"ˌl̠ʲɛtʲəɾʲ ˈcanˠən̠ʲ, ˌl̠ʲɛtʲəɾʲ ˈcan̪ˠən̠ʲ",ˈlʲɛtʲɪɾʲ ˈcɑnˠəən̠ʲ,80
Liam,,l̠ʲiəmˠ,ˈlʲiəmˠ,86
Liatroim,,ˈl̠ʲiət̪ˠɾˠəmʲ,ˈlʲiət̪ˠɾˠɪmʲ,85
Life,,l̠ʲɪfʲə,ˈlʲɪfʲɪ,71
Ll,,"l̠ʲ, l̪ˠ",ˈl̪ˠ,75
Loch Garman,,"ˌl̪ˠɔx ˈɡaɾˠəmˠənˠ, ˌl̪ˠɔx ˈɡaɾˠəmˠən̪ˠ",ˈlˠʊx ˈɡaɾˠmˠənˠ,81
Lorgain,,ˈl̪ˠɔɾˠəɡənʲ,ˈlˠʊɾˠɡɪnʲ,60
Luan,,"l̪ˠuənˠ, l̪ˠuən̪ˠ",ˈlˠuanˠ,57
Luan Cásca,Connacht,ˌl̪ˠuənˠ ˈkɑːsˠkə,ˈlˠuanˠ ˈkɑːsˠkə,88
Luan Cásca,Munster; Connacht,ˌl̪ˠuən̪ˠ ˈkɑːsˠkə,ˈlˠuanˠ ˈkɑːsˠkə,81
Luimneach,,ˈl̪ˠɪmʲənʲəx,ˈlˠɪmʲɾʲəx,70
Lá Fhéile,,ˌl̪ˠɑː ˈeːlʲə,ˈlˠɑː ˈeːlʲɪ,83
Lá Fhéile Pádraig,,ˌl̪ˠɑː ˌeːlʲə ˈpˠɑːɾˠɪc,ˈlˠɑː ˈeːlʲɪ ˈpˠɑːd̪ˠɾˠɪɟ,74
Lúnasa,,ˈl̪ˠuːn̪ˠəsˠə,ˈlˠuːnˠəsˠə,82
Mac,,mˠak,ˈmˠak,100
Macha,,ˈmˠaxə,ˈmˠaxə,100
Malaeis,,"mˠaˈlˠeːɪʃ, ˈmˠalˠeːɪʃ",ˈmˠalˠeːɪʃ,100
Manainnis,,ˈmˠanˠən̠ʲɪʃ,ˈmˠanˠən̠ʲɪʃ,100
Maoldúin,Connacht,ˈmˠiːl̪ˠd̪ˠuːnʲ,ˈmˠiːlˠd̪ˠuːnʲ,93
Meicsiceo,,"ˈmɛk.sɪ.koː, ˈmʲɛc.ʃɪ.coː",ˈmʲɛcʃɪcoː,80
Meireacá,Connacht,ˈmʲɛɾʲəkɑː,ˈmʲɛɾʲɪkɑː,90
Meiriceá,Connacht,ˈmʲɛɾʲəcɑː,ˈmʲɛɾʲɪcɪɑː,80
Meán Fómhair,,ˌmʲɑːn̪ˠ ˈfoːwəɾʲ,ˈmʲɛɑːnˠ ˈfˠoːwɪɾʲ,82
Mh,,"vʲ, w",w,100
Mhacha,,ˈwaxə,ˈwaxə,100
Mhuire,Ulster; Connacht,ˈwɪɾʲə,ˈwɪɾʲɪ,83
Mháire,Connacht,ˈwɑːɾʲə,ˈwɑːɾʲɪ,86
Mhí,,vʲiː,ˈvʲiː,100
Micheál,,ˈmʲɪçaːlˠ,ˈmʲɪçəɑːlˠ,78
Muileann gCearr,,"ənˠ ˌmˠɪlʲən̪ˠ ˈɟɑːɾˠ, ən̪ˠ ˌmˠɪlʲən̪ˠ ˈɟɑːɾˠ",ˈmˠɪlʲən̪ˠ ˈɡɑːɾˠ,88
Muineachán,Connacht,"ˈmˠɪnʲəxɑːnˠ, ˈmˠɪnʲəxɑːn̪ˠ",ˈmˠɪnʲɪxɑːnˠ,92
Muire,,ˈmˠɪɾʲə,ˈmˠɪɾʲɪ,86
Muiris,,ˈmˠiɾʲəʃ,ˈmˠɪɾʲɪʃ,75
Muirís,,ˈmˠɪɾʲiːʃ,ˈmˠɪɾʲiːʃ,100
Mumhain,,mˠuːnʲ,ˈmˠʊwɪnʲ,50
Mumhan,,mˠuːnˠ,ˈmˠʊwənˠ,50
Máire,Munster; Connacht,ˈmˠɑːɾʲə,ˈmˠɑːɾʲɪ,88
Máirt,,mˠaːɾˠtʲ,ˈmˠɑːɾʲtʲ,75
Máirtín,Connacht,ˈmˠɑːɾˠtʲiːnʲ,ˈmˠɑːɾʲtʲiːnʲ,92
Máiréad,Connacht,ˈmˠɑːɾʲeːd̪ˠ,ˈmˠɑːɾʲeːd̪ˠ,100
Máirín,Connacht,ˈmˠɑːɾʲiːnʲ,ˈmˠɑːɾʲiːnʲ,100
Málta,,ˈmˠɑːl̪ˠt̪ˠə,ˈmˠɑːlˠt̪ˠə,91
Márta,,ˈmˠɑːɾˠt̪ˠə,ˈmˠɑːɾˠt̪ˠə,100
Méabh,Connacht,mʲeːw,ˈmʲeːəə,80
Méibhín,,ˈmʲeːvʲiːnʲ,ˈmʲeːɪvʲiːnʲ,91
Mí,,mʲiː,ˈmʲiː,100
Múscraí,,mˠuːz̪ˠˈɡɾˠiː,ˈmˠuːsˠkɾˠiː,67
Naoise,,ˈn̪ˠiːʃə,ˈnˠiːʃɪ,86
Nc,,"ŋk, ɲc",ˈnk,0
Neipeailis,,ˈn̠ʲɛpʲalʲɪʃ,ˈnʲɛpʲɪlʲɪʃ,82
Niall,,n̠ʲiəl̪ˠ,ˈnʲiəl̪ˠ,88
Niamh,Ulster; Connacht,n̠ʲiəw,ˈnʲiəw,83
Nic,,nʲɪc,ˈnʲɪc,100
Niocláis,,ˈn̠ʲɪklˠaːʃ,ˈnʲɪklˠɑːʃ,80
Nioclás,,ˈn̠ʲɪklˠaːsˠ,ˈnʲɪklˠɑːsˠ,82
Nn,,"n̠ʲ, n̪ˠ",ˈn̪ˠ,75
Nollag,Connacht,ˈn̪ˠolˠək,ˈnˠʊl̪ˠəɡ,67
Nollaig,Connacht,"ˈn̪ˠolˠəc, ˈn̪ˠol̪ˠəc",ˈnˠʊl̪ˠɪɟ,56
Nollaigí,,ˈn̪ˠɔl̪ˠəɟiː,ˈnˠʊl̪ˠɪɟiː,73
Nuala,,ˈn̪ˠuːəlˠə,ˈnˠualˠə,62
Nás,Munster; Connacht,ə(n̪ˠ)ˈn̪ˠɑːsˠ,ˈnˠɑːsˠ,86
Nás na Ríogh,Munster; Connacht,ˌn̪ˠɑːsˠ n̪ˠə ˈɾˠiː,ˈnˠɑːsˠ ˈnˠa ˈɾʲiː,78
Ní,,nʲiː,nʲiː,100
Ocsatánais,,"ɔksəˈtˠaːnˠɪʃ, ˈɔksətˠaːnˠɪʃ",ˈʊksˠət̪ˠɑːnˠɪʃ,79
Odhrán,Connacht,ˈoːɾˠɑːnˠ,ˈʊɣɾˠɑːnˠ,78
Oireachtas,Connacht,ˈɛɾʲəxt̪ˠəsˠ,ˈɛɾʲɪxt̪ˠəsˠ,92
Oisín,Connacht,ˈɔʃiːnʲ,ˈɛʃiːnʲ,86
Ollainnis,,ˈɔl̪ˠən̠ʲəʃ,ˈʊl̪ˠən̠ʲɪʃ,82
Ostair,,ˈɔsˠt̪ˠəɾʲ,ˈʊsˠt̪ˠɪɾʲ,80
Oíche Inide,,ˈiːç ˈɪnʲədʲə,ˈiːhə ˈɪnʲɪdʲɪ,77
Parthalán,Connacht,ˈpˠɑɾˠhəlˠɑːnˠ,ˈpˠaɾˠçəlˠɑːnˠ,86
Peadar,,ˈpʲad̪ˠəɾˠ,ˈpʲɑdʲɪɾˠ,56
Peige,,ˈpʲɛɟə,ˈpʲɛɟɪ,83
Peirs,,pʲɛɾʲʃ,ˈpʲəiɾʲʃ,67
Peirsis,,ˈpʲɛɾʲʃɪʃ,ˈpʲɛɾʲʃɪʃ,100
Ph,,"fʲ, fˠ",fˠ,100
Pheadair,,ˈfʲad̪ˠəɾʲ,ˈfʲɑdʲɪɾʲ,56
Pheadar,,ˈfʲad̪ˠəɾˠ,ˈfʲɑdʲɪɾˠ,56
Pholainn,Kerry; Connacht,ˈfˠɔlˠən̠ʲ,ˈfˠʊlˠəən̠ʲ,80
Pháras,Munster; Connacht,ˈfˠɑːɾˠəsˠ,ˈfˠɑːɾˠəsˠ,100
Pilib,,ˈpʲɪlʲəbʲ,ˈpʲɪlʲɪbʲ,89
Polainn,Kerry; Connacht,ˈpˠɔlˠən̠ʲ,ˈpˠʊlˠəən̠ʲ,80
Polainnis,,ˈpˠɔl̪ˠən̠ʲɪʃ,ˈpˠʊlˠən̠ʲɪʃ,83
Poncán,Connacht,"ˈpˠɔŋkɑːnˠ, ˈpˠʊŋkɑːnˠ",ˈpˠʊnˠkɑːnˠ,82
Port Laoise,,pˠɔɾˠt̪ˠ ˈl̪ˠiːʃə,ˈpˠɔɾˠt̪ˠ ˈlʲiːʃɪ,82
Port an Dúnáin,Connacht,"pˠɔɾˠt̪ˠ ə ˈd̪ˠuːnˠɑːnʲ, pˠɔɾˠt̪ˠ ə ˈd̪ˠuːn̪ˠɑːnʲ",ˈpˠɔɾˠt̪ˠ anˠ ˈd̪ˠuːnˠɑːnʲ,85
Protastúnach,Connacht,ˈpˠɾˠɔt̪ˠəsˠt̪ˠuːn̪ˠəx,ˈpˠɾˠʊt̪ˠəsˠt̪ˠuːnˠəx,90
Páidín,Connacht,ˈpˠɑːdʲiːnʲ,ˈpˠɑːdʲiːnʲ,100
Páras,Munster; Connacht,ˈpˠɑːɾˠəsˠ,ˈpˠɑːɾˠəsˠ,100
Pól,Munster; Connacht,pˠoːlˠ,ˈpˠoːlˠ,100
Raeta-Rómáinsis,,"ˈɾˠeːtˠəroːˌmˠaːnʲʃɪʃ, ˌɾˠeːtˠəroːˈmˠaːnʲʃɪʃ",ˈɾˠeːtʲɪɾˠoːmˠɑːnʲʃɪʃ,81
Rinne,,ˈɾˠɪn̠ʲə,ˈɾʲɪn̠ʲə,88
Risteard,,ˈɾˠɪʃˌtʲɑːɾˠd̪ˠ,ˈɾʲɪʃtʲɪɾˠd̪ˠ,69
Rián,,ˈɾˠiː.ɑːnˠ,ˈɾʲɪɑːnˠ,50
Roibeárd,Connacht,ˈɾˠɛbʲɑːɾˠd̪ˠ,ˈɾˠɛbʲɪɑːɾˠd̪ˠ,92
Ros Comáin,,ɾˠɔsˠ ˈkʊmˠɑːnʲ,ˈɾˠʊsˠ ˈkʊːmˠɑːnʲ,87
Rosa,Munster; Connacht,ˈɾˠɔsˠə,ˈɾˠʊsˠə,86
Ruadhán,Connacht,ˈɾˠuːɑːnˠ,ˈɾˠuaɣɑːnˠ,78
Ruairí,,ˈɾˠuəɾʲiː,ˈɾˠʊɪɾʲiː,78
Róimh,,ˈɾˠõːvʲ,ˈɾˠoːvʲ,86
Róimhe,,ˈɾˠõːvʲə,ˈɾˠoːvʲɪ,75
Róis,,ɾˠoːʃ,ˈɾˠoːʃ,100
Róisín,Connacht,ˈɾˠoːʃiːnʲ,ˈɾˠoːʃiːnʲ,100
Rómáinis,Connacht,ˈɾˠoːmˠɑːnʲəʃ,ˈɾˠoːmˠɑːnʲɪʃ,92
Rónán,Connacht,ˈɾˠoːnˠɑːnˠ,ˈɾˠʊːnˠɑːnˠ,91
Rúis,,ɾˠuːʃ,ˈɾˠuːʃ,100
Rúise,,ˈɾˠuːʃə,ˈɾˠuːʃɪ,86
Rúisis,,ˈɾˠuːʃəʃ,ˈɾˠuːʃɪʃ,88
SEIF,,ʃɛfʲ,ˈʃɛfʲ,100
Sabóid,Connacht,ˈsˠabˠoːdʲ,ˈsˠabˠoːdʲ,100
Samhain,Connacht,"sˠəunʲ, ˈsˠɑvˠən",ˈsˠəuɪnʲ,75
Samhna,,ˈsˠəʊnˠə,ˈsˠəuɾˠə,75
San,,sˠanˠ,ˈsˠanˠ,100
Saoirse,,ˈsˠiːɾˠʃə,ˈsˠiːɾʲʃɪ,78
Sasana,,"ˈsˠasˠənˠə, ˈsˠasˠən̪ˠə",ˈsˠasˠənˠə,100
Sasana Nua,,ˌsˠasˠənˠə ˈn̪ˠuə,ˈsˠasˠənˠə ˈnˠua,88
Sasanach,Connacht,"ˈsˠasˠənˠəx, ˈsˠasˠən̪ˠəx",ˈsˠasˠənˠəx,100
Satharn,,ˈsˠahəɾˠn̪ˠ,ˈsˠaçəɾˠnˠ,80
Seapáin,,ˈʃapˠɑːnʲ,ˈʃʊpˠɑːnʲ,89
Seoighe,,ˈʃoːjə,ˈʃoːjə,100
Seoirse,,ˈʃoːɾˠʃə,ˈʃoːɾʲʃɪ,75
Seáin,Munster; Connacht,ʃɑːnʲ,ˈʃɛɑːnʲ,80
Seáinín,Connacht,ˈʃɑːnʲiːnʲ,ˈʃɛɑːnʲiːnʲ,90
Seán,Connacht,ʃɑːnˠ,ˈʃɛɑːnˠ,80
Seán,Munster; Connacht,ʃɑːn̪ˠ,ˈʃɛɑːnˠ,83
Sh,,h,ç,0
Shamhain,Connacht,"həunʲ, ˈhɑvˠən",ˈçəuɪnʲ,57
Sheoirse,Munster; Connacht,ˈçoːɾˠʃə,ˈhoːɾʲʃɪ,62
Sheáin,Munster; Connacht,"çɑːnʲ, çɑ̃ːnʲ",ˈhɛɑːnʲ,57
Shligigh,Connacht,ˈhlʲɪɟiː,ˈhlʲɪɟiː,100
Sinn Féin,,"ʃɪnʲ fʲeːnʲ, ʃɪnʲ heːnʲ",ˈʃən̠ʲ ˈfʲeːnʲ,71
Sinéad,Connacht,ˈʃɪnʲeːd̪ˠ,ˈʃɪnʲeːd̪ˠ,100
Siobhán,,ˈʃʊwaːn̪ˠ,ˈʃɪwɑːnˠ,62
Sionainn,,ˈʃɪnˠən̠ʲ,ˈʃɪnˠəən̠ʲ,89
Sligeach,Connacht,ˈʃl̠ʲɪɟəx,ˈʃlʲɪɟəx,88
Soirbis,,ˈsˠɔɾʲəbʲɪʃ,ˈsˠɛɾʲbʲɪʃ,80
Sorcha,,ˈsɔɾˠəxə,ˈsˠʊɾˠxə,75
Sord,Connacht,sˠauɾˠd̪ˠ,ˈsˠɔɾˠd̪ˠ,78
Sord Cholm Cille,Connacht,"ˌsˠauɾˠd̪ˠ xɔlˠəm ˈcɪl̠ʲə, ˌsˠauɾˠd̪ˠ xɔl̪ˠəm ˈcɪl̠ʲə",ˈsˠɔɾˠd̪ˠ ˈxʊlˠəmˠ ˈcɪl̠ʲə,82
Sprantais,,ˈsˠpˠrˠan̪ˠt̪ˠɪʃ,ˈsˠpˠɾˠanˠt̪ˠɪʃ,87
Spáinn,Kerry; Connacht,sˠpˠɑːn̠ʲ,ˈsˠpˠɑːən̠ʲ,89
Spáinne,Kerry; Connacht,ˈsˠpˠɑːn̠ʲə,ˈsˠpˠɑːn̠ʲə,100
Spáinnis,,ˈsˠpˠɑːn̠ʲəʃ,ˈsˠpˠɑːn̠ʲɪʃ,92
Stiofáin,Connacht,ˈʃtʲʊfˠɑːnʲ,ˈsˠt̪ˠɪfˠɑːnʲ,64
Stiofán,Connacht,"ˈʃtʲʊfˠɑːnˠ, ˈʃtʲʊfˠɑːn̪ˠ",ˈsˠt̪ˠɪfˠɑːnˠ,62
Séamaisín,Connacht,ˈʃeːmˠəʃiːnʲ,ˈʃeːmˠɪʃiːnʲ,92
Séamas,,ˈʃeːmˠəsˠ,ˈʃeːmˠəsˠ,100
Séarlas,,ˈʃeːɾˠl̪ˠəsˠ,ˈʃeːɾˠlˠəsˠ,91
Síle,,ˈʃiːlʲə,ˈʃiːlʲɪ,86
T-léine,,t̪ˠiː ˈl̠ʲeːnʲə,ˈtlʲeːnʲɪ,78
Tadhg,Munster; Connacht,t̪ˠai(ə)ɡ,ˈt̪ˠaɡ,67
Taoiseach,,,ˈt̪ˠiːʃəx,0
Taoiseach,Munster; Connacht,ˈt̪ˠiːʃəx,ˈt̪ˠiːʃəx,100
Tarbh,Connacht,ˈt̪ˠaɾˠuː,ˈt̪ˠɑːrw,50
Th,,h,ç,0
Thiarna,,ˈhiəɾˠn̪ˠə,ˈhiəɾˠnˠə,89
Tiarna,,ˈtʲiəɾˠn̪ˠə,ˈtʲiəɾˠnˠə,90
Tibéidis,Connacht,ˈtʲɪbʲeːdʲəʃ,ˈtʲɪbʲeːdʲɪʃ,92
Tiobraid Árann,,ˌtʲʊbˠɾˠədʲ ˈɑːɾˠən̪ˠ,ˈtʲɪbˠɾˠɪdʲ ˈɑːɾˠən̪ˠ,86
Toirdhealbhach,Connacht,ˈtʲɾʲɛl̪ˠax,ˈt̪ˠɛɾʲjəlˠwəx,55
Tomáisín,Connacht,ˈt̪ˠʊmˠɑːʃiːnʲ,ˈt̪ˠʊːmˠɑːʃiːnʲ,93
Tomás,Connacht,ˈt̪ˠʊmˠɑːsˠ,ˈt̪ˠʊːmˠɑːsˠ,91
Trá Lí,Connacht,t̪ˠɾˠɑː ˈl̠ʲiː,ˈt̪ˠɾˠɑː ˈlʲiː,93
Tuaisceart Éireann,,ˈt̪ˠuəʃcəɾˠt̪ˠ ˈeːɾʲən̪ˠ,ˈt̪ˠʊɪʃcɪɾˠt̪ˠ ˈeːɾʲən̪ˠ,88
Tuircis,,ˈt̪ˠʊɾʲcɪʃ,ˈt̪ˠɪɾʲcɪʃ,90
Tír Bhascach,,tʲiːɾʲ ˈvˠaskəx,ˈtʲiːɾʲ ˈwasˠkəx,87
Tír Eoghain,Munster; Connacht,tʲiːɾʲ ˈoːnʲ,ˈtʲiːɾʲ ˈɛəɪnʲ,75
Tír na nÓg,Munster; Connacht,ˌtʲiːɾˠ n̪ˠə ˈn̪ˠoːɡ,ˈtʲiːɾʲ ˈnˠa ˈnˠoːɡ,79
Uaimh,,əˈn̪ˠuəvʲ,ˈʊəː,25
Uasal,,ˈuəsˠəlˠ,ˈuasˠəlˠ,88
Ulaidh,Connacht,ˈʊlˠiː,ˈɛlʲiː,67
Ungáiris,,"ʊŋˠˈɡaːrʲɪʃ, ˈʊŋˠɡaːrʲɪʃ",ˈʊŋɑːɾʲɪʃ,56
Uí,,iː,ˈiː,100
Uíbh,,iːvʲ,ˈiːvʲ,100
Uíbh Fhailí,Ulster; Connacht,ˌiːvʲ ˈalʲiː,ˈiːvʲ ˈalʲiː,92
VEID,,vʲɛdʲ,ˈwɛdʲ,60
Vallúinis,,wal̪ˠuːnʲɪʃ,ˈwal̪ˠuːnʲɪʃ,100
Veinéis,Connacht,ˈvʲɛnʲeːʃ,ˈwɛnʲeːʃ,75
Veinéiseach,Connacht,ˈvʲɛnʲeːʃəx,ˈwɛnʲeːʃəx,80
Vicipéid,,vʲɪcɪpʲeːdʲ,ˈwɪcɪpʲeːdʲ,82
Victeoiria,,vʲɪcˈtʲoːɾʲiə,ˈwɪctʲoːɾʲɪ,73
Volaifis,,wɔl̪ˠəfʲɪʃ,ˈwʊlˠɪfʲɪʃ,70
Vín,,vʲiːnʲ,ˈviːnʲ,83
a,,ə,a,0
a chairde,Munster; Connacht,ə ˈxɑːɾˠdʲə,a ˈxɛɾʲdʲɪ,60
a chara,,ə ˈxaɾˠə,a ˈxaɾˠə,88
a chlog,Connacht,"oːˈxlˠoɡ, əˈxlˠoɡ",a ˈxlˠʊɡ,75
a chéile,,əˈçeːlʲə,a ˈçeːlʲɪ,75
a lán,Munster; Connacht,əˈl̪ˠɑːnˠ,a ˈlˠɑːnˠ,78
a',,ə,a',0
a-,,"a, ə",a,100
ab,,"abˠ, əbˠ",abˠ,100
abacas,,ˈabˠəkəsˠ,ˈabˠəkəsˠ,100
abairt,,ˈabˠəɾˠtʲ,ˈabˠɪɾʲtʲ,78
abairte,,ˈabˠəɾʲtʲə,ˈabˠɪɾʲtʲɪ,80
abairtí,Connacht,"ˈabˠəɾʲtʲiː, ˈɑbˠəɾʲtʲiː",ˈabˠɪɾʲtʲiː,91
abar,,ˈabˠəɾˠ,ˈabˠəɾˠ,100
abarthar,,ˈabˠəɾˠhəɾˠ,ˈabˠəɾˠçəɾˠ,91
abhac,,auk,ˈɑuək,67
abhacád,Munster; Connacht,ˈavˠəkɑːd̪ˠ,ˈɑuəkɑːd̪ˠ,70
abhaile,Connacht,əˈwalʲə,ˈɑuɪlʲɪ,46
abhaill,,ˈəuwəl̠ʲ,ˈɑuəl̠ʲ,71
abhainn,Connacht,əun̠ʲ,ˈəun̠ʲ,100
abhna,,ˈoːn̪ˠə,ˈaənˠə,50
abhras,,ˈəuɾˠəsˠ,ˈaəɾˠəsˠ,88
abhrasóir,Connacht,ˈavˠɾˠəsˠoːɾʲ,ˈaəɾˠəsˠoːɾʲ,83
abraid,,ˈabˠɾˠədʲ,ˈabˠɾˠɪdʲ,89
abraimid,,ˈabˠɾˠəmʲədʲ,ˈabˠɾˠəmʲədʲ,100
abrair,,ˈabˠɾˠəɾʲ,ˈabˠɾˠɪɾʲ,89
abrann,,ˈabˠɾˠən̪ˠ,ˈabˠɾˠən̪ˠ,100
abras,,ˈabˠɾˠəsˠ,ˈabˠɾˠəsˠ,100
abú,,əˈbˠuː,ˈabˠuː,91
abúlacht,Connacht,"ˈabˠuːlˠəxt̪ˠ, ˈabˠuːl̪ˠəxt̪ˠ",ˈabˠuːlˠəxt̪ˠ,100
acastóir,Connacht,ˈaˌkasˠt̪ˠoːɾʲ,ˈakəsˠt̪ˠoːɾʲ,85
ach,,,əx,0
achainí,Connacht,ˈaxənʲiː,ˈaxɪnʲiː,88
achar,,ˈaxəɾˠ,ˈaxəɾˠ,100
achoimre,,ˈaˌxɪmʲɾʲə,ˈaxɪmʲɾʲɪ,89
acht,Ulster; Connacht,"ax, axt̪ˠ",ˈaxt̪ˠ,83
acmhainn,Ulster; Connacht,ˈakuːn̠ʲ,ˈakwəən̠ʲ,62
acmhainneach,Connacht,ˈakuːn̠ʲəx,ˈakwən̠ʲəx,80
acsón,Connacht,"ˈaksˠoːnˠ, ˈaksˠuːnˠ",ˈaksˠəːnˠ,89
acusan,,"ˈakusˠənˠ, ˈakəsˠənˠ",ˈakəsˠənˠ,100
acústaic,,əˈkuːsˠt̪ˠɪc,ˈakuːsˠt̪ˠɪc,96
ad,,əd̪ˠ,ad̪ˠ,75
adamh,Munster; Connacht,ˈɑd̪ˠəvˠ,ˈad̪ˠə,83
adhairc,,"ˈəiəɾʲc, ˈəiɾʲc",ˈaiɪɾʲc,71
adhall,,ˈəiəl̪ˠ,ˈɑːl̪ˠ,50
adharc,Connacht,ˈai(ə)ɾˠk,ˈɑːrk,20
adharca,,ˈəi(ə)ɾˠkə,ˈaiɾˠkə,57
adhlacóir,Connacht,ˈəil̪ˠəkoːɾʲ,ˈailˠəkoːɾʲ,82
adhlaic,Connacht,"ˈɑːl̪ˠəc, ˈəil̪ˠəc",ˈailˠɪc,57
adhnaic,Connacht,ˈəin̪ˠəc,ˈainˠɪc,57
aduaidh,Ulster; Connacht,"əˈd̪ˠuə, əˈd̪ˠuəj",ˈad̪ˠəː,71
ae,,eː,ˈeː,100
aeir,,eːɾʲ,ˈeːɪɾʲ,75
aer,Ulster; Munster; Connacht,eːɾˠ,ˈeːɾʲ,75
aerach,Munster; Connacht,ˈeːɾˠəx,ˈeːɾʲəx,86
aerfort,,ˈeːɾˠfɔɾˠt̪ˠ,ˈeːɾʲfʲɪɾˠt̪ˠ,75
aerga,,ˈeːɾˠɡə,ˈeːɾʲɟɪ,57
aeráid,Connacht,ˈeːɾˠɑːdʲ,ˈeːɾʲɑːdʲ,89
aeróstach,Connacht,ˈeːɾˠˌoːsˠt̪ˠəx,ˈeːɾʲoːsˠt̪ˠəx,86
ag,,"ə, əɟ, əɡ, ɛɟ, ɪɟ",aɡ,50
aga,,ˈaɡə,ˈaɡə,100
agaibh,Connacht,"ˈaɡiː, ˈoɡiː, ˈuɡiː",ˈaɡəɪvʲ,43
agaibh,Aran; Connacht,ˈɑɡiː,ˈaɡəɪvʲ,40
agaibh,Cois-Fharraige; Connacht,ˈaːɡiː,ˈaɡəɪvʲ,50
agaibh,Mayo; Connacht,əɡiː,ˈaɡəɪvʲ,25
agaibhse,,ˈaɡəvʲʃə,ˈaɡəɪvʲʃɪ,88
againne,,ˈaɡən̠ʲə,ˈaɡən̠ʲə,100
agair,,ˈaɡəɾʲ,ˈaɡɪɾʲ,83
agam,Connacht,"amˠ, ˈa(ɡə)mˠ, ˈaɡəmˠ, ˈoɡəmˠ",ˈaɡəmˠ,83
agam,Cois-Fharraige; Connacht,ˈaː(ɡə)mˠ,ˈaɡəmˠ,67
agam,Galway; Connacht,ˈɑɡəmˠ,ˈaɡəmˠ,83
agam,Mayo; Connacht,ˈuɡəmˠ,ˈaɡəmˠ,83
agat,Connacht,"ˈa(ɡə)d̪ˠ, ˈad̪ˠ, ˈaɡəd̪ˠ, ˈoɡəd̪ˠ, ˈɑt̪ˠ",ˈaɡət̪ˠ,57
agat,Cois-Fharraige; Connacht,ˈaː(ɡə)d̪ˠ,ˈaɡət̪ˠ,57
agat,Galway; Connacht,ˈɑː(ɡə)t̪ˠ,ˈaɡət̪ˠ,71
agat,Mayo; Connacht,ˈuɡəd̪ˠ,ˈaɡət̪ˠ,71
aghaidh,Aran; Connacht,ai,ˈaiiː,100
agóid,Connacht,ˈaɡoːdʲ,ˈaɡoːdʲ,100
aice,,"ˈacɪ, ˈɛcɪ",ˈacɪ,100
aiceann,,ˈacən̪ˠ,ˈacən̪ˠ,100
aichear,,ˈaçəɾˠ,ˈaçəɾˠ,100
aici,Connacht,"ˈɛciː, ˈɛcə",ˈacɪ,50
aicise,,ˈɛcɪʃə,ˈacɪʃɪ,67
aicme,,ˈacmʲə,ˈacmʲɪ,83
aicmí,,ˈacmʲiː,ˈacmʲiː,100
aidhmeannas,,ˈəimʲən̪ˠəsˠ,ˈaimʲɪn̪ˠəsˠ,83
aidiacht,Connacht,ˈadʲiəxt̪ˠ,ˈadʲɪxt̪ˠ,78
aiféala,,ˈafʲeːlˠə,ˈafʲeːlˠə,100
aige,Connacht,ˈeɟ(ə),ˈaɟɪ,50
aiges,,ˈɛɟɪsˠ,ˈaɟɪʃ,60
aighneas,,ˈai.nʲəsˠ,ˈajɾʲɪsˠ,50
aigéad,Connacht,ˈaɟeːd̪ˠ,ˈaɟeːd̪ˠ,100
aigéan,,aɟeːnˠ,ˈaɟeːnˠ,100
ail,,alʲ,ˈalʲ,100
ailm,,ˈa.lʲəmʲ,ˈalʲimʲ,71
aimsire,,ˈamʲʃəɾʲə,ˈamʲʃɪɾʲɪ,78
ain-,,anʲ,ˈanʲ,100
